eng_dep_surp,zh_dep_surp,
3.6426136,5.1954193,1.5528057
3.4180636,3.3087442,-0.1093194
6.7837324,6.1155834,-0.668149
4.2547255,3.5822,-0.6725255
2.791393,5.6755657,2.8841727
4.5599504,5.981033,1.4210826
4.769674,3.3649502,-1.4047238
3.7478285,5.9348183,2.1869898
4.3516355,3.9760964,-0.3755391
5.0888653,6.1155834,1.0267181
3.0263615,4.9041195,1.877758
4.697758,6.1155834,1.4178254
2.9170341,6.1990705,3.2820364
6.6435246,6.1155834,-0.5279412
4.0704165,6.228681,2.1582645
2.4648993,4.6374125,2.1725132
6.657078,3.4189012,-3.2381768
3.6678772,5.9348183,2.2669411
2.3211133,0.6502937,-1.6708196
1.8832291,0.6502937,-1.2329354
7.2595973,5.5654106,-1.6941867
4.4334784,3.4189012,-1.0145772
4.104322,4.598897,0.494575
6.142763,2.938222,-3.204541
4.9775486,6.4697857,1.4922371
4.2547255,3.93581,-0.3189155
4.4526043,4.366116,-0.0864883
6.5621624,5.3364162,-1.2257462
5.1395407,6.1578684,1.0183277
1.9907002,2.563126,0.5724258
4.702864,3.8068547,-0.8960093
2.0770035,5.0582786,2.9812751
2.386279,3.3621848,0.9759058
3.0027275,4.995695,1.9929675
4.697758,3.1415832,-1.5561748
2.804029,1.6762035,-1.1278255
5.8436995,5.9348183,0.0911188
2.9170341,6.7175035,3.8004694
4.3052435,4.1679697,-0.1372738
5.7049494,1.2628695,-4.4420799
2.665349,2.8922038,0.2268548
5.7648463,3.7731032,-1.9917431
6.048324,6.1155834,0.0672594
6.9050264,6.1578684,-0.747158
3.041506,2.2969947,-0.7445113
5.7049494,2.147732,-3.5572174
7.1525693,2.9730856,-4.1794837
6.06351,5.9348183,-0.1286917
3.3744948,6.228681,2.8541862
4.886296,5.741513,0.855217
2.4009752,4.618906,2.2179308
3.6805515,5.777278,2.0967265
4.1268287,4.5462027,0.419374
5.5744486,6.228681,0.6542324
4.0092645,2.3240983,-1.6851662
1.6429392,4.759579,3.1166398
3.85697,3.472976,-0.383994
3.6519856,2.7672606,-0.884725
3.6185486,3.668542,0.0499934
5.471419,6.1990705,0.7276515
5.0759215,6.1990705,1.123149
3.8918455,4.6423917,0.7505462
5.2429295,2.563126,-2.6798035
3.5241015,4.199723,0.6756215
3.809372,3.25622,-0.553152
2.0770035,5.3225307,3.2455272
3.4180636,2.4226494,-0.9954142
4.775923,6.1155834,1.3396604
5.7752028,5.6755657,-0.0996371
6.657078,3.4189012,-3.2381768
3.6068776,6.177722,2.5708444
6.364901,5.9348183,-0.4300827
5.6969194,1.9655392,-3.7313802
4.2371154,1.2628695,-2.9742459
2.0038404,6.1990705,4.1952301
4.991527,3.7837815,-1.2077455
2.7882633,6.228681,3.4404177
3.066223,4.6307087,1.5644857
6.633834,6.228681,-0.405153
3.4180636,2.4226494,-0.9954142
4.849754,4.5670977,-0.2826563
4.5527864,2.9425952,-1.6101912
4.2371154,2.4818418,-1.7552736
3.7478285,1.2628695,-2.484959
1.7112942,6.4697857,4.7584915
4.67717,4.609207,-0.067963
6.7837324,3.942799,-2.8409334
2.2404108,1.874078,-0.3663328
1.7073612,5.9070067,4.1996455
1.688435,2.6211314,0.9326964
4.463519,3.2232635,-1.2402555
4.697758,5.9348183,1.2370603
4.591691,6.4697857,1.8780947
2.4993927,2.7490776,0.2496849
3.630018,5.9818206,2.3518026
6.933701,5.061656,-1.872045
2.9971006,3.5190258,0.5219252
2.9226875,3.6412761,0.7185886
3.9016442,6.1990705,2.2974263
2.3193672,5.9818206,3.6624534
3.9308531,6.1990705,2.2682174
3.5606575,3.2851384,-0.2755191
3.0675979,4.6307087,1.5631108
4.8383503,6.1155834,1.2772331
2.6749382,6.1155834,3.4406452
3.5516047,6.1990705,2.6474658
6.364901,3.5460448,-2.8188562
6.154514,3.7053869,-2.4491271
4.6608877,2.956231,-1.7046567
6.9557414,6.228681,-0.7270604
6.9557414,6.228681,-0.7270604
6.9557414,6.1990705,-0.7566709
5.1342964,6.4697857,1.3354893
3.4831555,2.342572,-1.1405835
4.212765,4.6874495,0.4746845
6.2230573,6.1990705,-0.0239868
2.7931337,5.828537,3.0354033
2.2744253,6.7175035,4.4430782
6.2776194,4.684569,-1.5930504
2.8853958,2.342572,-0.5428238
6.253027,3.798633,-2.454394
4.793556,3.4189012,-1.3746548
6.0345545,5.9348183,-0.0997362
2.861937,1.8681747,-0.9937623
4.084723,3.6485424,-0.4361806
2.6716084,3.7958946,1.1242862
1.106678,3.798633,2.691955
4.769674,5.9348183,1.1651443
3.430358,4.058361,0.628003
5.0954847,3.0689228,-2.0265619
4.7363014,6.228681,1.4923796
4.6208224,3.3621848,-1.2586376
4.769674,6.1155834,1.3459094
1.8832291,0.6502937,-1.2329354
2.5642385,5.5611053,2.9968668
5.9345765,3.775039,-2.1595375
3.8198168,4.1920004,0.3721836
6.364901,3.6412761,-2.7236249
3.4158604,6.1578684,2.742008
5.401295,4.8716683,-0.5296267
4.4397626,5.9348183,1.4950557
4.425539,5.9818206,1.5562816
4.1268287,2.147732,-1.9790967
3.5606575,4.770357,1.2096995
4.793556,3.5023882,-1.2911678
4.4861236,6.147399,1.6612754
2.2744253,5.9818206,3.7073953
2.627182,5.167922,2.54074
3.9596064,5.7178507,1.7582443
4.2371154,2.4818418,-1.7552736
7.966144,5.517721,-2.448423
6.357236,5.405796,-0.95144
3.9674942,3.0876331,-0.8798611
5.1312623,3.498713,-1.6325493
6.488417,6.147399,-0.341018
4.7166843,3.5460448,-1.1706395
6.253027,3.0084693,-3.2445577
4.793556,3.5023882,-1.2911678
3.6300066,2.921978,-0.7080286
3.312749,5.91022,2.597471
2.804029,1.2628695,-1.5411595
6.9050264,5.9348183,-0.9702081
4.849754,4.707037,-0.142717
4.6865883,4.9258785,0.2392902
3.4633548,6.4697857,3.0064309
7.27504,6.1990705,-1.0759695
4.849754,6.1990705,1.3493165
3.4240394,5.541803,2.1177636
3.9050734,6.4697857,2.5647123
5.6521473,6.147399,0.4952517
5.9433455,6.1155834,0.1722379
6.35534,6.1155834,-0.2397566
6.364901,3.5460448,-2.8188562
4.2371154,4.1920004,-0.045115
4.9775486,6.1990705,1.2215219
4.057742,5.0582786,1.0005366
1.6870583,2.4187133,0.731655
6.008259,4.6307087,-1.3775503
4.033394,3.0747466,-0.9586474
2.7872696,5.9348183,3.1475487
2.2404108,1.874078,-0.3663328
3.595412,6.1990705,2.6036585
6.3087564,2.440902,-3.8678544
6.364901,5.2703695,-1.0945315
4.0704165,6.228681,2.1582645
4.897579,5.955969,1.05839
4.300277,6.1155834,1.8153064
5.844427,5.4401417,-0.4042853
4.463519,3.540998,-0.922521
4.5736713,6.4697857,1.8961144
4.1318703,3.2702305,-0.8616398
6.3020134,3.2903862,-3.0116272
2.6940255,5.2708607,2.5768352
3.3792133,4.5870857,1.2078724
5.7049494,1.2628695,-4.4420799
2.6128054,4.759579,2.1467736
4.697758,3.93581,-0.761948
4.2371154,1.2628695,-2.9742459
4.793556,3.5023882,-1.2911678
2.804029,1.2953556,-1.5086734
4.1345224,6.1990705,2.0645481
4.5527864,4.8447075,0.2919211
1.9481281,1.9999878,0.0518597
3.3433437,3.7291865,0.3858428
6.008259,4.6307087,-1.3775503
2.804029,1.2953556,-1.5086734
4.4954863,6.4697857,1.9742994
6.4193473,5.8235197,-0.5958276
3.8112416,6.1155834,2.3043418
3.404837,5.919613,2.514776
4.5527864,4.8447075,0.2919211
5.0280943,6.029768,1.0016737
1.8660244,1.5106986,-0.3553258
1.6870583,5.741513,4.0544547
5.78487,2.9006944,-2.8841756
3.0675979,5.1954193,2.1278214
5.471419,2.851287,-2.620132
2.6548457,5.3527784,2.6979327
2.6548457,5.3527784,2.6979327
3.8727603,4.5841694,0.7114091
3.0481198,2.9281485,-0.1199713
1.6782659,5.0794287,3.4011628
3.6658902,4.684569,1.0186788
4.697758,4.75853,0.060772
5.913364,4.9134736,-0.9998904
3.8627722,5.867935,2.0051628
5.317919,5.239043,-0.078876
3.7191782,6.1990705,2.4798923
4.849754,5.3421507,0.4923967
4.074567,3.3516862,-0.7228808
4.4526043,3.085722,-1.3668823
3.87215,3.7053869,-0.1667631
5.662979,4.058361,-1.604618
4.1596603,6.1990705,2.0394102
4.6139784,3.6485424,-0.965436
6.06351,6.1155834,0.0520734
3.5167418,6.000328,2.4835862
4.697758,5.198065,0.500307
3.6441298,3.4189012,-0.2252286
6.06351,6.1155834,0.0520734
4.630259,4.3733454,-0.2569136
6.06351,6.1155834,0.0520734
4.1518736,5.4561443,1.3042707
3.3795683,5.5932455,2.2136772
4.1481724,4.7453866,0.5972142
4.769674,2.6500092,-2.1196648
3.7603886,6.1578684,2.3974798
6.1997848,5.8235197,-0.3762651
2.762519,3.5023882,0.7398692
8.590956,6.1990705,-2.3918855
5.2379956,4.058361,-1.1796346
3.9073822,5.5654106,1.6580284
2.5385532,5.989369,3.4508158
2.2421777,4.363946,2.1217683
3.6305757,3.5579443,-0.0726314
5.1207695,4.5841694,-0.5366001
4.769674,4.6518397,-0.1178343
3.4942415,5.955969,2.4617275
7.1630898,5.899261,-1.2638288
2.4998631,3.242675,0.7428119
4.7166843,3.6412761,-1.0754082
3.9530253,5.3421507,1.3891254
5.7049494,4.223816,-1.4811334
3.1316571,6.228681,3.0970239
2.386279,3.3621848,0.9759058
3.0027275,3.3621848,0.3594573
3.7591515,2.7602558,-0.9988957
3.3428583,3.7053869,0.3625286
5.6521473,6.147399,0.4952517
3.9888697,4.4046717,0.415802
3.9345505,4.9100685,0.975518
3.683401,4.4487476,0.7653466
3.3792133,4.5870857,1.2078724
2.4580343,3.934435,1.4764007
3.753338,5.248624,1.495286
5.452006,6.4697857,1.0177797
5.492709,6.147399,0.65469
2.9047165,6.1155834,3.2108669
6.364901,3.2851384,-3.0797626
4.508213,5.7590528,1.2508398
5.3681517,5.7178507,0.349699
8.590956,5.9348183,-2.6561377
4.9013033,3.076369,-1.8249343
7.581986,5.0928497,-2.4891363
4.300277,3.1246424,-1.1756346
5.082345,5.515951,0.433606
3.7130225,1.3195608,-2.3934617
5.5374813,3.3516862,-2.1857951
7.0018663,6.1990705,-0.8027958
2.5357845,5.9348183,3.3990338
2.7775989,5.7590528,2.9814539
3.6236255,2.10114,-1.5224855
4.1825943,3.3916497,-0.7909446
3.028114,2.501913,-0.526201
2.2328298,3.003095,0.7702652
4.2371154,3.963006,-0.2741094
3.5726538,6.146909,2.5742552
6.364901,3.2851384,-3.0797626
4.5711365,4.371353,-0.1997835
2.9170341,6.1578684,3.2408343
4.697758,5.198065,0.500307
3.6963646,6.146909,2.4505444
2.7882633,2.027422,-0.7608413
4.8853674,5.867935,0.9825676
4.6789722,3.2851384,-1.3938338
2.3193672,5.9818206,3.6624534
3.4056559,5.6755657,2.2699098
2.8853958,2.342572,-0.5428238
6.5381923,5.8235197,-0.7146726
3.031371,6.1155834,3.0842124
3.66753,3.0780625,-0.5894675
4.981269,4.814808,-0.166461
4.5008907,3.7550967,-0.745794
5.125415,3.6919975,-1.4334175
4.630259,4.7275476,0.0972886
4.813823,4.058361,-0.755462
4.2656846,4.366809,0.1011244
2.5458462,5.803809,3.2579628
5.6521473,6.147399,0.4952517
3.0892396,3.5023882,0.4131486
3.8359334,1.2953556,-2.5405778
4.840132,6.1990705,1.3589385
2.2328298,3.677875,1.4450452
3.825401,5.9348183,2.1094173
2.2999048,5.803809,3.5039042
5.9524236,4.2014036,-1.75102
3.85697,2.0715063,-1.7854637
1.6429392,4.759579,3.1166398
4.3412056,2.7602558,-1.5809498
2.8288295,2.2958972,-0.5329323
4.3681817,4.520817,0.1526353
1.6429392,3.2162468,1.5733076
4.7355533,6.4697857,1.7342324
3.0675979,5.1954193,2.1278214
4.57512,6.1155834,1.5404634
3.1566875,2.027422,-1.1292655
5.616303,6.228681,0.612378
3.1977215,3.6788476,0.4811261
6.1233635,6.1578684,0.0345049
2.8853958,2.342572,-0.5428238
4.823158,4.1418486,-0.6813094
3.2662327,6.1155834,2.8493507
4.079751,6.1155834,2.0358324
5.321762,6.1990705,0.8773085
4.793556,3.5023882,-1.2911678
4.6169586,6.1155834,1.4986248
6.9867706,5.718334,-1.2684366
3.5926254,4.593103,1.0004776
3.4704022,4.685093,1.2146908
4.2547255,4.9487853,0.6940598
3.4158604,6.1578684,2.742008
6.8533964,6.1990705,-0.6543259
4.719656,5.9348183,1.2151623
3.753338,5.9348183,2.1814803
3.81936,2.270829,-1.548531
4.3843956,4.998576,0.6141804
4.6840587,3.70829,-0.9757687
3.3944378,2.5899796,-0.8044582
3.5772903,5.9348183,2.357528
6.633834,5.741513,-0.892321
4.697758,6.4697857,1.7720277
6.253027,3.0084693,-3.2445577
4.1268287,1.2628695,-2.8639592
5.5093427,3.5023882,-2.0069545
1.7187088,2.7209647,1.0022559
3.6267934,4.5841694,0.957376
4.697758,5.198065,0.500307
2.5890067,2.3905606,-0.1984461
3.3795683,6.1155834,2.7360151
4.7704744,6.1990705,1.4285961
2.9930096,5.958043,2.9650334
4.8948503,6.5526805,1.6578302
4.022546,5.9070067,1.8844607
3.5602143,3.5460448,-0.0141695
5.471419,6.1990705,0.7276515
4.080333,1.5624402,-2.5178928
4.0092645,2.3030984,-1.7061661
6.459581,3.3821352,-3.0774458
0.5614988,6.147399,5.5859002
5.9345765,6.147399,0.2128225
2.9984002,6.228681,3.2302808
3.753338,6.3122454,2.5589074
3.0027275,3.3621848,0.3594573
5.0498557,5.9818206,0.9319649
5.0498557,5.9818206,0.9319649
2.9186962,6.146909,3.2282128
5.7752028,5.4090266,-0.3661762
4.20064,5.9818206,1.7811806
3.9308531,5.955969,2.0251159
3.6191773,6.4697857,2.8506084
5.0498557,5.9818206,0.9319649
2.9162545,6.228681,3.3124265
4.793556,3.6919975,-1.1015585
5.6248646,6.1155834,0.4907188
5.0498557,5.9818206,0.9319649
2.1921296,2.943864,0.7517344
4.074574,6.1155834,2.0410094
3.6372173,5.7590528,2.1218355
3.8198168,1.658982,-2.1608348
3.9364312,6.4697857,2.5333545
4.769674,6.1990705,1.4293965
3.701691,6.1990705,2.4973795
3.8945436,3.155948,-0.7385956
4.9157834,2.6620615,-2.2537219
4.055254,6.4697857,2.4145317
5.0498557,5.9818206,0.9319649
6.633834,6.1155834,-0.5182506
3.6458466,6.1155834,2.4697368
4.1625514,6.1578684,1.995317
4.581868,6.4697857,1.8879177
2.711865,5.9348183,3.2229533
3.1019447,3.9444525,0.8425078
4.0779214,6.1155834,2.037662
3.8599303,6.1155834,2.2556531
4.699499,2.5328014,-2.1666976
3.9999967,6.1990705,2.1990738
6.1018586,6.228681,0.1268224
3.8945436,2.810224,-1.0843196
6.633834,6.1155834,-0.5182506
3.207244,6.000328,2.793084
1.533001,2.7428474,1.2098464
6.633834,5.9348183,-0.6990157
5.48486,6.1990705,0.7142105
4.463519,5.9348183,1.4712993
4.630259,5.3421507,0.7118917
5.056541,3.858526,-1.198015
4.1337934,5.9348183,1.8010249
3.2662327,6.1990705,2.9328378
6.7357845,5.9818206,-0.7539639
3.6397014,5.3846455,1.7449441
3.0675979,5.0358047,1.9682068
3.842272,5.777278,1.935006
4.1337934,5.9348183,1.8010249
6.0040536,6.1578684,0.1538148
6.0040536,6.1578684,0.1538148
4.3550463,2.0762703,-2.278776
4.074567,3.3516862,-0.7228808
4.2371154,1.658982,-2.5781334
1.6181449,2.90321,1.2850651
6.8533964,5.2875443,-1.5658521
4.849754,3.3076859,-1.5420681
3.0027275,3.3621848,0.3594573
3.6236255,3.3621848,-0.2614407
4.511464,5.867935,1.356471
4.0222,4.2810674,0.2588674
4.300277,6.1155834,1.8153064
5.2974267,5.199037,-0.0983897
2.831662,3.5023882,0.6707262
4.769674,3.498713,-1.270961
3.0263615,3.3842068,0.3578453
2.2744253,4.770357,2.4959317
2.2005813,6.1578684,3.9572871
4.697758,5.8235197,1.1257617
3.1488492,3.0084693,-0.1403799
2.2744253,5.9818206,3.7073953
0.8596053,3.8673034,3.0076981
4.1343026,6.04153,1.9072274
5.7049494,4.1920004,-1.512949
4.300277,6.1155834,1.8153064
4.849754,3.0377886,-1.8119654
2.2744253,5.9818206,3.7073953
4.697758,5.9348183,1.2370603
6.253027,3.0084693,-3.2445577
1.6429392,4.759579,3.1166398
3.9718783,5.595477,1.6235987
4.697758,6.1155834,1.4178254
5.7049494,1.658982,-4.0459674
4.3915052,3.775039,-0.6164662
2.2005813,6.1578684,3.9572871
4.9234157,3.9663517,-0.957064
5.2814903,5.3271694,0.0456791
3.7436113,5.9818206,2.2382093
3.3263972,6.4697857,3.1433885
5.6579666,5.352141,-0.3058256
4.682893,6.1990705,1.5161775
5.9151015,5.6963525,-0.218749
1.8284,2.0715063,0.2431063
4.697758,6.1578684,1.4601104
2.8390574,2.9869597,0.1479023
6.253027,4.9680796,-1.2849474
2.6128054,4.536529,1.9237236
3.668687,6.1155834,2.4468964
2.3969882,1.946285,-0.4507032
4.1481533,5.3225307,1.1743774
4.697758,6.1155834,1.4178254
2.3193672,6.1578684,3.8385012
3.9360037,3.7762463,-0.1597574
4.2371154,1.658982,-2.5781334
4.2371154,1.658982,-2.5781334
4.1670923,6.1578684,1.9907761
4.0025353,5.6785083,1.675973
4.2371154,1.658982,-2.5781334
2.831662,3.5023882,0.6707262
5.7049494,1.658982,-4.0459674
3.0811381,5.232555,2.1514169
4.1268287,1.6436781,-2.4831506
3.7111948,5.951422,2.2402272
4.398219,6.1990705,1.8008515
3.9340005,5.9348183,2.0008178
4.4526043,4.488104,0.0354997
2.9930096,5.388315,2.3953054
3.7475793,3.7249644,-0.0226149
4.769674,5.9348183,1.1651443
2.2744253,6.4697857,4.1953604
4.1268287,4.1920004,0.0651717
4.0704165,5.955969,1.8855525
3.7894778,5.446909,1.6574312
3.9340005,5.9348183,2.0008178
3.8927915,2.7215106,-1.1712809
5.7049494,1.2953556,-4.4095938
3.5350714,2.2292602,-1.3058112
4.697758,6.1155834,1.4178254
3.066223,5.0358047,1.9695817
2.8960679,4.6307087,1.7346408
4.60924,5.958043,1.348803
3.0675979,4.9544115,1.8868136
3.1605783,5.951422,2.7908437
2.912882,2.6916924,-0.2211896
1.7826357,3.7249644,1.9423287
5.7049494,4.1920004,-1.512949
3.9428484,5.1194572,1.1766088
2.2404108,1.874078,-0.3663328
4.896175,5.4364395,0.5402645
0.36410666,5.2392664,4.87515974
4.107672,5.867935,1.760263
6.3564982,5.803809,-0.5526892
8.051134,6.1155834,-1.9355506
3.5426927,5.404624,1.8619313
4.849754,3.3076859,-1.5420681
5.744006,5.758826,0.01482
3.2648294,6.147399,2.8825696
0.36410666,5.7886634,5.42455674
5.9345765,6.1155834,0.1810069
2.6749382,6.4697857,3.7948475
2.9326909,5.9348183,3.0021274
6.4547987,5.9070067,-0.547792
3.1923926,2.7602558,-0.4321368
3.2648294,6.147399,2.8825696
3.5415645,6.147399,2.6058345
0.36410666,5.7886634,5.42455674
1.6429392,4.536529,2.8935898
2.6940255,4.516024,1.8219985
4.024048,6.1990705,2.1750225
3.8198168,1.658982,-2.1608348
3.7364705,6.147399,2.4109285
6.7837324,6.1578684,-0.625864
3.9428484,3.0264444,-0.916404
2.9658184,5.1383114,2.172493
3.465604,2.4580748,-1.0075292
4.3412056,4.9856944,0.6444888
6.364901,6.4697857,0.1048847
6.364901,5.9348183,-0.4300827
4.093249,5.9348183,1.8415693
3.4251842,5.9348183,2.5096341
4.43178,5.9348183,1.5030383
4.3516355,3.401777,-0.9498585
4.3412056,4.9856944,0.6444888
5.897098,5.5611053,-0.3359927
6.4011765,5.9348183,-0.4663582
2.0251522,3.2603414,1.2351892
3.0223458,3.3621848,0.339839
2.6128054,4.536529,1.9237236
3.9073822,5.5654106,1.6580284
4.300277,3.668542,-0.631735
5.4780874,5.5611053,0.0830179
5.0263677,5.955969,0.9296013
3.3634841,6.228681,2.8651969
3.753338,5.5094337,1.7560957
4.165907,5.4736595,1.3077525
3.7591515,2.7602558,-0.9988957
0.36410666,5.748208,5.38410134
4.1318703,5.541803,1.4099327
5.9345765,4.2070513,-1.7275252
4.9064274,5.1194572,0.2130298
2.7710009,5.7178507,2.9468498
3.962926,5.030553,1.067627
6.253027,3.0084693,-3.2445577
2.912882,4.7939205,1.8810385
6.8153057,5.4561443,-1.3591614
3.8198168,1.658982,-2.1608348
5.4448204,5.1989093,-0.2459111
6.253027,3.0084693,-3.2445577
2.2404108,1.874078,-0.3663328
3.7475793,3.7249644,-0.0226149
5.7049494,1.2628695,-4.4420799
6.633834,5.7083206,-0.9255134
4.4750533,5.777278,1.3022247
5.5891113,4.612054,-0.9770573
4.769674,3.8529148,-0.9167592
4.3585987,6.1155834,1.7569847
4.433148,5.803809,1.370661
2.4551024,6.1990705,3.7439681
3.579595,6.177722,2.598127
1.7187088,4.356428,2.6377192
3.753338,5.9348183,2.1814803
4.511464,1.8131679,-2.6982961
4.712561,6.1155834,1.4030224
6.633834,6.1155834,-0.5182506
4.438344,6.1990705,1.7607265
3.291435,6.5526805,3.2612455
4.2371154,4.883889,0.6467736
5.2807846,2.4187133,-2.8620713
5.195448,5.1194572,-0.0759908
5.8380547,2.8582244,-2.9798303
6.3601046,6.1155834,-0.2445212
5.883453,5.803809,-0.079644
4.490388,4.610543,0.120155
4.925607,5.404624,0.479017
5.7049494,1.658982,-4.0459674
4.9064274,5.02579,0.1193626
3.7478285,4.1920004,0.4441719
2.3193672,5.9818206,3.6624534
4.849754,3.0377886,-1.8119654
5.8380547,3.6398978,-2.1981569
4.2371154,1.658982,-2.5781334
1.5047227,6.1990705,4.6943478
2.8630898,5.0794287,2.2163389
4.3585987,6.1155834,1.7569847
5.09061,6.1990705,1.1084605
2.0076632,6.228681,4.2210178
1.6429392,4.759579,3.1166398
3.4661527,2.342572,-1.1235807
1.8832291,5.383777,3.5005479
4.2371154,1.658982,-2.5781334
3.7986965,5.6755657,1.8768692
4.719656,6.1155834,1.3959274
4.2056603,5.718334,1.5126737
8.156906,6.1990705,-1.9578355
5.6938014,6.1990705,0.5052691
2.804029,1.658982,-1.145047
,,662.0335943
,,0.465892748
