,sent_type,university,sent_id,aligned_to,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word
1799,non-code-switch,PSU,4141,PSU_874, ,链接 貌似 有 问题 ， 欢迎 发 邮件 咨询 ~,4,,问题,33.363117915548294,2.957097,NN,3,dobj,4.828659 6.483402 1.619789 2.957097 0.4909534 4.321443 4.866854 5.67024 5.157767 5.222354,4.16185584,,8.29867308184571,,2,1,0,0.0,1.619789
1801,non-code-switch,PSU,4582,PSU_878, ,请 发 邮件 询问 图片 。,4,,询问,38.35281114668719,3.7340150000000003,VV,2,conj,4.366777 3.585311 5.702331 3.734015 5.039099 1.032649,3.910030333333333,,10.625950787430126,,2,2,0,0.0,5.702331
1803,non-code-switch,PSU,5954,PSU_879, ,就 把 车 停 在 机场 。,3,,车,36.19710941805307,3.238657,NN,4,dep,3.380966 2.461162 3.238657 0.79588 0.0641175 2.88517 2.56082,2.198110357142857,,7.951802138003598,,1,1,0,0.0,2.461162
1805,non-code-switch,PSU,6426,PSU_882, ,打 乒乓 。,2,,乒乓,39.203212746680315,4.315737,NN,1,dobj,4.410243 4.315737 2.32943,3.6851366666666663,,12.012245148550015,,2,1,0,0.0,4.410243
1807,non-code-switch,PSU,7372,PSU_892, ,吸尘器 是 大 的 吗 ？,1,,吸尘器,43.393111783408784,7.042348,NN,2,nsubj,7.042348 1.558933 3.195987 1.941557 4.88243 0.08122981,3.117080801666667,,10.91363285988191,,3,1,0,,
1809,non-code-switch,PSU,123,PSU_894, ,卧室 为 两 室 一 厅 中 的 一 间 ， 面积 很 宽敞 ， 拎包 入住 ；,1,,卧室,40.2431744402093,6.527233,NN,2,nsubj,6.527233 2.744706 2.620665 4.124933 0.9280026 0.2688453 2.833734 3.051573 0.9431061 2.084732 1.717976 2.60892 6.463764 4.214673 0.7362553 10.51329 5.243498 2.617138,3.3468357944444436,,7.1602148846304,,2,1,0,,
1811,non-code-switch,PSU,377,PSU_895, ,有 租房 意向 的 请 联系 李 老师 。,3,,意向,38.675261018425815,5.706023,NN,2,dobj,2.715695 7.186731 5.706023 1.175574 5.355767 3.59882 3.748042 2.914527 1.129342,3.725613444444445,,10.625950787430126,,2,1,0,0.0,7.186731
1813,non-code-switch,PSU,2655,PSU_911, ,邮件 和 短信 优先 ， 谢谢 ！,6,,谢谢,38.69452264800934,5.339393,VV,0,root,5.445959 1.848295 4.676359 5.371351 1.275767 5.339393 1.941651,3.699825,,8.644949318563544,,2,0,1,1.0,5.371351
1815,non-code-switch,PSU,5210,PSU_912, ,大家 好 ~,2,,好,33.99205262349187,2.369944,VA,0,root,4.683601 2.369944 5.564086,4.205877,,6.786498474836817,,1,0,1,0.0,4.683601
1817,non-code-switch,PSU,7159,PSU_914, ,地点 希望 是 在 离 小学 学校 比较 近 和 购物 方便 的 地方 。,14,,地方,34.49845991556636,2.0308770000000003,NN,3,nmod:prep,4.410243 5.681192 2.735472 1.520054 3.591287 4.665401 3.464419 4.129651 2.603284 3.860678 4.388911 5.373553 1.177193 2.030877 0.6633921,3.353040473333334,,8.716408282545688,,2,11,0,0.0,1.177193
1819,non-code-switch,PSU,7122,PSU_918, ,谢谢 ， 知道 了 ^ _ ^,1,,谢谢,38.69452264800934,5.637844,VV,0,root,5.637844 1.459426 4.352406 1.093659 5.919225 6.225111 6.181576,4.409892428571428,,8.644949318563544,,2,0,1,,
1821,non-code-switch,PSU,4607,PSU_919, ,管理 此 线 五 年 。,1,,管理,33.604353342679836,4.461753,VV,0,root,4.461753 3.546145 2.413328 4.181571 1.256477 1.432265,2.8819231666666667,,8.921202695191699,,2,0,1,,
1823,non-code-switch,PSU,4247,PSU_934, ,能够 敏锐 发现 商机 ， 了解 客户 心理 。,7,,客户,36.89060483871953,3.230293,NN,8,compound:nn,4.484877 5.074061 4.183163 4.695369 0.4435868 4.452739 3.230293 5.209614 1.504069,3.697530200000001,,10.91363285988191,,2,1,0,0.0,4.452739
1825,non-code-switch,PSU,5269,PSU_939, ,其他 特点 ： 硬木 地板 : 绝对 卫生 。,7,,绝对,36.352068366470135,5.471318,JJ,8,amod,3.199917 3.420006 1.384444 6.601148 1.661189 4.298767 5.471318 5.773888 1.912598,3.7470305555555563,,10.220485679321962,,2,1,0,1.0,1.661189
1827,non-code-switch,PSU,526,PSU_941, ,小区 后面 就是 一 个 大 的 狗 公园 。,6,,大,33.143099498825805,2.705751,JJ,8,amod,5.445959 5.280092 2.753487 1.793406 5.704297 2.705751 0.9929545 4.26469 3.100464 1.092914,3.31340145,,6.9062996746494365,,1,2,0,0.0,5.704297
1829,non-code-switch,PSU,4144,PSU_944, ,没 车 的 同学 我 可以 带 你 去 其他 超市 。,11,,超市,40.10322347796834,5.736053,NN,9,dobj,5.001022 3.790267 1.392276 4.048797 3.938336 2.34683 3.615214 1.88517 2.53534 3.32858 5.736053 1.163666,3.2317959166666665,,7.9013712843767046,,2,2,0,0.0,3.32858
1831,non-code-switch,PSU,1220,PSU_945, ,那 是 一 段 美好 的 记忆 。,5,,美好,37.51740377126632,3.108125,JJ,7,amod,4.332015 1.218679 0.9150227 2.694154 3.108125 0.1383027 2.917139 0.8066211,2.0162573125,,11.319097967990071,,2,2,0,0.0,2.694154
1833,non-code-switch,PSU,1985,PSU_946, ,保险 一 个 月 多少 钱 ？,4,,月,32.88193675789676,1.2159959999999999,NN,0,root,4.968837 3.674553 5.279712 1.215996 6.431166 1.592732 1.0,3.451856571428572,,7.885110763504925,,1,0,1,0.0,5.279712
1835,non-code-switch,PSU,6291,PSU_947, ,有 具体 的 信息 吗 ？,2,,具体,34.82318080946561,4.35484,JJ,4,amod,2.715695 4.35484 0.4210053 2.68457 5.134051 0.1054398,2.56926685,,8.680040638374813,,2,2,0,0.0,2.715695
1837,non-code-switch,PSU,791,PSU_955, ,房子 已 转让,1,,房子,37.40390285781066,5.512905,NN,3,nsubj,5.512905 2.919713 4.226714,4.219777333333333,,7.084991463392812,,2,2,0,,
1839,non-code-switch,PSU,7217,PSU_963, ,· 透明 的 平台 模式 ， 与 客户 直接 交流 ， 准确 捕获 长期 客户 。,2,,透明,38.48985139199022,5.595847,VA,5,amod,3.881124 5.595847 0.6272143 4.006362 4.891347 0.8384192 2.041585 4.160782 3.520347 3.303874 0.6939341 5.152608 5.909971 4.601892 3.583568 0.4988647,3.33173370625,,11.319097967990071,,2,3,0,1.0,
1841,non-code-switch,PSU,2556,PSU_966, ,本人 性别 女 ， 安静 ， 不 开 趴 ， 不 养 宠物 。,13,,宠物,40.91055952677069,2.5524169999999997,NN,12,dobj,5.073573 5.317012 4.60278 0.971958 5.932204 0.9154039 2.128207 5.319402 3.375792 1.423856 2.945499 4.810753 2.552417 1.36352,3.3380269214285714,,10.220485679321962,,2,1,0,0.0,4.810753
1843,non-code-switch,PSU,2434,PSU_967, ,房间 含 独立 卫生间 以及 衣帽间 。,3,,独立,35.4296540546031,3.6356019999999996,JJ,4,amod,5.415995 5.180736 3.635602 3.532983 3.931798 6.83372 2.030045,4.3658398571428565,,8.041953234997894,,2,1,0,0.0,5.1807360000000005
1845,non-code-switch,PSU,151,PSU_968, ,小区 位 于 学校 北边 ， 十分 安静 ， 环境 好 ， 房间 大 。,4,,学校,35.007917095143085,3.834186,NN,5,compound:nn,5.445959 3.682245 3.735911 3.834186 5.35254 1.140859 4.155682 3.649035 0.3886348 4.508354 3.656272 1.047523 5.178204 4.361856 1.803756,3.4627344533333333,,7.617795993877578,,2,1,0,0.0,3.735911
1847,non-code-switch,PSU,5126,PSU_969, ,周边 环境 ： 小区 不 大 ， 非常 安静 。,2,,环境,34.56292429723837,4.707379,NN,6,nmod:topic,4.583487 4.707379 2.873678 5.578386 3.505301 3.49126 1.908651 4.079505 3.389415 1.233552,3.5350614000000014,,7.986893457814867,,2,4,0,0.0,4.583487
1849,non-code-switch,PSU,4263,PSU_971, ,职位 要求 ： 具有 房地产 相关 领域 必备 的 基础 知识 ；,8,,必备,44.62394453423279,5.001786,JJ,11,amod,5.976814 3.407113 2.512249 4.241851 5.384363 2.409164 2.147384 5.001786 0.424848 3.287971 5.437356 2.295933,3.5439026666666664,,10.625950787430126,,2,3,0,0.0,2.147384
1851,non-code-switch,PSU,4255,PSU_972, ,有 很 强 的 适应性 和 应变 能力 ， 能够 灵活 处理 突发 问题 ；,7,,应变,39.52760068827858,4.969377,NN,8,compound:nn,2.715695 2.922148 4.774585 1.27855 3.342126 1.466492 4.969377 4.540142 0.6717336 2.378273 3.580561 4.921381 3.832985 3.46352 2.101178,3.1305831066666667,,12.012245148550015,,2,1,0,0.0,1.466492
1853,non-code-switch,PSU,1714,PSU_980, ,可否 租 八 个 月 ？,5,,月,32.88193675789676,0.8894774999999999,NN,2,dobj,7.042348 5.226623 4.28736 1.150741 0.8894775 5.183019,3.9632614166666666,,7.885110763504925,,1,3,0,0.0,1.150741
1855,non-code-switch,PSU,1162,PSU_981, ,签约 成功 后 会 免 一 个 月 房租 ！,8,,月,32.88193675789676,1.2159959999999999,NN,9,compound:nn,5.415995 3.990465 1.803756 3.997011 5.61414 2.127694 6.171693 1.215996 6.712462 2.846461,3.9895672999999996,,7.885110763504925,,1,1,0,0.0,6.171693
1857,non-code-switch,PSU,7787,PSU_983, ,你 好 ， 我 想 加入 ， 能 给 我 个 邮件 地址 不 ， 我 想 咨询 一下 详细 信息 ， 谢谢 ～,12,,邮件,38.425347364982734,4.996357,NN,13,compound:nn,3.991114 3.577481 1.413318 1.874156 1.593136 2.741718 1.925464 3.493268 2.429752 1.351304 4.045353 4.996357 5.39497 3.349435 3.084272 0.856438 1.593136 5.494022 3.701708 4.892001 4.709925 0.8124216 5.521133 2.637732,3.1449839416666667,,8.921202695191699,,2,1,0,0.0,4.0453529999999995
1859,non-code-switch,PSU,2444,PSU_984, ,如果 可以 考虑 ， 请 发给 我 联系 方式 ， 谢谢 。,8,,联系,35.04201754706734,4.29385,NN,9,compound:nn,2.949325 2.56358 3.126123 1.749933 3.640413 4.797632 2.945022 4.29385 4.40709 0.7251962 5.533113 0.7998705,3.1275956416666664,,7.008298842604558,,2,1,0,0.0,2.9450220000000003
1861,non-code-switch,PSU,4015,PSU_989, ,服务 项目 类别 如下 ：,3,,类别,38.18154480785522,3.696367,NN,4,nsubj,4.439798 5.299166 3.696367 3.47005 0.3227735,3.4456309000000003,,12.012245148550015,,2,1,0,0.0,5.2991660000000005
1863,non-code-switch,PSU,7547,PSU_992, ,感觉 口语 会话 不行 ， 需要 加强 。,2,,口语,39.4000962243704,5.9896910000000005,NN,3,compound:nn,5.211875 5.989691 6.393091 5.945567 0.5332576 3.488635 3.471376 1.726807,4.09503745,,10.91363285988191,,2,1,0,0.0,5.211875
1865,non-code-switch,PSU,4670,PSU_995, ,车况 非常 好 ， 高速 以及 村里 开 表现 都 非常 好 。,7,,村里,38.826926907152526,5.778605000000001,NN,12,nsubj,6.636354 3.98888 1.782907 0.5531858 4.994328 3.032366 5.778605 4.427595 4.4799 2.46027 1.374902 1.922206 0.7249983,3.2428074692307693,,9.179031804493803,,2,5,0,0.0,3.032366
1867,non-code-switch,PSU,6511,PSU_996, ,卫生间 浴室 是 不 用 与 别人 共用 的 ？,2,,浴室,40.40281418378945,2.954052,NN,5,nsubj,5.804662 2.954052 2.216402 2.568168 3.399134 3.144073 3.855651 10.51329 1.397776 4.427609,4.0280817,,9.709660055555974,,2,3,0,0.0,5.804662
1869,non-code-switch,PSU,8160,PSU_999, ,猫 床 也 是 一样 ， ， ， 刚 买 没有 收据 。,2,,床,38.860933817031736,5.776873,NN,5,nsubj,4.211875 5.776873 3.0196 0.8044325 2.723713 1.142715 3.413054 0.9389556 4.685104 3.937572 3.757796 5.158951 0.9884181,3.1199276307692307,,7.311764782757602,,1,3,0,0.0,4.211875
1871,non-code-switch,PSU,7719,PSU_1004, ,家具 齐全 ， 包括 一切 生活 的 用品 都 可以 留下 。,5,,一切,34.89539135119279,4.4883809999999995,DT,6,det,5.804013 6.28716 0.370216 1.797077 4.488381 2.954042 1.531212 5.451816 2.292025 1.626132 4.095297 1.082441,3.1483176666666672,,10.402807236115915,,2,1,0,0.0,1.797077
1873,non-code-switch,PSU,7482,PSU_1014, ,美国 还 这么 土 ， 不用 无线 的 吗 ？,7,,无线,38.965788521876114,4.88266,JJ,6,dobj,2.7692 3.850724 4.494858 5.175695 1.404571 4.421091 4.88266 1.507842 4.882822 0.08122981,3.3470692810000005,,9.815020571213797,,2,1,0,0.0,4.4210910000000005
1875,non-code-switch,PSU,2361,PSU_1018, ,请 问 还在 出租 吗 ？,3,,还在,45.021770185783005,10.16642,NN,4,compound:nn,4.366777 4.6344 10.51329 5.118221 5.314475 0.1054398,5.0087671333333335,,10.625950787430126,,2,1,0,0.0,4.6344
1877,non-code-switch,PSU,3668,PSU_1019, ,在 寒冷 的 冬天 ， 可以 毫无 顾虑 的 享受 暖气 ， 不用 忍受 零下 十几 度 的 寒冷 ；,11,,暖气,40.66104473218319,6.784038000000001,NN,10,dobj,1.464192 4.359431 0.2972036 1.194977 0.6381051 2.688503 4.207575 6.363397 1.409933 5.050253 6.784038 1.143907 4.427357 5.809438 6.048144 6.116822 3.005494 1.618701 3.344855 2.558407,3.426536635,,8.967722710826594,,2,1,0,0.0,5.050253
1879,non-code-switch,PSU,2139,PSU_1024, ,您 好 ， 搅拌机 还 有 吗,1,,您,36.71653843614143,5.160723,PN,2,nsubj,5.160723 4.76033 0.9934592 7.739055 3.648656 2.339693 5.783107,4.346431885714286,,9.44729579108848,,1,1,0,,
1881,non-code-switch,PSU,3676,PSU_1035, ,车况 非常 好,3,,好,33.99205262349187,1.782907,VA,0,root,6.636354 3.98888 1.782907,4.1360470000000005,,6.786498474836817,,1,0,1,0.0,3.9888800000000004
1883,non-code-switch,PSU,8076,PSU_1036, ,我 想 ， 应该 不 会 让 你 失望 。,9,,失望,38.35439229853008,2.503902,VV,7,ccomp,3.527254 1.742613 1.079566 3.878936 2.907337 2.857099 2.197795 1.5436 2.503902 0.6240316,2.28621336,,12.012245148550015,,2,2,0,0.0,1.5436
1885,non-code-switch,PSU,2427,PSU_1039, ,您 好 请问 房子 在 什么 地方 ？,4,,房子,37.40390285781066,5.330644,NN,3,dobj,5.160723 4.76033 6.756898 5.330644 1.965269 4.097998 0.5571634 1.389899,3.75236555,,7.084991463392812,,2,1,0,0.0,6.756898
1887,non-code-switch,PSU,3502,PSU_1040, ,具有 科研 及 实际 应用 能力 ， 并 意愿 致力于 现代 农业 的 发展 。,9,,意愿,38.228362924235775,6.309096,NN,10,dobj,4.102128 4.055252 2.318049 3.926179 1.879095 3.387972 0.6465095 1.500226 6.309096 5.33564 2.823066 4.717862 1.485391 0.9338567 0.7391272,2.9439632933333333,,12.012245148550015,,2,1,0,0.0,1.500226
1889,non-code-switch,PSU,4600,PSU_1045, ,我 可以 去 你 家 拿 ~ ~,1,,我,32.83276152345772,3.527254,PN,6,nsubj,3.527254 2.296368 2.283006 3.191124 3.975306 5.727172 4.959593 3.452109,3.6764915,,6.3458184604375845,,1,5,0,,
1891,non-code-switch,PSU,4736,PSU_1051, ,这 是 小区 。,3,,小区,38.43177652588602,6.180649,NN,0,root,2.328403 0.8585079 6.180649 1.08715,2.613677475,,7.2673130201867675,,2,0,1,0.0,0.8585079
1893,non-code-switch,PSU,5,PSU_1054, ,请 问 为什么 房屋 租赁 那里 不可以 选择,4,,房屋,36.7830685525605,9.244850999999999,NN,5,compound:nn,4.366777 4.6344 2.410717 9.244851 5.268422 4.891884 10.51329 3.826252,5.644574125,,9.709660055555974,,2,1,0,0.0,2.410717
1895,non-code-switch,PSU,7722,PSU_1058, ,你 好 请问 电视 现在 还 有 嘛,1,,你,34.05114801368507,3.991114,PN,2,nsubj,3.991114 3.577481 7.176757 4.292944 4.997297 2.067125 2.764693 5.783107,4.3313147500000015,,7.021812561771281,,1,1,0,,
1897,non-code-switch,PSU,1056,PSU_1061, ,十一月 中旬 一 次 通过 了 驾照 考试 。,7,,驾照,43.215467066118784,6.7877,NN,8,compound:nn,4.366777 2.559354 3.07241 1.366488 3.296289 1.502578 6.7877 1.363612 1.087888,2.8225662222222225,,8.967722710826594,,2,1,0,0.0,1.502578
1899,non-code-switch,PSU,7938,PSU_1064, ,相信 楼 主 可以 的 。,2,,楼,36.80284334591081,4.4653220000000005,NN,3,compound:nn,4.90189 4.465322 3.242847 4.00919 3.239709 0.4240927,3.3805084499999998,,7.284857329837678,,1,1,0,0.0,4.90189
1901,non-code-switch,PSU,3770,PSU_1071, ,主要 就是 去 学校 通勤 用 ， 偶尔 出 长途 匹兹堡 费城 之类 的 。,12,,费城,41.14712666723161,5.3495870000000005,NR,13,compound:nn,3.09185 3.474132 3.242569 2.830517 5.937989 2.364864 1.107018 4.286942 3.478384 5.672153 6.121399 5.349587 5.615076 0.1592233 1.912045,3.642916553333333,,9.815020571213797,,2,1,0,0.0,6.121398999999999
1903,non-code-switch,PSU,5709,PSU_1072, ,卧室 空间 很 大 ， 有 很多 可以 自由 装饰 支配 的 空间 ， 两 个 衣柜 。,13,,空间,36.007835568366644,3.4238419999999996,NN,6,dobj,6.527233 4.574353 3.669505 3.519958 1.350056 2.001626 2.066634 3.316445 2.493157 5.766708 5.698721 0.9989849 3.423842 0.6611465 3.348898 0.8886713 6.174617 1.382467,3.2146123722222217,,8.793369323681816,,2,7,0,0.0,0.9989849000000001
1905,non-code-switch,PSU,1995,PSU_1078, ,只 接受 短信 联系 。,3,,短信,40.37973101360657,5.248631,NN,4,compound:nn,3.260659 2.874964 5.248631 2.981251 0.6328061,2.99966222,,9.121873390653851,,2,1,0,0.0,2.874964
1907,non-code-switch,PSU,1307,PSU_1082, ,交通 方便 ， 适合 无 车 一 族 ， 门口 就 是 公交 车站 。,13,,公交,39.73689897941276,5.363608,NN,14,compound:nn,4.374603 2.309071 0.2436772 2.99068 3.776259 2.91893 3.224994 3.018956 0.991582 5.41092 2.44717 0.9820795 5.363608 4.180329 0.8276999,2.870703906666667,,8.456897087060604,,2,1,0,0.0,0.9820795
1909,non-code-switch,PSU,4936,PSU_1089, ,使用 三 个 月 左右 。,4,,月,32.88193675789676,1.09466,NN,1,advmod:loc,3.265751 2.640539 0.7374282 1.09466 2.373011 0.9942477,1.8509394833333337,,7.885110763504925,,1,3,0,0.0,0.7374282
1911,non-code-switch,PSU,3182,PSU_1093, ,课堂 笔记 也 可以 买卖 的 ， 好 的 笔记 价值 连城 。,8,,好,33.99205262349187,3.6850300000000002,JJ,11,amod,5.886802 1.717891 2.751534 1.555099 4.236413 0.7988093 2.237352 3.68503 1.511326 4.655476 4.881396 6.597437 1.428675,3.2264031,,6.786498474836817,,1,3,0,1.0,0.7988093
1913,non-code-switch,PSU,7378,PSU_1096, ,也 可 短信 联系 。,1,,也,32.843600245744305,3.3701510000000003,AD,2,advmod,3.370151 1.429544 6.555089 2.981251 0.6328061,2.99376822,,6.918494947743255,,1,1,0,,
1915,non-code-switch,PSU,649,PSU_1097, ,可以 公用 厨具 或者 搭伙 一起 吃饭 。,5,,搭伙,46.063794999821646,7.895339,NN,7,nsubj,3.535944 6.128959 6.67688 2.59014 7.895339 1.149231 2.845939 1.062392,3.985603,,12.012245148550015,,2,2,0,0.0,2.5901400000000003
1917,non-code-switch,PSU,2412,PSU_1098, ,国内 市值 最大 的 旅游 旅行 服务 公司 ！,3,,最大,35.54804622357704,1.442318,JJ,6,amod,4.43675 6.088537 1.442318 0.2319491 3.257544 5.53331 2.827821 4.18893 5.253924,3.6956759,,10.625950787430126,,2,3,0,0.0,6.0885370000000005
1919,non-code-switch,PSU,5772,PSU_1099, ,房间 是 私人 小区 ， 非常 安静 。,3,,私人,36.80771240799571,4.092047,JJ,4,amod,5.415995 2.180871 4.092047 6.258466 0.9057301 4.095486 3.389415 1.233552,3.4464452625,,10.402807236115915,,2,1,0,0.0,2.180871
1921,non-code-switch,PSU,2942,PSU_1100, ,租金 稍稍 多 一点 也 没有 事 。,7,,事,34.827208887520214,4.0533980000000005,NN,6,dobj,7.042348 6.444599 2.171988 3.055171 1.702138 1.036984 4.053398 0.7739857,3.2850764625000006,,10.625950787430126,,1,1,0,0.0,1.036984
1923,non-code-switch,PSU,4128,PSU_1101, ,希望 找 一 名 爱惜 物品 ， 爱 清洁 卫生 ， 安静 的 女生 。,12,,安静,38.69675269492312,5.738514,VA,5,conj,4.628299 3.225442 1.005935 1.104735 5.857688 2.626353 0.7186939 4.275016 4.467768 5.331519 1.674762 5.738514 0.7913249 4.558383 0.8361432,3.1227050666666667,,7.557897852296509,,2,7,0,1.0,5.331519
1925,non-code-switch,PSU,3772,PSU_1103, ,您 好 ， 车 卖 了 吗 ？,1,,您,36.71653843614143,5.160723,PN,2,nsubj,5.160723 4.76033 0.9934592 4.95838 3.789202 0.8059883 3.909734 0.1249387,3.0628444000000004,,9.44729579108848,,1,1,0,,
1927,non-code-switch,PSU,385,PSU_1109, ,客厅 和 餐厅 也 是 家具 齐全 ， 所以 拎包 入住 即可 。,6,,家具,38.99879812241052,5.165136,NN,7,nsubj,6.258925 1.499889 1.135687 2.281759 1.180341 5.165136 6.344365 0.370216 2.203587 10.51329 5.243498 4.938469 0.8569837,3.691703515384616,,7.397124631708758,,2,1,0,0.0,1.180341
1929,non-code-switch,PSU,4544,PSU_1112, ,小区 旁边 有 个 小 公园 可 散步 或 跑步 ；,5,,小,34.79387678814236,1.893947,JJ,6,amod,5.445959 5.283264 1.415359 1.95876 1.893947 3.321954 3.65248 5.628117 2.305486 5.379619 2.413473,3.5180379999999998,,8.183603752060922,,1,1,0,0.0,1.9587599999999998
1931,non-code-switch,PSU,3094,PSU_1113, ,小区 门口 就 是 公交 车站 ， 可以 坐 ve/v ， 五 分钟 到 学校 图书馆 。,15,,学校,35.007917095143085,3.6563839999999996,NN,16,compound:nn,5.445959 2.721768 2.412963 0.9820795 5.363608 4.180329 0.6448234 2.970974 3.894983 10.51329 1.197862 3.657209 3.217366 2.167819 3.656384 5.427085 1.090144,3.5026262294117654,,7.617795993877578,,2,1,0,0.0,2.1678189999999997
1933,non-code-switch,PSU,1321,PSU_1114, ,本人 为 第二 任 车主 ， 与 前任 车主 一样 很 注意 车 的 保养 ， 定期 换 机油 、 检修 ， 并 前后 置换 轮胎 等 ；,24,,前后,37.23759437749139,4.788839,AD,25,advmod,5.073573 2.348979 2.960939 1.311888 6.123845 1.477121 2.326094 3.805186 6.043364 4.13553 3.365563 3.346331 4.651198 1.276328 4.992632 1.007179 4.612996 3.240632 4.190692 1.441151 4.969607 1.057019 0.8808136 4.788839 5.887402 5.618982 1.645056 2.41768,3.392736414285714,,10.91363285988191,,2,1,0,0.0,0.8808136000000001
1935,non-code-switch,PSU,450,PSU_1120, ,有 游泳池 ， 夏天 可以 游泳 ；,2,,游泳池,40.484688192564455,5.06391,NN,1,dobj,2.715695 5.06391 1.306158 4.816227 1.965141 4.11129 3.134313,3.3018191428571426,,9.932803606870179,,3,1,0,0.0,2.715695
1937,non-code-switch,PSU,5842,PSU_1121, ,请教 各位 ， 家人 来 探亲 ， 持 b1/b2 签证 ， 可否 考 驾照 ？,14,,驾照,43.215467066118784,3.193218,NN,13,dobj,5.700997 5.900612 1.350515 4.612599 2.676684 5.227599 0.5388269 4.408558 10.51329 4.809646 0.9692066 6.04142 4.925495 3.193218 4.469937,4.3559069,,8.967722710826594,,2,1,0,0.0,4.925495
1939,non-code-switch,PSU,1061,PSU_1122, ,耐心 ， 高效 ， 循循善诱 的 教学 方法 ， 让 你 收获 的 不仅 是 驾驶 经验 ， 更 是 体验 到 一 种 学习 方法 和 态度 的 力量 ！,10,,让,35.29645506983107,2.287566,VV,17,nsubj,6.258925 0.775082 5.676215 1.366142 6.322311 1.455376 3.819453 4.730101 0.7394186 2.287566 2.372782 5.770562 1.239864 5.205646 0.2082759 4.692884 2.672433 0.6399376 2.325926 3.108902 5.370534 1.278406 2.100925 1.13527 3.703768 2.863775 1.847381 4.209945 1.458707 3.339257 2.987563,2.9665591322580656,,10.220485679321962,,1,7,0,1.0,4.730101
