non cs ngram points of interest:
0.45163363, 0.41117266
0.45163363, 3.5775623
0.45163363, 3.487327
0.45163363, 3.9818506
0.45163363, 4.3535395
0.45163363, 4.6018534
0.45163363, 5.096284
0.45163363, 5.5630426
0.45163363, 5.8959165
0.45163363, 5.910642
0.45163363, 6.1786547
0.45163363, 6.2025676
0.45163363, 6.308465
0.45163363, 6.3968234
0.45163363, 6.5610642
0.45163363, 7.0391965
0.45163363, 7.310274
0.45163363, 7.344206

2.9558883, 0.41117266
3.469161, 0.41117266
3.537955, 0.41117266
3.561916, 0.41117266
3.7000515, 0.41117266
3.7714994, , 0.41117266
3.7904503, 0.41117266
3.8938408, 0.41117266
3.9717555, 0.41117266
4.3467946, 0.41117266
4.4064207, 0.41117266
4.570856, 0.41117266
4.6764927, 0.41117266
4.9287524, 0.41117266
5.1347985, 0.41117266
5.313124, 0.41117266
5.348433, 0.41117266
5.4909415, 0.41117266
5.6409416, 0.41117266
5.6652126, 0.41117266
5.808216, 0.41117266
6.2028685, 0.41117266
6.3080754, 0.41117266
6.3747535, 0.41117266
6.8249416, 0.41117266
6.935799, 0.41117266
8.248479, 0.41117266

8.248479, 4.3168545
8.248479, 4.57414
8.248479, 5.096284
8.248479, 5.5310616
8.248479, 5.8130903
8.248479, 6.386715
8.248479, 6.734556
8.248479, 7.0391965
8.248479, 7.3514414

2.9558883, 7.3514414
3.2956455, 7.3514414
3.469161, 7.3514414
3.561916, 7.3514414
3.6630955, 7.3514414
3.7000515, 7.3514414
3.7904503, 7.3514414
3.848862, 7.3514414
3.8938408, 7.3514414
3.9497473, 7.3514414
3.996071, 7.3514414
4.1259947, 7.3514414
4.2201896, 7.310274
4.3775554, 7.310274
4.4064207, 7.344206
4.5037775, 7.3514414
4.587, 7.3514414
4.6764927, 7.3514414
4.7372527, 7.3514414
4.816663, 7.310274
4.937782, 7.3514414
4.954575, 7.3514414
4.964801, 7.3514414
4.99058, 7.3514414
5.031458, 7.3514414
5.089284, 7.3514414
5.1751757, 7.310274
5.1963716, 7.344206
5.343686, 7.3514414
5.3892684, 7.3514414
5.4842114, 7.344206
5.4910874, 7.3514414
5.561379, 7.3514414
5.6409416, 7.3514414
5.644789, 7.3514414
5.7230067, 7.3514414
5.744354, 7.3514414
5.7694454, 7.3514414
5.8170953, 7.3514414
5.8413095, 7.3514414
5.8670673, 7.3514414
5.914392, 7.3514414
5.9652843, 7.3514414
6.102596, 7.3514414
6.1427836, 7.3514414
6.250285, 7.3514414
6.2771525, 7.3514414
6.4535584, 7.3514414
6.6237617, 7.3514414
6.6739063, 7.3514414
6.8811045, 7.3514414
7.143598, 7.3514414

3.469161, 6.953135
3.469161, 6,7433143
3.469161, 6.51126
3.469161, 6.415766
3.469161, 6.299155
3.469161, 5.9831595
3.469161, 5.9269385
3.469161, 5.8959165
3.469161, 5.651483
3.469161, 5.501432
3.469161, 5.3795176
3.469161, 5.0366387
3.469161, 5.1986856

3.469161, 4.3168545
3.561916, 4.3168545
3.7714994, 4.3168545
3.8938408, 4.3535395
3.9717555, 4.3168545
4.137306, 4,137306
4.587, 4.587
4.6764927, 4.3535395
4.958673, 4.3168545
5.1751757, 4.3168545
5.2219553, 4.3535395
5.3979096, 4.3168545
5.462146, 4.3535395
5.6258235, 4.3535395
5.693111, 4.3535395
5.739465, 4.3535395
5.863763, 4.3168545
5.9069943, 4.3535395
6.0438657, 4.3535395
6.197511, 4.3168545
6.3720922, 4.3168545
6.434769, 4.3535395
6.695706, 4.3168545
6.8726225, 4.3535395
6.9659677, 4.3535395

cs dep points of interest:
8.916941, 2.5154502
8.9875555, 2.5480013
8.836426, 3.2604878
8.9875555, 3.5957568
8.916941, 3.710442
8.916941, 3.8847382
8.876697, 4.3257704
8.876697, 4.4907384
8.916941, 5.7171035
8.876697, 6.1097207
8.876697, 6.420815
8.9875555, 8.38467

0.7372867, 0.8550493
0.7372867, 0.26342502
0.83563226, 1.6799693
0.8596053, 0.8593053
0.9300039, 0.9300039
1.4765079, 0.8550493

cs ngram points of interest:
2.9676056, 3.9106045
2.9676056, 4.3168545
2.9558883, 4.430604
2.9676056, 5.096284
2.9676056, 5.7636557
2.9676056, 5.8959165
2.9676056, 6.299195
2.9676056, 6.6462216
2.9676056, 6.8685575
2.9676056, 7.344206

8.248479, 3.487327
8.248479, 4.3535395
8.248479, 4.57414
8.248479, 4.8926983
8.154013, 4.430604
8.248479, 5.7636557
8.248479, 5.9269385
8.248479, 6.6078076
8.154013, 6.649204
8.248479, 7.3514414
8.154013, 7.3514414

3.2956455, 4.3535395
3.3903186, 4.3168545
3.469161, 4.3168545
3.5287821, 4.3535395
3.664476, 4.3168545
3.7714994, 4.3168545
3.9063916, 4.3535395
3.9236827, 4.3743696
4.561048, 4.3168545
4.6604314, 4.3168545
4.9287524, 4.3535395
4.99058, 4.3168545
5.1751757, 4.3168545
5.3068337, 4.3535395
5.339269, 4.3168545
5.389372, 4.3168545
5.4508405, 4.3535395
5.500969, 4.3168545
5.524436, 4.3168545
5.5493336, 4.3168545
5.5910873, 4.3168545
5.666707, 4.3168545
5.704367, 4.3535395
5.880659, 4.3535395
