sentence id,word id,word,head id,head,deprel
5200,1,该,2,楼层,det
5200,2,楼层,12,看,nsubj
5200,3,疑似,12,看,advcl
5200,4,违规,12,看,advcl
5200,5,已,9,隐藏,advmod
5200,6,被,9,隐藏,aux:pass
5200,7,系统,9,隐藏,nsubj
5200,8,折叠,9,隐藏,advcl
5200,9,隐藏,12,看,advcl
5200,10,此,11,楼查,det
5200,11,楼查,9,隐藏,obj
5200,12,看,0,root,root
5200,13,此楼,12,看,obj
5200,14,我,17,回复,nsubj
5200,15,要,17,回复,aux
5200,16,报名,17,回复,advcl
5200,17,回复,12,看,ccomp
5200,18,：,17,回复,punct
5200,19,【,28,显摆,punct
5200,20,瓜分,28,显摆,advcl
5200,21,万,22,元,nummod
5200,22,元,23,奖金,clf
5200,23,奖金,20,瓜分,obj
5200,24,】,26,们,punct
5200,25,吧友,26,们,compound
5200,26,们,20,瓜分,obj
5200,27,来,28,显摆,mark
5200,28,显摆,17,回复,ccomp
5200,29,比,31,简章,case
5200,30,招生,31,简章,nmod
5200,31,简章,33,有用,nmod
5200,32,更,33,有用,advmod
5200,33,有用,35,校园,amod
5200,34,的,33,有用,mark:relcl
5200,35,校园,36,视,obl
5200,36,视,28,显摆,xcomp
5200,37,频吧,36,视,obj
5200,38,！,12,看,punct
5200,1,_,2,贴,nsubj
5200,2,贴,4,校园,acl:relcl
5200,3,吧,2,贴,mark:relcl
5200,4,校园,5,吧,nsubj
5200,5,吧,0,root,root
5200,6,_,5,吧,punct
5200,7,百度,11,层,nmod
5200,8,贴吧,11,层,amod
5200,9,该,10,楼,det
5200,10,楼,11,层,compound
5200,11,层,13,违规,nsubj
5200,12,疑似,13,违规,advcl
5200,13,违规,18,隐藏,advcl
5200,14,已,18,隐藏,advmod
5200,15,被,18,隐藏,aux:pass
5200,16,系统,18,隐藏,nsubj
5200,17,折叠,18,隐藏,advcl
5200,18,隐藏,24,有,advcl
5200,19,此,20,楼查,det
5200,20,楼查,18,隐藏,obj
5200,21,看,5,吧,parataxis
5200,22,此,23,楼,det
5200,23,楼,21,看,obj
5200,24,有,5,吧,parataxis
5200,25,需要,28,找,aux
5200,26,在,28,找,advcl
5200,27,济南,26,在,obj
5200,28,找,31,同学,acl:relcl
5200,29,工作,28,找,xcomp
5200,30,的,28,找,mark:relcl
5200,31,同学,24,有,obj
5200,32,吗,24,有,discourse
5200,33,？,5,吧,punct
5200,1,财税,2,行业,nmod
5200,2,行业,4,月薪过万,nsubj
5200,3,，,4,月薪过万,punct
5200,4,月薪过万,0,root,root
5200,5,，,4,月薪过万,punct
5200,6,上,8,封顶,nmod:tmod
5200,7,不,8,封顶,advmod
5200,8,封顶,4,月薪过万,parataxis
5200,9,，,4,月薪过万,punct
5200,10,电话,11,微信,nmod
5200,11,微信,21,隐藏,nsubj
5200,12,15665877302,14,层,nummod
5200,13,该楼,14,层,compound
5200,14,层,16,违规,nsubj
5200,15,疑似,16,违规,advcl
5200,16,违规,21,隐藏,advcl
5200,17,已,21,隐藏,advmod
5200,18,被,21,隐藏,aux:pass
5200,19,系统,21,隐藏,nsubj
5200,20,折叠,21,隐藏,advcl
5200,21,隐藏,27,有,advcl
5200,22,此,23,楼查,det
5200,23,楼查,21,隐藏,obj
5200,24,看,27,有,advcl
5200,25,此,26,楼,det
5200,26,楼,24,看,obj
5200,27,有,4,月薪过万,parataxis
5200,28,需要,31,找,aux
5200,29,在,31,找,advcl
5200,30,济南,29,在,obj
5200,31,找,34,同学,acl:relcl
5200,32,工作,31,找,xcomp
5200,33,的,31,找,mark:relcl
5200,34,同学,27,有,obj
5200,35,吗,27,有,discourse
5200,36,？,4,月薪过万,punct
5200,1,月薪过万,0,root,root
5200,2,，,1,月薪过万,punct
5200,3,上,5,封顶,nmod:tmod
5200,4,不,5,封顶,advmod
5200,5,封顶,1,月薪过万,ccomp
5200,6,，,1,月薪过万,punct
5200,7,电话,8,微信,nmod
5200,8,微信,11,层,nmod
5200,9,15665877302,11,层,nummod
5200,10,该楼,11,层,compound
5200,11,层,13,违规,nsubj
5200,12,疑似,13,违规,advcl
5200,13,违规,18,隐藏,advcl
5200,14,已,18,隐藏,advmod
5200,15,被,18,隐藏,aux:pass
5200,16,系统,18,隐藏,nsubj
5200,17,折叠,18,隐藏,advcl
5200,18,隐藏,21,看,advcl
5200,19,此,20,楼查,det
5200,20,楼查,18,隐藏,obj
5200,21,看,24,有,advcl
5200,22,此,23,楼,det
5200,23,楼,21,看,obj
5200,24,有,1,月薪过万,parataxis
5200,25,需要,28,找,aux
5200,26,在,28,找,advcl
5200,27,济南,26,在,obj
5200,28,找,31,同学,acl:relcl
5200,29,工作,28,找,xcomp
5200,30,的,28,找,mark:relcl
5200,31,同学,24,有,obj
5200,32,吗,24,有,discourse
5200,33,？,1,月薪过万,punct
5200,1,月薪过万,0,root,root
5200,2,，,1,月薪过万,punct
5200,3,上,5,封顶,nmod:tmod
5200,4,不,5,封顶,advmod
5200,5,封顶,1,月薪过万,ccomp
5200,6,，,1,月薪过万,punct
5200,7,电话,8,微信,nmod
5200,8,微信,11,层,nmod
5200,9,15665877302,11,层,nummod
5200,10,该楼,11,层,compound
5200,11,层,13,违规,nsubj
5200,12,疑似,13,违规,advcl
5200,13,违规,18,隐藏,advcl
5200,14,已,18,隐藏,advmod
5200,15,被,18,隐藏,aux:pass
5200,16,系统,18,隐藏,nsubj
5200,17,折叠,18,隐藏,advcl
5200,18,隐藏,21,看,advcl
5200,19,此,20,楼查,det
5200,20,楼查,18,隐藏,obj
5200,21,看,24,有,advcl
5200,22,此,23,楼,det
5200,23,楼,21,看,obj
5200,24,有,1,月薪过万,parataxis
5200,25,需要,28,找,aux
5200,26,在,28,找,advcl
5200,27,济南,26,在,obj
5200,28,找,31,同学,acl:relcl
5200,29,工作,28,找,xcomp
5200,30,的,28,找,mark:relcl
5200,31,同学,24,有,obj
5200,32,吗,24,有,discourse
5200,33,？,1,月薪过万,punct
5200,1,月薪过万,0,root,root
5200,2,，,1,月薪过万,punct
5200,3,上,5,封顶,nmod:tmod
5200,4,不,5,封顶,advmod
5200,5,封顶,1,月薪过万,ccomp
5200,6,，,1,月薪过万,punct
5200,7,电话,8,微信,nmod
5200,8,微信,11,层,nmod
5200,9,15665877302,11,层,nummod
5200,10,该楼,11,层,compound
5200,11,层,13,违规,nsubj
5200,12,疑似,13,违规,advcl
5200,13,违规,18,隐藏,advcl
5200,14,已,18,隐藏,advmod
5200,15,被,18,隐藏,aux:pass
5200,16,系统,18,隐藏,nsubj
5200,17,折叠,18,隐藏,advcl
5200,18,隐藏,21,看,advcl
5200,19,此,20,楼查,det
5200,20,楼查,18,隐藏,obj
5200,21,看,24,有,advcl
5200,22,此,23,楼,det
5200,23,楼,21,看,obj
5200,24,有,1,月薪过万,parataxis
5200,25,需要,28,找,aux
5200,26,在,28,找,advcl
5200,27,济南,26,在,obj
5200,28,找,31,同学,acl:relcl
5200,29,工作,28,找,xcomp
5200,30,的,28,找,mark:relcl
5200,31,同学,24,有,obj
5200,32,吗,24,有,discourse
5200,33,？,1,月薪过万,punct
5200,1,月薪过万,112,看,advmod
5200,2,，,1,月薪过万,punct
5200,3,上,5,封顶,obl
5200,4,不,5,封顶,advmod
5200,5,封顶,1,月薪过万,ccomp
5200,6,，,5,封顶,punct
5200,7,电话,8,微信,nmod
5200,8,微信,11,层,nmod
5200,9,15665877302,11,层,nummod
5200,10,该楼,11,层,compound
5200,11,层,13,违规,nsubj
5200,12,疑似,13,违规,advcl
5200,13,违规,18,隐藏,advcl
5200,14,已,18,隐藏,advmod
5200,15,被,18,隐藏,aux:pass
5200,16,系统,18,隐藏,nsubj
5200,17,折叠,18,隐藏,advcl
5200,18,隐藏,21,看,advcl
5200,19,此,20,楼查,det
5200,20,楼查,21,看,nsubj
5200,21,看,28,包含,advcl
5200,22,此楼,26,资料,nmod
5200,23,公务,24,员,compound
5200,24,员,26,资料,nmod
5200,25,考试,26,资料,nmod
5200,26,资料,21,看,obj
5200,27,，,28,包含,punct
5200,28,包含,112,看,advcl
5200,29,笔试,30,面试,nmod
5200,30,面试,28,包含,obj
5200,31,、,34,考,punct
5200,32,国考,33,省,compound
5200,33,省,34,考,compound
5200,34,考,30,面试,conj
5200,35,（,40,有,punct
5200,36,各大,38,课程,det
5200,37,机构,38,课程,nmod
5200,38,课程,40,有,nsubj
5200,39,都,40,有,mark
5200,40,有,50,计划,acl:relcl
5200,41,，,42,持续,punct
5200,42,持续,40,有,advcl
5200,43,更新,42,持续,xcomp
5200,44,）,42,持续,punct
5200,45,，,50,计划,punct
5200,46,有,50,计划,acl:relcl
5200,47,总结,46,有,obj
5200,48,的,46,有,mark:relcl
5200,49,学习,50,计划,nmod
5200,50,计划,0,root,root
5200,51,，,50,计划,punct
5200,52,感兴,53,趣,compound
5200,53,趣,55,话,nmod
5200,54,的,53,趣,case:dec
5200,55,话,56,加,nsubj
5200,56,加,62,提供,advcl
5200,57,Lyuyu,56,加,obj
5200,58,_,59,1006,nmod
5200,59,1006,56,加,obj
5200,60,，,112,看,punct
5200,61,可以,62,提供,aux
5200,62,提供,112,看,advcl
5200,63,备,64,考指,advmod
5200,64,考指,62,提供,xcomp
5200,65,导(阿甘,64,考指,obj
5200,66,，,62,提供,punct
5200,67,FB,72,常识,nmod
5200,68,系统,69,班,compound
5200,69,班,72,常识,nmod
5200,70,冲刺,71,班,compound
5200,71,班,72,常识,nmod
5200,72,常识,75,申论,nsubj
5200,73,李,72,常识,appos
5200,74,梦娇,73,李,flat:name
5200,75,申论,81,飞扬,advcl
5200,76,，,112,看,punct
5200,77,"ZG,HT",81,飞扬,nsubj
5200,78,押题,79,冲刺,advcl
5200,79,冲刺,81,飞扬,advcl
5200,80,，,81,飞扬,punct
5200,81,飞扬,112,看,advcl
5200,82,申论,81,飞扬,obj
5200,83,，,112,看,punct
5200,84,毛,112,看,nsubj
5200,85,毛,86,公基,nmod
5200,86,公基,112,看,nsubj
5200,87,，,89,申论,punct
5200,88,站长,86,公基,conj
5200,89,申论,86,公基,conj
5200,90,，,112,看,punct
5200,91,小,92,宝,case:pref
5200,92,宝,94,花生,nmod
5200,93,言语,94,花生,nmod
5200,94,花生,97,数资,nmod
5200,95,十三,97,数资,nummod
5200,96,麒麟,97,数资,nmod
5200,97,数资,86,公基,conj
5200,98,等,86,公基,acl
5200,99,等,86,公基,acl
5200,100,),112,看,punct
5200,101,该,102,楼层,det
5200,102,楼层,112,看,nsubj
5200,103,疑似,112,看,advcl
5200,104,违规,112,看,advcl
5200,105,已,112,看,advmod
5200,106,被,112,看,aux:pass
5200,107,系统,109,隐藏,nsubj
5200,108,折叠,112,看,advcl
5200,109,隐藏,112,看,advcl
5200,110,此,111,楼查,det
5200,111,楼查,109,隐藏,obj
5200,112,看,50,计划,parataxis
5200,113,此楼,112,看,obj
5200,114,。,28,包含,punct
5201,1,该,2,楼层,det
5201,2,楼层,12,看,nsubj
5201,3,疑似,12,看,advcl
5201,4,违规,12,看,advcl
5201,5,已,12,看,advmod
5201,6,被,9,隐藏,aux:pass
5201,7,系统,8,折叠,nsubj
5201,8,折叠,9,隐藏,advcl
5201,9,隐藏,12,看,advcl
5201,10,此,11,楼查,det
5201,11,楼查,9,隐藏,obj
5201,12,看,0,root,root
5201,13,此楼,15,位置,nmod
5201,14,占个,15,位置,amod
5201,15,位置,17,层,nmod
5201,16,该楼,17,层,compound
5201,17,层,19,违规,nsubj
5201,18,疑似,19,违规,advcl
5201,19,违规,24,隐藏,advcl
5201,20,已,24,隐藏,advmod
5201,21,被,24,隐藏,aux:pass
5201,22,系统,24,隐藏,nsubj
5201,23,折叠,24,隐藏,advcl
5201,24,隐藏,27,看,advcl
5201,25,此,26,楼查,det
5201,26,楼查,24,隐藏,obj
5201,27,看,86,看,advcl
5201,28,此楼,27,看,obj
5201,29,你,30,济吧,nsubj
5201,30,济吧,27,看,ccomp
5201,31,谁,32,啊,nsubj
5201,32,啊,27,看,ccomp
5201,33,该,34,楼,det
5201,34,楼,35,层,compound
5201,35,层,37,违规,nsubj
5201,36,疑似,37,违规,advcl
5201,37,违规,42,隐藏,advcl
5201,38,已,42,隐藏,advmod
5201,39,被,42,隐藏,aux:pass
5201,40,系统,42,隐藏,nsubj
5201,41,折叠,42,隐藏,advcl
5201,42,隐藏,45,看,advcl
5201,43,此,44,楼查,det
5201,44,楼查,42,隐藏,obj
5201,45,看,86,看,advcl
5201,46,此楼,45,看,obj
5201,47,我,48,有,nsubj
5201,48,有,45,看,ccomp
5201,49,武汉,50,本地,nmod
5201,50,本地,55,优惠,nmod
5201,51,一,52,手,nummod
5201,52,手,55,优惠,nmod
5201,53,热门,54,餐厅,amod
5201,54,餐厅,55,优惠,nmod
5201,55,优惠,48,有,obj
