,word_freq_zh,cs_word_pos_zh,cs_word_length_zh,ngram_surp_zh
0,8.291759627895480,AD,2,7.2327523
1,6.377483472434710,P,1,5.668829
2,12.623917404187000,AD,2,6.904053
3,11.90869298800790,NN,2,7.1807833
4,4.681213610519310,CC,1,3.4168775
5,7.093452252120850,AD,1,3.2731566
6,9.09378964655144,VV,1,7.211736
7,12.958432945055500,NN,3,7.21781
8,13.28962587920390,NN,2,7.1807833
9,11.875683387473400,NN,2,7.1807833
10,8.458645571635330,AD,2,5.7279725
11,6.404130924023890,AD,1,7.1807833
12,6.972065783256670,CC,1,4.1924424
13,12.653037989669800,IJ,1,6.8726544
14,6.39906961183706,VV,2,7.1598167
15,7.951912412664680,NN,2,7.1670523
16,2.7277528723935400,DEG,1,4.1759996
17,4.681213610519310,CC,1,3.4306083
18,6.216225093655350,CD,1,6.871142
19,6.86730607567808,CC,1,3.7031012
20,10.463452851034900,NN,2,7.198451
21,11.874041934820600,VV,2,7.1670523
22,6.901947304013090,VA,1,7.1807833
23,13.544003637006200,NN,2,7.239988
24,9.12649633742232,NN,2,7.1670523
25,8.458645571635330,AD,2,5.7279725
26,8.291759627895480,AD,2,7.1598167
27,10.75983814999830,VV,1,7.2327523
28,7.832806844992630,CC,2,4.9270983
29,2.7277528723935400,DEG,1,4.1897306
30,9.893430903284730,VA,2,7.1670523
31,5.753495111341640,AD,1,6.8726544
32,7.951912412664680,NN,2,7.1670523
33,6.133440848420250,AD,1,7.1735477
34,7.951912412664680,NN,2,7.1670523
35,11.770828682629100,NN,1,7.1807833
36,4.681213610519310,CC,1,3.4306083
37,11.606647560520500,VA,2,7.239988
38,6.622455166510390,CD,1,7.1807833
39,6.972065783256670,CC,1,7.1670523
40,8.759761060956490,IJ,1,7.1735477
41,6.133440848420250,AD,1,7.1735477
42,10.550818733744300,VV,2,7.198451
43,4.847867458993150,CD,1,5.594116
44,8.975234645392020,AD,2,6.558925
45,7.879129443470710,DT,2,6.6978993
46,13.152579930518,NN,2,7.239988
47,5.309630429407180,AD,1,2.563988
48,5.309630429407180,AD,1,6.2062354
49,5.759027415452410,VV,1,4.4722433
50,6.133440848420250,AD,1,7.1735477
51,2.7277528723935400,DEG,1,4.1759996
52,7.832806844992630,CC,2,4.9408293
53,11.606647560520500,VA,2,7.239988
54,16.525031006023300,CD,3,7.1598167
55,7.703771653739700,JJ,1,6.3825297
56,11.90869298800790,NN,2,7.3514414
57,17.334284775912400,NN,2,7.239988
58,7.2937813464386500,NN,1,7.1598167
59,6.622455166510390,CD,1,7.8777566
60,4.681213610519310,CC,1,2.3974364
61,7.626584107522520,NT,2,7.1735477
62,7.247328920661730,VV,1,7.1735477
63,6.723622818117740,AD,1,7.1670523
64,16.601723626811600,VV,4,7.1670523
65,14.109097253489000,VV,2,7.8777566
66,2.7277528723935400,DEG,1,4.1897306
67,11.770828682629100,NN,1,7.1807833
68,6.723622818117740,AD,1,7.239988
69,8.759761060956490,IJ,1,7.2105746
70,12.623917404187000,AD,2,6.904053
71,10.75983814999830,VV,1,7.2327523
72,5.753495111341640,AD,1,6.94559
73,6.185283294221550,AD,1,7.1670523
74,2.7277528723935400,DEG,1,4.1897306
