redone_eng_dep_surp,redone_zh_dep_surp
5.882759,5.955969
5.056541,3.048282
3.6061885,3.1795766
4.9568133,5.4764724
3.9364312,6.3122454
5.615889,5.748208
3.555784,5.5611053
5.1562667,2.8011355
2.8630898,2.7428474
4.9157834,2.6620615
4.055254,6.4697857
3.5606575,5.9818206
2.9577692,5.867935
3.012059,5.6488976
6.633834,5.8091946
3.9567509,6.228681
3.2662327,5.2083874
2.711865,5.5117455
6.7290406,2.9112885
2.66218,6.1155834
3.8599303,6.1155834
2.076964,2.5328014
4.0925636,5.748208
3.316848,6.228681
4.286715,5.748208
3.399196,6.1155834
5.5545263,5.6076956
1.533001,5.239043
3.8788974,6.0358357
4.930111,6.1990705
5.9345765,4.868867
4.061786,5.955969
3.270718,6.1155834
3.842272,5.777278
5.056541,5.6488976
3.4251842,5.9348183
3.2662327,5.4256372
3.5606575,5.9818206
3.2850294,5.485663
1.2144798,5.0358047
3.4891176,5.777278
3.4251842,5.9348183
2.3193672,5.91022
2.3193672,5.91022
3.1605783,2.0762703
3.0802975,4.0031605
2.9047165,5.327992
2.2404108,6.1990705
2.8090277,6.1155834
4.012207,5.8318205
2.2404108,6.1990705
3.6236255,5.327992
3.6236255,5.327992
3.837476,6.1990705
3.0263615,1.2628695
3.0811381,6.1155834
3.9764767,3.8175504
2.831662,6.5526805
2.3522582,6.4697857
3.0263615,6.1155834
3.0263615,5.9348183
2.2744253,5.431648
2.2005813,5.3844357
3.6397014,5.951422
3.842272,5.777278
3.1488492,3.0084693
2.2744253,5.9818206
4.4884458,5.4465714
3.681598,5.958043
2.2404108,6.1155834
4.4961905,6.1155834
4.3052435,5.68717
2.2744253,5.9818206
5.082345,5.9348183
4.3052435,3.0084693
2.8277843,4.536529
0.9300039,4.8845177
4.3915052,5.958043
4.6186614,1.2628695
4.3915052,5.958043
2.2005813,5.3844357
2.5458462,6.1155834
1.0398023,3.9663517
2.1418862,6.4697857
2.309691,2.2520998
3.3263972,6.4697857
3.2243063,5.352141
4.839189,6.04153
4.6208425,6.2221375
3.4251842,4.5251374
3.4240394,5.91022
2.8390574,5.8242803
3.6933765,4.9680796
2.8277843,4.536529
5.1562667,4.1935277
2.8277843,6.0358357
3.0948975,6.5526805
4.584459,6.228681
2.3193672,5.91022
4.49078,6.1155834
5.8024025,6.1990705
2.1418862,1.2628695
2.8371775,3.451337
4.7752457,5.6785083
3.0811381,6.147399
2.1418862,6.1990705
2.831662,6.5526805
3.4158604,5.467194
2.2404108,1.2628695
2.9658184,3.3599308
2.2404108,2.147732
3.3141754,6.1990705
5.9345765,6.1990705
3.4240394,5.9348183
4.994544,5.68717
4.866294,5.958043
1.7826357,6.000328
2.9658184,5.9348183
2.2744253,6.4697857
1.828615,1.2628695
3.012626,0.8532937
3.7894778,5.3844357
3.4240394,5.9348183
2.165587,3.6599903
5.0185504,5.9348183
3.5350714,5.9818206
3.0802975,5.9348183
3.6544163,5.0358047
2.707866,6.7175035
4.394889,4.6307087
3.7034783,3.2888055
1.2144798,5.0358047
2.3969882,6.1990705
4.9488316,3.199545
6.283161,5.748208
1.7826357,6.000328
2.2404108,1.2628695
4.2655845,6.04153
4.2655845,6.04153
3.727781,4.232131
3.6290402,5.383777
5.9345765,5.777278
4.055254,5.646269
4.196399,2.5122635
3.6236255,5.327992
5.0765266,6.1990705
4.8948503,3.930941
1.0239756,5.8997507
3.9458654,1.2628695
6.7837324,5.8318205
4.702864,1.2953556
2.6749382,6.4697857
3.0610082,5.9348183
3.631946,6.1990705
3.1923926,6.1155834
1.0239756,5.8997507
3.7591515,6.147399
3.021764,1.2628695
5.0927835,4.536529
4.0652685,5.748208
4.5931396,6.1990705
2.3094037,6.04153
2.8090277,6.147399
3.4158604,5.3844357
4.4750533,6.04153
4.4961905,6.7175035
2.707866,6.7175035
2.9658184,6.2221375
4.4976773,5.958043
2.309691,5.8242803
1.533001,6.4697857
3.8967433,5.455332
2.8090277,3.199545
3.4251842,5.9348183
4.43178,6.1155834
4.885365,6.1990705
2.309691,5.8242803
4.3052435,5.951422
3.6268156,5.777278
2.0251522,3.2603414
2.8276076,3.3496456
2.8277843,4.536529
3.430358,5.327992
4.2655845,5.958043
5.4243493,5.8235197
4.872896,5.8235197
3.3634841,6.228681
3.837476,6.147399
3.0263615,3.70829
4.6733303,5.1092777
4.7189884,5.748208
2.4551024,4.5835314
1.4403739,3.473727
4.1813107,6.1155834
4.4472575,5.519903
2.090656,4.112974
3.841932,3.0084693
7.0133834,5.944071
4.3648076,4.9747753
4.9587092,5.5611053
2.729534,6.4697857
4.0006986,3.0084693
4.2655845,6.04153
1.7826357,6.000328
4.246508,1.2628695
2.4510574,6.147399
2.831662,5.7083206
4.4750533,5.777278
2.7151601,3.3591514
4.055254,6.4697857
2.9930096,5.958043
2.538915,4.6611934
2.8277843,3.4242556
2.1418862,6.4697857
2.707866,6.7175035
2.9074607,5.0358047
2.6749382,6.4697857
1.828615,5.9348183
5.1562667,6.1673307
3.2323453,6.1990705
6.9050264,6.1155834
4.7577767,6.1990705
1.3507712,6.39514
2.2404108,2.147732
1.9661032,2.4187133
5.082345,4.875019
6.0677023,6.04153
3.7163162,5.9348183
1.6870583,6.1155834
3.4337173,4.480679
3.3637953,4.610543
3.408489,5.327992
2.1418862,1.2628695
2.8631542,1.2628695
2.5754483,1.2628695
2.3193672,5.7341723
4.3203053,5.68717
2.1418862,5.383777
2.9658184,6.2221375
1.2144798,5.125304
1.9791142,6.228681
3.4240394,5.0794287
4.6284933,6.1155834
3.68663,6.1990705
4.9797735,6.228681
2.8277843,3.2162468
6.633834,5.6755657
1.8832291,5.383777
5.369733,5.5654106
3.7986965,5.867935
3.7325494,5.106779
2.6794035,5.9348183
2.4998631,5.327992
4.7295165,4.2001863
6.1997848,6.1990705
5.6938014,6.1990705
2.8292525,6.1990705
