non_cs_sentences_surps,cs_sentences_before_cs_surp,cs_sentences_cs_back_surp,cs_sentences_after_cs_surp,sample_zhwiki_surp
,,,,6.5868816
,,,,4.249358
,,,,7.2105746
,,,,7.1807833
,,,,7.1670523
,,,,7.1670523
,,,,3.0130775
,,,,6.3362355
,,,,7.198466
,,,,6.8726544
,,,,4.196589
,,,,6.3884315
,,,,7.1910334
,,,,4.9024143
,,,,7.3061976
,,,,6.3825297
,,,,7.206612
,,,,4.1897306
,,,,7.21781
,,,,7.1670523
,,,,4.1666403
,,,,7.2327523
,,,,4.1635075
,,,,6.3938193
,,,,7.1910334
,,,,4.9024143
,,,,7.3061976
,,,,7.1670523
,,,,7.1670523
,,,,7.1598167
,,,,4.1897306
,,,,6.4332876
,,,,6.807514
,,,,7.1735477
,,,,4.1803713
,,,,7.239988
,,,,7.1598167
,,,,7.1807833
,,,,7.1670523
,,,,4.1759996
,,,,7.21781
,,,,4.1666403
,,,,6.6318607
,,,,5.1002865
,,,,7.3204775
,,,,7.1735477
,,,,6.6978993
,,,,5.7115316
,,,,7.2582035
,,,,4.1759996
,,,,7.21781
,,,,3.0130775
,,,,5.0571923
,,,,7.255808
,,,,7.1807833
,,,,7.1670523
,,,,7.1670523
,,,,7.1598167
,,,,7.1807833
,,,,3.4168775
,,,,7.249384
,,,,7.1670523
,,,,6.558925
,,,,4.1803713
,,,,7.239988
,,,,7.1670523
,,,,7.1598167
,,,,5.8729563
,,,,5.3512797
,,,,7.2045093
,,,,3.0130775
,,,,7.344206
,,,,3.4306083
,,,,7.249384
,,,,4.1759996
,,,,6.734926
,,,,6.946013
,,,,6.8863854
,,,,6.6978993
,,,,7.1735477
,,,,4.1897306
,,,,7.2105746
,,,,7.1735477
,,,,7.1807833
,,,,7.1670523
,,,,7.1598167
,,,,4.1897306
,,,,7.2105746
,,,,4.1803713
,,,,7.239988
,,,,4.1759996
,,,,7.2105746
,,,,6.572656
,,,,5.577463
,,,,5.822254
,,,,4.921615
,,,,7.3061976
,,,,7.1670523
,,,,4.1759996
,,,,7.21781
,,,,5.628701
,,,,4.213393
,,,,7.239988
,,,,6.8726544
,,,,7.1807833
,,,,5.3340526
,,,,4.2040973
,,,,7.239988
,,,,7.1598167
,,,,7.1735477
,,,,5.239348
,,,,7.2971773
,,,,6.3825297
,,,,6.702567
,,,,3.716832
,,,,7.187773
,,,,7.1735477
,,,,5.25477
,,,,7.191703
,,,,7.1598167
,,,,3.0268083
,,,,7.906099
,,,,7.1807833
,,,,4.1759996
,,,,7.2105746
,,,,7.1807833
,,,,6.6841683
,,,,7.1807833
,,,,5.984225
,,,,4.323403
,,,,7.21781
,,,,4.1666403
,,,,5.112462
,,,,7.327713
,,,,4.1759996
,,,,6.9234123
,,,,7.302313
,,,,6.3962607
,,,,7.1807833
,,,,5.8592253
,,,,7.1807833
,,,,7.1598167
,,,,6.572656
,,,,7.1807833
,,,,4.7691526
,,,,6.260388
,,,,7.1735477
,,,,4.1897306
,,,,6.4332876
,,,,4.2134356
,,,,6.94559
,,,,6.3029337
,,,,5.260835
,,,,7.191703
,,,,3.0130775
,,,,8.193261
,,,,7.1807833
,,,,4.328849
,,,,7.275574
,,,,5.3340526
,,,,6.083867
,,,,4.2022915
,,,,7.21781
,,,,4.1666403
,,,,6.279171
,,,,5.316522
,,,,7.198466
,,,,6.315496
,,,,7.1910334
,,,,7.1598167
,,,,6.8863854
,,,,6.2711697
,,,,4.218522
,,,,6.9234123
,,,,7.1807833
,,,,4.1759996
,,,,6.609683
,,,,3.0268083
,,,,7.3514414
,,,,4.1497765
,,,,7.2453756
,,,,4.3314185
,,,,7.0570436
,,,,3.4306083
,,,,7.249384
,,,,6.8726544
,,,,5.530434
,,,,6.5826755
,,,,4.3110814
,,,,7.39772
,,,,6.315496
,,,,6.7081494
,,,,7.240411
,,,,7.1670523
,,,,6.8726544
,,,,7.1735477
,,,,4.1897306
,,,,7.21781
,,,,6.0142055
,,,,4.229791
,,,,7.239988
,,,,4.1497765
,,,,7.2453756
,,,,4.1759996
,,,,7.21781
,,,,7.1670523
,,,,6.6841683
,,,,6.8863854
,,,,7.1807833
,,,,7.1670523
,,,,6.315496
,,,,6.406511
,,,,4.222795
,,,,7.2105746
,,,,3.4306083
,,,,7.2421484
,,,,3.0268083
,,,,5.3622932
,,,,5.907026
,,,,7.2458987
,,,,7.1670523
,,,,4.1666403
,,,,6.757104
,,,,6.3962607
,,,,6.6978993
,,,,7.1807833
,,,,7.1670523
,,,,4.1759996
,,,,7.21781
,,,,4.1666403
,,,,6.94559
,,,,5.941
,,,,7.1933727
,,,,4.1803713
,,,,6.757104
,,,,6.4755635
,,,,7.259735
,,,,3.7031012
,,,,7.1950088
,,,,5.225617
,,,,7.0027795
,,,,6.6978993
,,,,7.240411
,,,,7.1670523
,,,,7.1598167
,,,,6.8863854
,,,,3.0268083
,,,,3.9106045
,,,,6.5848255
,,,,7.1910334
,,,,4.1759996
,,,,7.21781
,,,,4.1666403
,,,,6.087141
,,,,7.18509
,,,,5.0362487
,,,,7.4178925
,,,,4.1897306
,,,,4.3481083
,,,,6.914836
,,,,7.1807833
,,,,7.1598167
,,,,5.316522
,,,,7.1912303
,,,,7.1807833
,,,,7.1670523
,,,,5.580385
,,,,6.9218125
,,,,6.525026
,,,,5.884823
,,,,4.2388344
,,,,7.21781
,,,,7.1670523
,,,,4.1666403
,,,,7.239988
,,,,7.1598167
,,,,4.3110814
,,,,5.5334587
,,,,7.1912303
,,,,7.1735477
,,,,7.1807833
,,,,6.8726544
,,,,3.4306083
,,,,6.954986
,,,,4.1897306
,,,,7.21781
,,,,4.573495
,,,,7.2045007
,,,,7.1807833
,,,,4.5667963
,,,,3.9760242
,,,,7.2576556
,,,,7.1670523
,,,,6.6841683
,,,,4.1897306
,,,,4.3481083
,,,,7.39772
,,,,7.1670523
,,,,7.1670523
,,,,7.1670523
,,,,4.1759996
,,,,7.2105746
,,,,7.1807833
,,,,6.8726544
,,,,4.1897306
,,,,6.4332876
,,,,4.2134356
,,,,6.94559
,,,,7.1807833
,,,,6.8726544
,,,,5.659199
,,,,6.8964047
,,,,4.7828836
,,,,4.476543
,,,,6.244873
,,,,7.18509
,,,,7.1670523
,,,,6.2062354
,,,,4.1897306
,,,,7.21781
,,,,7.1598167
,,,,5.0499797
,,,,5.307219
,,,,6.36018
,,,,5.737026
,,,,4.2786794
,,,,7.21781
,,,,3.4168775
,,,,6.954986
,,,,6.2199664
,,,,6.8863854
,,,,7.1735477
,,,,4.1897306
,,,,7.21781
,,,,4.5667963
,,,,1.9095278
,,,,8.486653
,,,,4.328849
,,,,6.4910517
,,,,6.6978993
,,,,4.1897306
,,,,4.3481083
,,,,7.39772
,,,,7.1670523
,,,,7.1670523
,,,,4.328849
,,,,7.275574
,,,,7.1598167
,,,,7.1807833
,,,,7.1670523
,,,,4.1666403
,,,,5.3139744
,,,,7.1844673
,,,,6.4755635
,,,,7.1807833
,,,,4.1759996
,,,,6.4332876
,,,,4.524204
,,,,6.6318607
,,,,7.2278123
,,,,6.1604376
,,,,7.0168767
,,,,4.1803713
,,,,6.6318607
,,,,7.1807833
,,,,6.558925
,,,,7.1735477
,,,,3.0268083
,,,,7.3514414
,,,,7.1598167
,,,,6.6978993
,,,,4.1897306
,,,,4.3481083
,,,,4.5595164
,,,,7.2683387
,,,,7.1807833
,,,,6.2062354
,,,,4.1803713
,,,,6.3884315
,,,,7.1910334
,,,,4.1759996
,,,,7.21781
,,,,4.1759996
,,,,6.9234123
,,,,4.1635075
,,,,6.950978
,,,,7.1807833
,,,,3.0130775
,,,,7.906099
,,,,5.941
,,,,7.1933727
,,,,4.1803713
,,,,6.3884315
,,,,6.406511
,,,,4.222795
,,,,6.9234123
,,,,7.1807833
,,,,6.4618325
,,,,4.1803713
,,,,7.239988
,,,,7.1670523
,,,,6.4618325
,,,,6.619685
,,,,7.1735477
,,,,4.587226
,,,,6.4272137
,,,,6.4755635
,,,,7.259735
,,,,7.1670523
,,,,4.5667963
,,,,1.9095278
,,,,8.003769
,,,,6.329227
,,,,6.406511
,,,,4.222795
,,,,6.9234123
,,,,7.1807833
,,,,4.1666403
,,,,7.239988
,,,,6.558925
,,,,7.2278123
,,,,6.6841683
,,,,7.1807833
,,,,7.1670523
,,,,6.8726544
,,,,4.1803713
,,,,5.3139744
,,,,5.9296536
,,,,6.4881244
,,,,7.259735
,,,,4.7691526
,,,,7.346245
,,,,4.1759996
,,,,7.21781
,,,,3.0130775
,,,,8.193261
,,,,4.1803713
,,,,6.4554653
,,,,6.891053
,,,,7.1807833
,,,,7.1670523
,,,,4.1759996
,,,,7.21781
,,,,6.558925
,,,,7.240411
,,,,5.0395265
,,,,7.327713
,,,,7.1598167
,,,,7.1735477
,,,,7.1807833
,,,,3.0130775
,,,,7.495277
,,,,4.2686825
,,,,7.21781
,,,,7.1670523
,,,,7.1598167
,,,,7.1807833
,,,,4.1666403
,,,,7.2327523
,,,,6.2711697
,,,,7.202339
,,,,4.1803713
,,,,6.94559
,,,,4.1897306
,,,,6.609683
,,,,6.572656
,,,,5.1002865
,,,,4.895866
,,,,5.119163
,,,,7.3061976
,,,,7.1598167
,,,,4.1897306
,,,,7.21781
,,,,7.1598167
,,,,5.8517585
,,,,7.1735477
,,,,7.1807833
,,,,3.0130775
,,,,5.3622932
,,,,6.667447
,,,,6.8863854
,,,,7.1735477
,,,,4.1897306
,,,,7.2105746
,,,,4.1803713
,,,,6.94559
,,,,7.262256
,,,,6.3825297
,,,,6.4755635
,,,,4.2686825
,,,,7.21781
,,,,7.1598167
,,,,7.1807833
,,,,3.0130775
,,,,7.3514414
,,,,6.6841683
,,,,4.1897306
,,,,4.3481083
,,,,6.5461636
,,,,6.406511
,,,,4.222795
,,,,6.9234123
,,,,4.503566
,,,,4.3677955
,,,,7.275574
,,,,6.8726544
,,,,7.1807833
,,,,7.1598167
,,,,4.34258
,,,,6.7926903
,,,,5.7020597
,,,,4.2227526
,,,,6.4332876
,,,,6.91945
,,,,4.1803713
,,,,7.239988
,,,,6.8726544
,,,,7.302313
,,,,5.1056495
,,,,7.205465
,,,,7.1735477
,,,,7.1807833
,,,,6.8726544
,,,,3.4306083
,,,,6.954986
,,,,3.0268083
,,,,5.3622932
,,,,6.9811764
,,,,6.4755635
,,,,7.1807833
,,,,7.1670523
,,,,4.573495
,,,,6.4272137
,,,,5.969912
,,,,4.633231
,,,,5.879018
,,,,6.40628
,,,,4.3110814
,,,,4.5595164
,,,,7.275574
,,,,7.1598167
,,,,4.1897306
,,,,7.2105746
,,,,4.1803713
,,,,6.94559
,,,,5.941
,,,,7.1933727
,,,,4.1803713
,,,,7.2327523
,,,,6.572656
,,,,7.2278123
,,,,7.1598167
,,,,3.4306083
,,,,5.9873347
,,,,6.71046
,,,,4.249358
,,,,6.4332876
,,,,6.91945
,,,,4.3110814
,,,,7.3904843
,,,,6.572656
,,,,6.572656
,,,,6.7449284
,,,,6.6978993
,,,,7.1735477
,,,,4.1897306
,,,,2.6029403
,,,,8.277616
,,,,7.1598167
,,,,7.1807833
,,,,4.7691526
,,,,7.051847
,,,,3.4306083
,,,,7.249384
,,,,6.8726544
,,,,7.1735477
,,,,7.1807833
,,,,7.1670523
,,,,4.573495
,,,,6.4272137
,,,,6.4755635
,,,,7.259735
,,,,7.1670523
,,,,4.5667963
,,,,3.9760242
,,,,7.2576556
,,,,6.8726544
,,,,7.1735477
,,,,4.1803713
,,,,6.3884315
,,,,6.406511
,,,,7.206612
,,,,5.530434
,,,,7.1908026
,,,,4.1759996
,,,,6.9234123
,,,,7.1807833
,,,,6.4618325
,,,,4.1803713
,,,,7.239988
,,,,7.1670523
,,,,6.558925
,,,,7.2278123
,,,,5.905003
,,,,7.193344
,,,,6.3825297
,,,,4.2134356
,,,,7.2327523
,,,,7.1807833
,,,,3.0130775
,,,,8.200497
,,,,6.4618325
,,,,4.1897306
,,,,6.9234123
,,,,5.0532575
,,,,7.3204775
,,,,7.1807833
,,,,6.3825297
,,,,7.206612
,,,,7.1735477
,,,,7.1807833
,,,,7.1670523
,,,,6.8726544
,,,,4.1803713
,,,,7.2327523
,,,,7.1807833
,,,,7.1598167
,,,,4.1803713
,,,,7.239988
,,,,7.1598167
,,,,4.3110814
,,,,7.3904843
,,,,7.1807833
,,,,4.1759996
,,,,4.0562763
,,,,6.473133
,,,,7.1735477
,,,,7.1807833
,,,,4.1759996
,,,,7.21781
,,,,3.7031012
,,,,6.5868816
,,,,4.1897306
,,,,6.9234123
,,,,7.1807833
,,,,7.1670523
,,,,7.1670523
,,,,7.1598167
,,,,4.1897306
,,,,7.21781
,,,,3.0130775
,,,,8.200497
,,,,7.1598167
,,,,7.1735477
,,,,4.1803713
,,,,5.910963
,,,,4.3180475
,,,,6.6925
,,,,7.259735
,,,,7.1670523
,,,,4.1666403
,,,,6.94559
,,,,4.1897306
,,,,7.21781
,,,,7.1670523
,,,,7.1598167
,,,,7.1807833
,,,,4.1759996
,,,,7.21781
,,,,4.1666403
,,,,5.3139744
,,,,6.897305
,,,,4.1897306
,,,,7.21781
,,,,7.1670523
,,,,7.1598167
,,,,7.1807833
,,,,4.1759996
,,,,7.21781
,,,,3.0130775
,,,,5.3622932
,,,,6.9811764
,,,,7.1735477
,,,,7.1807833
,,,,7.1670523
,,,,7.1670523
,,,,4.2973504
,,,,6.6131973
,,,,6.4755635
,,,,4.2686825
,,,,6.9234123
,,,,7.1807833
,,,,7.1670523
,,,,4.1666403
,,,,6.4554653
,,,,7.1735477
,,,,7.1807833
,,,,4.1759996
,,,,6.9234123
,,,,4.3877687
,,,,7.22877
,,,,7.1807833
,,,,4.489835
,,,,6.500779
,,,,7.259735
,,,,7.1670523
,,,,7.1598167
,,,,4.1897306
,,,,7.21781
,,,,4.1666403
,,,,4.4017844
,,,,7.2683387
,,,,5.8517585
,,,,7.229887
,,,,6.3825297
,,,,4.3110814
,,,,7.39772
,,,,4.1759996
,,,,2.6029403
,,,,6.448808
,,,,7.3175297
,,,,6.6841683
,,,,4.1897306
,,,,4.3481083
,,,,7.39772
,,,,7.1670523
,,,,3.4168775
,,,,7.249384
,,,,6.8726544
,,,,6.572656
,,,,4.531871
,,,,7.2624745
,,,,4.1759996
,,,,7.2105746
,,,,4.1803713
,,,,7.2327523
,,,,7.1807833
,,,,7.1670523
,,,,7.1670523
,,,,4.1759996
,,,,7.2105746
,,,,6.0279365
,,,,3.0762286
,,,,8.200497
,,,,6.8726544
,,,,4.9161453
,,,,7.3061976
,,,,5.8380275
,,,,4.229475
,,,,6.4554653
,,,,4.222795
,,,,7.21781
,,,,6.558925
,,,,6.619685
,,,,7.240411
,,,,7.1670523
,,,,4.1666403
,,,,7.239988
,,,,5.0395265
,,,,7.033315
,,,,6.572656
,,,,7.240411
,,,,3.0130775
,,,,6.274483
,,,,7.191703
,,,,6.315496
,,,,7.1807833
,,,,7.1670523
,,,,4.1666403
,,,,7.239988
,,,,4.1759996
,,,,7.2105746
,,,,7.1807833
,,,,6.558925
,,,,7.240411
,,,,7.1670523
,,,,4.1666403
,,,,4.97535
,,,,4.436496
,,,,5.270194
,,,,7.033315
,,,,7.1807833
,,,,3.0130775
,,,,7.906099
,,,,6.4755635
,,,,7.1807833
,,,,4.328849
,,,,7.2683387
,,,,7.1807833
,,,,3.4168775
,,,,7.249384
,,,,4.1759996
,,,,7.2105746
,,,,5.642432
,,,,4.213393
,,,,6.94559
,,,,3.4306083
,,,,7.2421484
,,,,7.1807833
,,,,4.328849
,,,,6.424018
,,,,7.183798
,,,,7.1807833
,,,,7.1670523
,,,,7.1598167
,,,,6.3962607
,,,,7.2138476
,,,,4.1759996
,,,,6.9234123
,,,,5.642432
,,,,7.213805
,,,,7.1670523
,,,,6.0142055
,,,,4.229791
,,,,7.239988
,,,,4.1759996
,,,,4.0562763
,,,,6.963258
,,,,7.1807833
,,,,7.1670523
,,,,7.1670523
,,,,3.7031012
,,,,7.1950088
,,,,7.1670523
,,,,6.558925
,,,,7.1807833
,,,,4.1666403
,,,,6.6318607
,,,,4.1897306
,,,,7.21781
,,,,6.558925
,,,,5.316522
,,,,7.198466
,,,,7.1670523
,,,,4.1759996
,,,,7.21781
,,,,6.0142055
,,,,3.0762286
,,,,4.8679147
,,,,7.394233
,,,,7.1735477
,,,,7.1807833
,,,,6.3825297
,,,,6.304234
,,,,7.202339
,,,,4.1803713
,,,,7.239988
,,,,7.1598167
,,,,4.1897306
,,,,6.609683
,,,,6.955241
,,,,6.6978993
,,,,6.329227
,,,,6.406511
,,,,4.222795
,,,,7.21781
,,,,7.1670523
,,,,4.1666403
,,,,6.94559
,,,,6.8863854
,,,,6.6978993
,,,,7.1807833
,,,,7.1598167
,,,,6.060141
,,,,6.341788
,,,,6.406511
,,,,7.206612
,,,,6.2199664
,,,,7.1807833
,,,,4.1759996
,,,,7.21781
,,,,3.0130775
,,,,8.200497
,,,,7.1598167
,,,,5.642432
,,,,4.2227526
,,,,7.21781
,,,,5.461176
,,,,6.7065563
,,,,7.1807833
,,,,7.1670523
,,,,4.1666403
,,,,6.94559
,,,,5.941
,,,,4.768761
,,,,7.383801
,,,,6.2574387
,,,,7.202339
,,,,5.918734
,,,,6.341788
,,,,6.406511
,,,,6.253031
,,,,7.1807833
,,,,4.1759996
,,,,7.21781
,,,,3.0130775
,,,,5.3622932
,,,,7.275574
,,,,7.1670523
,,,,4.1759996
,,,,6.9234123
,,,,4.3110814
,,,,5.322586
,,,,7.2127004
,,,,4.1497765
,,,,7.2453756
,,,,7.1598167
,,,,6.8863854
,,,,4.1803713
,,,,5.3139744
,,,,4.3534994
,,,,7.275574
,,,,7.1670523
,,,,4.1759996
,,,,6.4332876
,,,,6.2199664
,,,,4.1803713
,,,,7.239988
,,,,4.1497765
,,,,7.2453756
,,,,7.1670523
,,,,7.1598167
,,,,7.1807833
,,,,7.1670523
,,,,4.1759996
,,,,7.21781
,,,,7.1670523
,,,,3.4168775
,,,,7.249384
,,,,7.1670523
,,,,3.0130775
,,,,4.9559584
,,,,4.576852
,,,,6.7926903
,,,,4.249358
,,,,7.2105746
,,,,7.1807833
,,,,4.1666403
,,,,7.239988
,,,,7.1598167
,,,,4.1897306
,,,,7.21781
,,,,5.728844
,,,,5.578484
,,,,6.8964047
,,,,4.7828836
,,,,4.476543
,,,,7.3904843
,,,,6.8863854
,,,,4.1803713
,,,,7.239988
,,,,6.8726544
,,,,4.34258
,,,,7.275574
,,,,6.8726544
,,,,6.8863854
,,,,6.6978993
,,,,7.1807833
,,,,4.1759996
,,,,6.9234123
,,,,3.0268083
,,,,8.193261
,,,,7.1735477
,,,,6.8863854
,,,,7.1735477
,,,,5.530434
,,,,7.1908026
,,,,7.1670523
,,,,4.1666403
,,,,5.9779387
,,,,7.2019415
,,,,4.3877687
,,,,7.2360053
,,,,7.1670523
,,,,4.3740377
,,,,7.2360053
,,,,6.558925
,,,,6.7408624
,,,,4.2192
,,,,6.534768
,,,,4.2686825
,,,,7.21781
,,,,5.762279
,,,,7.1807833
,,,,7.1670523
,,,,7.1670523
,,,,4.1666403
,,,,5.9779387
,,,,7.209177
,,,,3.4168775
,,,,7.2421484
,,,,5.276223
,,,,7.1807833
,,,,4.1759996
,,,,7.21781
,,,,3.0130775
,,,,5.3622932
,,,,6.9811764
,,,,7.1807833
,,,,7.1598167
,,,,4.1803713
,,,,6.757104
,,,,4.1897306
,,,,7.2105746
,,,,7.1807833
,,,,7.1598167
,,,,6.3962607
,,,,6.3962607
,,,,7.2138476
,,,,7.1670523
,,,,3.0130775
,,,,8.200497
,,,,3.4168775
,,,,6.954986
,,,,6.6978993
,,,,4.2712035
,,,,7.21781
,,,,6.558925
,,,,7.1735477
,,,,6.6978993
,,,,7.1807833
,,,,4.1759996
,,,,6.9234123
,,,,7.1807833
,,,,4.1666403
,,,,6.94559
,,,,5.941
,,,,7.2006083
,,,,7.1670523
,,,,7.1670523
,,,,7.1670523
,,,,3.7031012
,,,,7.1950088
,,,,4.1759996
,,,,7.21781
,,,,7.1670523
,,,,6.558925
,,,,4.1897306
,,,,6.9234123
,,,,7.1807833
,,,,6.0142055
,,,,3.0762286
,,,,7.3514414
,,,,6.3825297
,,,,7.524616
,,,,7.1670523
,,,,4.328849
,,,,7.2683387
,,,,4.1897306
,,,,7.21781
,,,,3.4168775
,,,,6.954986
,,,,7.1807833
,,,,7.1598167
,,,,7.1807833
,,,,4.735205
,,,,7.3765655
,,,,6.8863854
,,,,7.1807833
,,,,4.1759996
,,,,6.609683
,,,,4.249227
,,,,5.3139744
,,,,7.191703
,,,,6.8726544
,,,,6.7014213
,,,,4.389609
,,,,7.275574
,,,,7.1598167
,,,,4.1897306
,,,,7.2105746
,,,,6.2199664
,,,,4.587226
,,,,7.211736
,,,,7.1670523
,,,,4.3740377
,,,,7.22877
,,,,4.3877687
,,,,6.9416075
,,,,6.4755635
,,,,4.619356
,,,,7.529367
,,,,7.1598167
,,,,7.1735477
,,,,4.1897306
,,,,7.21781
,,,,3.0130775
,,,,5.7686496
,,,,7.383801
,,,,6.2574387
,,,,7.202339
,,,,4.1803713
,,,,7.2327523
,,,,7.1807833
,,,,7.1598167
,,,,4.1897306
,,,,6.609683
,,,,4.4114356
,,,,5.0109363
,,,,7.3061976
,,,,6.3825297
,,,,4.222795
,,,,7.21781
,,,,7.1670523
,,,,7.1598167
,,,,4.9161453
,,,,6.600978
,,,,7.1807833
,,,,4.4585123
,,,,7.255239
,,,,4.1897306
,,,,7.2105746
,,,,4.1803713
,,,,3.2723477
,,,,7.1966853
,,,,4.1897306
,,,,7.2105746
,,,,7.1807833
,,,,4.1666403
,,,,7.2327523
,,,,7.1807833
,,,,7.1598167
,,,,7.1807833
,,,,4.4585123
,,,,6.7795906
,,,,6.6978993
,,,,5.7020597
,,,,4.781958
,,,,6.422984
,,,,7.3098736
,,,,6.0142055
,,,,6.890692
,,,,7.1807833
,,,,4.1759996
,,,,6.4332876
,,,,5.083044
,,,,4.9003644
,,,,5.3139744
,,,,7.1844673
,,,,1.5068533
,,,,5.910072
,,,,6.8863854
,,,,6.3962607
,,,,7.2138476
,,,,4.7691526
,,,,5.4048095
,,,,7.289942
,,,,4.1897306
,,,,7.2105746
,,,,6.329227
,,,,3.0523047
,,,,8.193261
,,,,4.1897306
,,,,4.0562763
,,,,7.2576556
,,,,6.558925
,,,,5.823039
,,,,7.1807833
,,,,7.1598167
,,,,7.1735477
,,,,6.329227
,,,,6.406511
,,,,4.222795
,,,,7.21781
,,,,7.1670523
,,,,4.1497765
,,,,7.2453756
,,,,7.1598167
,,,,4.587226
,,,,7.211736
,,,,5.603872
,,,,6.890532
,,,,7.1807833
,,,,7.1670523
,,,,4.1759996
,,,,6.9234123
,,,,4.5805273
,,,,3.9760242
,,,,7.2576556
,,,,4.1759996
,,,,7.21781
,,,,7.1670523
,,,,6.0142055
,,,,7.18509
,,,,5.0362487
,,,,4.9003644
,,,,7.239988
,,,,6.558925
,,,,4.531871
,,,,7.2624745
,,,,4.1666403
,,,,7.2327523
,,,,7.1735477
,,,,7.1807833
,,,,7.1670523
,,,,7.1598167
,,,,7.1735477
,,,,7.1807833
,,,,6.3825297
,,,,3.059873
,,,,7.7176127
,,,,7.240411
,,,,7.1670523
,,,,4.1759996
,,,,7.21781
,,,,4.489835
,,,,7.205999
,,,,6.0142055
,,,,4.4371886
,,,,6.9416075
,,,,4.3877687
,,,,1.5915649
,,,,7.2670517
,,,,6.8726544
,,,,4.1897306
,,,,7.2105746
,,,,6.8863854
,,,,4.4398465
,,,,4.5595164
,,,,6.1227274
,,,,7.18509
,,,,5.0362487
,,,,6.3624253
,,,,6.605678
,,,,4.1803713
,,,,6.94559
,,,,5.941
,,,,7.1933727
,,,,4.1803713
,,,,7.2327523
,,,,4.1897306
,,,,7.21781
,,,,7.1670523
,,,,4.1759996
,,,,7.2105746
,,,,7.1807833
,,,,4.2973504
,,,,7.3904843
,,,,4.748936
,,,,4.3927484
,,,,4.0562763
,,,,5.331642
,,,,5.9296536
,,,,7.193344
,,,,4.1759996
,,,,2.6029403
,,,,7.3514414
,,,,4.1497765
,,,,7.2453756
,,,,7.1670523
,,,,4.1759996
,,,,7.2105746
,,,,5.7937446
,,,,6.6978993
,,,,7.1807833
,,,,7.1598167
,,,,7.1807833
,,,,7.1670523
,,,,4.1759996
,,,,6.9234123
,,,,7.1807833
,,,,4.1666403
,,,,5.852949
,,,,6.6978993
,,,,7.1807833
,,,,4.1497765
,,,,7.2453756
,,,,4.328849
,,,,6.7926903
,,,,5.7020597
,,,,4.2227526
,,,,7.21781
,,,,3.0130775
,,,,5.3622932
,,,,6.424018
,,,,5.249598
,,,,7.2971773
,,,,4.1759996
,,,,7.21781
,,,,6.6841683
,,,,6.279594
,,,,4.1803713
,,,,4.4017844
,,,,7.2683387
,,,,7.1807833
,,,,6.8726544
,,,,4.587226
,,,,7.211736
,,,,5.603872
,,,,7.18493
,,,,7.1598167
,,,,4.5805273
,,,,7.529367
,,,,5.516703
,,,,7.1908026
,,,,4.1759996
,,,,7.21781
,,,,6.8726544
,,,,7.1807833
,,,,4.9024143
,,,,4.8743505
,,,,5.119163
,,,,7.3061976
,,,,4.1759996
,,,,7.21781
,,,,4.573495
,,,,6.3021226
,,,,5.6586313
,,,,4.9662304
,,,,7.3061976
,,,,4.5667963
,,,,4.8521495
,,,,7.205999
,,,,4.1759996
,,,,7.21781
,,,,4.573495
,,,,5.270301
,,,,7.2971773
,,,,5.713045
,,,,4.4315286
,,,,7.2683387
,,,,6.572656
,,,,4.845826
,,,,1.9095278
,,,,8.486653
,,,,6.8726544
,,,,7.1807833
,,,,4.1759996
,,,,4.3481083
,,,,7.39772
,,,,4.1497765
,,,,7.2453756
,,,,7.1598167
,,,,6.3962607
,,,,7.1807833
,,,,6.6841683
,,,,4.249358
,,,,7.21781
,,,,4.1666403
,,,,7.239988
,,,,7.1670523
,,,,7.1670523
,,,,3.4168775
,,,,6.544164
,,,,7.259735
,,,,6.8726544
,,,,4.3877687
,,,,7.2360053
,,,,7.1670523
,,,,4.3740377
,,,,7.2360053
,,,,4.3740377
,,,,7.2360053
,,,,7.1670523
,,,,4.1759996
,,,,7.21781
,,,,4.3740377
,,,,2.2349162
,,,,6.553133
,,,,7.2524996
,,,,4.1897306
,,,,7.21781
,,,,4.1759996
,,,,7.2105746
,,,,4.1635075
,,,,6.950978
,,,,3.0268083
,,,,7.3514414
,,,,4.1497765
,,,,7.2453756
,,,,4.2973504
,,,,6.0291715
,,,,6.2766395
,,,,7.2095747
,,,,7.1670523
,,,,7.1670523
,,,,6.2062354
,,,,4.1897306
,,,,6.734926
,,,,7.240411
,,,,4.1666403
,,,,6.757104
,,,,4.1803713
,,,,6.94559
,,,,7.1807833
,,,,7.1598167
,,,,7.1807833
,,,,5.762279
,,,,7.1807833
,,,,6.4618325
,,,,7.2524996
,,,,4.1897306
,,,,6.734926
,,,,3.086436
,,,,7.906099
,,,,6.8863854
,,,,7.302313
,,,,5.530434
,,,,5.822254
,,,,6.2766395
,,,,7.2095747
,,,,7.1670523
,,,,7.1670523
,,,,4.1759996
,,,,7.21781
,,,,4.1666403
,,,,7.2327523
,,,,6.2711697
,,,,7.202339
,,,,4.1803713
,,,,7.2327523
,,,,5.7937446
,,,,6.6978993
,,,,7.1735477
,,,,6.8863854
,,,,7.262256
,,,,6.8726544
,,,,4.1897306
,,,,6.9234123
,,,,7.1735477
,,,,7.1807833
,,,,4.489835
,,,,7.1987634
,,,,3.0268083
,,,,7.906099
,,,,7.262256
,,,,6.8726544
,,,,7.302313
,,,,6.3962607
,,,,7.1807833
,,,,4.1497765
,,,,7.2453756
,,,,6.2574387
,,,,7.202339
,,,,7.1807833
,,,,4.328849
,,,,7.275574
