non_cs_sentences_surps,cs_sentences_before_cs_surp,cs_sentences_cs_back_surp,cs_sentences_after_cs_surp,sample_zhwiki_surp
4.1897306,7.1598167,,7.180354,3.370641
7.21781,7.344206,,7.1807833,7.3514414
4.1666403,6.3962607,,7.1598167,6.6841683
2.563988,7.1807833,,7.1807833,4.404777
7.709398,7.1598167,,5.225617,7.3514414
4.1666403,7.1807833,,7.2971773,6.6841683
4.1666403,6.2062354,,5.713045,4.370709
7.239988,7.1807833,,7.1875896,6.914836
7.1670523,7.344206,,7.1598167,4.748936
6.558925,4.918552,,7.1807833,7.383801
7.1807833,6.682388,,6.2062354,6.8726544
4.1666403,5.9783616,,6.572656,7.1735477
7.239988,7.3514414,,5.726776,6.8863854
7.1670523,7.1670523,,5.7335825,7.1807833
6.6841683,7.0391965,,7.3514414,7.1670523
3.0268083,7.327216,,5.668829,4.1759996
7.3514414,5.225617,,7.3514414,6.734926
7.1598167,7.2971773,,7.310274,7.240411
6.132743,7.1670523,,7.198451,5.817816
4.1803713,5.713045,,4.489835,7.1807833
7.239988,7.3514414,,7.205999,4.1666403
5.225617,6.6841683,,6.3825297,7.2327523
5.7105103,6.4755635,,6.91945,5.7937446
5.762203,7.1807833,,7.1807833,5.239348
6.403067,7.1670523,,7.1670523,6.512655
4.1897306,4.1759996,,7.1670523,7.2138476
3.0130775,7.2105746,,7.1670523,4.3740377
5.4344773,7.1807833,,7.3514414,6.9416075
4.934688,4.489835,,7.1670523,7.1735477
4.1666403,6.6078076,,7.1670523,7.1807833
7.2327523,6.904053,,7.3514414,7.1670523
4.1803713,5.594116,,6.6841683,7.1670523
7.239988,6.2553935,,4.34258,7.1670523
7.1670523,5.3795176,,7.275574,3.0130775
5.225617,7.274627,,7.1670523,8.200497
4.2967653,6.4755635,,7.1670523,7.1670523
7.239988,6.986162,,6.558925,7.1670523
7.1670523,7.1807833,,6.4394674,6.8726544
3.0130775,6.6841683,,6.526752,4.1897306
7.3514414,5.594116,,7.1735477,7.2105746
7.1598167,5.762203,,7.1807833,7.1807833
7.1807833,6.695786,,7.1670523,6.4618325
7.1598167,7.198451,,4.1759996,7.1807833
6.132743,5.0919185,,7.21781,4.1666403
7.1807833,6.6045732,,7.1670523,7.2327523
7.1670523,6.8863854,,6.1604376,5.7937446
7.1670523,7.1807833,,7.1807833,7.1807833
5.713045,7.1670523,,7.1670523,6.8726544
7.1670523,6.6841683,,7.1598167,7.1807833
7.3514414,5.594116,,7.1807833,4.1759996
7.1670523,5.762203,,6.020394,6.5125904
5.225617,4.51397,,4.2073984,4.4342384
7.2971773,5.5010242,,7.2105746,7.2133894
4.1666403,7.2971773,,6.8863854,3.0130775
7.239988,7.1670523,,7.1807833,8.193261
6.558925,7.1670523,,5.905003,7.1807833
6.8726544,6.3825297,,7.193344,7.1670523
7.1735477,7.1807833,,6.558925,7.1670523
5.594116,7.1598167,,7.1735477,6.8726544
7.208975,7.1807833,,7.1807833,7.1735477
7.1807833,6.3702464,,3.4168775,7.1807833
3.0130775,7.7021623,,6.641257,6.1604376
7.3514414,7.344206,,7.4388466,4.913375
7.1598167,4.918552,,7.1735477,7.346245
6.8863854,7.3514414,,7.1807833,7.1670523
7.233487,4.2973504,,5.683073,4.1759996
7.1670523,6.7895927,,7.4014387,7.2105746
3.0130775,7.1807833,,5.096284,4.961639
5.3795176,6.8726544,,7.481098,7.342956
6.2574387,6.132743,,5.683073,7.1807833
6.572656,4.1897306,,7.4086742,7.1598167
6.0279365,6.5125904,,6.6841683,7.1807833
7.206612,7.542992,,7.3514414,4.2973504
6.6978993,5.580385,,7.1598167,7.3904843
7.262256,5.762203,,7.1807833,7.1807833
6.119012,7.269732,,7.3514414,6.8726544
7.1877046,3.7031012,,7.1670523,6.2711697
3.0268083,7.3514414,,6.558925,4.2091627
7.3514414,6.2148724,,6.0949264,5.8907514
4.4276857,7.198451,,5.659948,7.187388
7.1735477,6.119012,,5.762203,6.3825297
6.572656,5.965561,,5.4817133,6.577324
4.1803713,6.2589865,,5.907897,7.2278123
7.239988,4.3110814,,5.4288206,7.1598167
6.8726544,7.3904843,,7.2971773,4.1897306
7.1807833,7.1807833,,4.1759996,6.3081965
4.1666403,7.1598167,,6.734926,3.8806834
7.239988,5.096284,,7.2278123,6.900611
7.1598167,6.027091,,7.1670523,5.25477
7.1735477,7.2624965,,7.1670523,5.064177
7.1807833,6.132743,,6.8685575,6.6224933
4.1666403,6.3906245,,4.1897306,7.1807833
7.239988,6.6978993,,7.21781,7.1670523
7.1598167,4.2059484,,7.1670523,7.1670523
7.1807833,4.3481083,,4.2973504,7.1670523
3.0130775,7.3904843,,7.39772,5.628701
5.225617,4.421762,,4.1759996,7.213805
7.2971773,7.2229266,,5.7636557,4.1759996
4.1759996,7.1670523,,7.2874,4.0562763
7.21781,7.3514414,,7.1670523,7.2576556
3.4168775,7.1670523,,7.1598167,7.1670523
7.249384,7.3514414,,6.572656,7.1598167
3.0130775,6.558925,,4.1897306,7.1735477
7.3514414,6.535191,,5.096284,7.1807833
7.1670523,6.4432898,,7.4738626,6.8726544
7.1670523,7.3514414,,7.3514414,4.1897306
6.8726544,6.8726544,,7.310274,7.2105746
6.072335,7.0391965,,6.590324,7.1807833
5.8081746,4.328749,,7.1807833,3.0130775
7.1912155,7.3514414,,7.1670523,7.906099
4.34258,6.2062354,,4.1759996,6.6978993
7.275574,7.1807833,,5.631143,4.1803713
7.1670523,7.1670523,,7.2162104,7.239988
4.1666403,7.3514414,,6.8129935,7.1670523
7.1801524,7.1670523,,6.33017,4.328849
4.1897306,4.328849,,6.6978993,7.2683387
7.21781,7.275574,,7.1807833,7.1807833
7.1670523,6.1604376,,7.3514414,6.315496
7.1670523,4.320222,,7.1598167,7.199044
5.580385,7.344206,,7.3514414,7.1807833
6.6080832,6.8129935,,4.4585123,6.8726544
6.6978993,7.198451,,7.2624745,4.1897306
6.572656,6.558925,,7.1670523,6.609683
5.3249917,6.3962607,,4.1759996,7.714099
4.203119,5.239348,,7.3514414,4.1666403
5.9779387,5.84317,,5.0202203,5.329964
1.8160627,6.4181757,,7.1063356,6.1874194
7.3343716,6.504355,,7.3514414,5.2454133
4.1666403,7.310274,,7.3514414,7.2971773
7.239988,7.1912155,,6.6841683,4.1787114
4.1666403,7.1807833,,7.1897655,6.911375
7.239988,6.3825297,,7.1807833,5.696804
4.1666403,7.1807833,,7.3514414,7.1142764
7.239988,6.558925,,6.6841683,3.1555736
5.683073,6.837955,,5.441478,6.2025676
4.5730405,4.1897306,,4.354607,7.198451
7.3514414,7.310274,,6.4332876,4.735205
7.1670523,7.198451,,4.587967,7.383801
7.1670523,7.344206,,6.6131973,6.558925
4.1666403,7.3514414,,6.3242297,4.1897306
6.558925,7.1670523,,4.718345,7.21781
6.8863854,7.344206,,5.910642,4.1666403
7.302313,7.1807833,,7.1912155,7.239988
4.1803713,7.1670523,,7.1807833,6.6841683
7.239988,7.1670523,,7.1670523,5.2989755
7.1670523,7.1670523,,4.328849,7.289942
6.119012,7.1670523,,6.9811764,7.1735477
3.0268083,7.3514414,,7.262256,4.1897306
7.0391965,7.1670523,,7.1670523,7.21781
7.198451,3.4168775,,7.1670523,7.1670523
6.558925,7.3514414,,7.1670523,3.0130775
4.1803713,7.1670523,,6.6841683,6.4693103
7.239988,5.633144,,5.997956,6.903848
4.3740377,7.198451,,5.6035805,7.1807833
7.1670523,4.1759996,,6.5220394,4.1759996
7.1598167,4.3481083,,4.3243895,4.8199105
7.1807833,7.3514414,,6.6398826,5.010903
4.1666403,7.1670523,,7.344206,2.5998
7.239988,7.1670523,,7.1807833,6.2450376
7.1670523,7.1670523,,6.3825297,7.199764
6.8726544,7.1598167,,7.3514414,4.4205074
3.0268083,7.3514414,,6.6841683,7.2133894
7.310274,7.1670523,,7.1807833,6.8726544
7.198451,6.2574387,,4.1759996,7.3095484
5.225617,7.279415,,6.0349827,7.1598167
5.7105103,7.1598167,,5.1739373,1.4940088
5.762203,7.0391965,,6.0529113,8.210929
6.5794625,6.715567,,7.3514414,6.8863854
7.1807833,7.1735477,,7.3514414,7.1735477
4.1759996,4.1897306,,7.1670523,7.1807833
4.1666403,7.21781,,5.897434,4.1759996
5.2985525,7.1670523,,5.4324875,7.21781
7.2971773,5.225617,,7.3514414,4.2973504
6.2062354,7.2971773,,7.3514414,7.39772
7.382336,4.2973504,,7.3514414,4.1759996
4.1666403,5.620258,,7.344206,2.6029403
7.239988,7.2050557,,5.831547,6.415766
6.558925,5.225617,,7.1801524,6.9686556
7.1807833,5.7105103,,7.1807833,4.404777
4.1666403,5.762203,,7.1670523,6.415766
2.3974364,7.3514414,,6.2062354,6.9686556
5.6803846,7.1598167,,6.6978993,7.2331753
6.9218125,6.6978993,,7.1807833,5.726776
6.8863854,7.1807833,,7.3514414,7.1775455
5.594116,5.3795176,,7.1670523,4.1897306
6.6080832,4.412161,,7.1670523,6.734926
6.132743,7.39772,,6.558925,6.757527
7.1807833,5.580385,,5.897434,7.1807833
3.0130775,7.2162104,,7.1875896,4.328849
5.470902,5.225617,,7.3514414,7.275574
6.9375134,7.289942,,7.1670523,7.1598167
7.1735477,7.1807833,,7.3514414,4.3877687
7.1807833,6.119012,,7.1670523,7.22877
5.516703,7.19494,,7.1670523,7.1735477
5.6041355,4.2973504,,6.183787,7.1807833
6.033383,7.39772,,6.8685575,6.2062354
7.1807833,7.1670523,,7.220577,7.3098736
3.0130775,7.1598167,,6.572656,5.628701
7.3514414,7.1807833,,6.8863854,5.8645687
6.6841683,5.817816,,6.132743,7.1807833
5.239348,6.953135,,7.3514414,7.1670523
7.2971773,7.3514414,,7.1670523,3.0130775
4.1666403,7.1598167,,7.1670523,8.193261
5.2985525,7.344206,,4.5921493,6.6978993
7.289942,6.6978993,,7.286451,5.407411
5.696804,7.1735477,,7.1735477,4.2134566
6.9257903,6.572656,,4.1897306,5.631143
6.8863854,7.2331753,,7.310274,7.2162104
7.1807833,7.1807833,,6.715567,7.1670523
4.1666403,7.1598167,,6.572656,4.7691526
6.1919475,7.1735477,,6.8863854,7.346245
7.19494,7.344206,,7.1807833,4.1666403
7.1598167,6.572656,,7.1598167,6.94559
7.1807833,7.1807833,,7.1807833,6.2711697
7.1670523,7.1670523,,7.1670523,7.1942954
4.1666403,7.1670523,,7.1598167,7.1807833
6.233373,5.096284,,7.1807833,6.4618325
7.1807833,7.481098,,6.386715,6.6978993
7.1598167,7.1598167,,2.4787939,7.1807833
3.0268083,4.1897306,,7.198451,4.735205
6.315496,7.21781,,5.798504,6.900917
6.572656,7.1598167,,4.430604,7.1807833
6.5955343,7.1735477,,5.8525114,7.1670523
3.0268083,7.3514414,,4.239819,4.1759996
7.3514414,6.558925,,6.440091,7.21781
4.1666403,7.1807833,,7.2162104,6.558925
7.239988,4.8926983,,7.3514414,6.3962607
6.119012,8.753969,,5.225617,4.731601
4.1897306,7.1807833,,7.289942,7.22877
4.1666403,6.4618325,,7.344206,4.1635075
7.239988,6.1068883,,6.3962607,7.23814
7.1670523,4.222795,,6.4755635,3.0268083
7.1670523,7.0570436,,6.619685,8.200497
7.1670523,6.8863854,,6.535191,4.1759996
5.251633,5.096284,,7.28056,7.21781
3.0495558,7.4738626,,7.3514414,4.3740377
6.0079565,1.5068533,,7.1670523,7.22877
7.756721,6.6096253,,6.3825297,4.1924424
6.8726544,7.3514414,,6.494863,7.205773
7.1807833,6.3825297,,7.329932,6.8726544
7.1670523,7.344206,,7.1670523,6.2199664
4.1666403,6.572656,,7.1670523,6.8863854
7.239988,4.249358,,6.8726544,4.8777013
7.1598167,7.0570436,,7.1807833,6.678581
7.1807833,6.6978993,,7.1670523,6.572656
4.1666403,7.0391965,,7.3514414,4.7230463
6.94559,7.1912155,,4.1759996,7.2105746
6.558925,6.572656,,7.3514414,3.0268083
7.1807833,6.132743,,7.0570436,5.6069393
3.0130775,5.239348,,7.1807833,7.2045007
5.320925,5.892404,,7.1670523,4.1897306
7.263266,5.3795176,,5.225617,6.9234123
5.580385,6.49734,,7.289942,7.3095484
7.2162104,7.1735477,,7.344206,7.1670523
7.1598167,4.3110814,,7.344206,4.7691526
7.1807833,5.4562845,,6.5755897,7.3390093
4.573495,7.2971773,,7.5844593,4.3110814
7.211736,7.1670523,,4.2973504,7.39772
7.1670523,6.315496,,7.3904843,4.1666403
4.5667963,5.6229076,,7.3514414,5.3139744
2.8141544,7.2162104,,5.225617,5.7869296
5.6803846,6.2062354,,5.7105103,7.1807833
7.2162104,7.2413096,,7.2162104,7.1670523
7.1598167,6.119012,,7.1670523,4.2973504
7.1807833,6.712056,,7.344206,6.6131973
4.1759996,7.1807833,,7.3514414,6.3962607
4.573495,6.6841683,,4.1759996,4.4145355
7.211736,7.1807833,,7.21781,7.21781
7.1670523,4.4585123,,7.310274,6.2062354
4.5667963,6.5610642,,6.1504107,3.1210868
7.529367,7.3514414,,7.1807833,5.3261957
5.580385,5.713045,,7.3514414,7.539799
5.762203,7.1875896,,7.1670523,7.1735477
7.1875896,5.580385,,6.6841683,6.8863854
3.0130775,5.762203,,7.1735477,7.1807833
7.344206,5.783617,,6.14057,6.8726544
7.1807833,8.538906,,6.9134293,7.1735477
5.713045,7.344206,,6.6978993,4.1803713
7.269732,6.329227,,5.0304923,7.2327523
5.580385,7.305029,,6.270709,7.1735477
7.208975,7.1735477,,6.6978993,7.1807833
5.594116,7.344206,,5.239348,7.1670523
7.2162104,7.1807833,,7.2971773,7.1670523
4.9270983,7.1670523,,6.499885,7.1670523
7.1911974,6.315496,,7.1735477,7.1670523
7.1598167,7.2095747,,7.1735477,4.1759996
5.594116,7.1670523,,6.8685575,6.734926
7.2162104,7.3514414,,7.1807833,7.240411
3.0130775,7.1670523,,6.558925,4.947908
6.5610642,5.713045,,7.3514414,7.055794
7.2315154,5.7335825,,6.2062354,7.1807833
6.558925,6.51126,,7.1735477,5.7800136
7.4388466,6.8569107,,7.1807833,6.6978993
4.1803713,4.328749,,6.2574387,4.748936
6.757104,7.3514414,,7.279415,7.089403
7.1807833,7.1670523,,7.1670523,5.3477836
4.1666403,5.096284,,7.1670523,7.2045093
7.2327523,6.629542,,7.1670523,7.1670523
7.1807833,5.0079174,,5.1986856,6.6841683
7.1598167,7.756819,,6.6143026,3.716832
7.1735477,7.1670523,,7.1807833,6.489789
3.0268083,5.516703,,7.1670523,6.776851
6.1657844,7.1908026,,5.580385,4.387435
7.233137,7.1670523,,6.16817,7.21781
6.8726544,4.9270983,,7.1735477,5.817816
7.1807833,7.1911974,,7.1735477,6.8863854
7.1670523,7.1670523,,7.1735477,3.0268083
7.1598167,6.3702464,,7.1735477,6.6078076
4.1803713,7.7021623,,7.1807833,6.715567
6.94559,6.3962607,,7.344206,4.404777
5.642432,6.566919,,5.812235,7.3514414
5.641435,6.3962607,,7.186253,7.1598167
7.2162104,7.3514414,,5.580385,2.317223
5.713045,4.2973504,,6.364654,6.561832
4.890446,6.914836,,7.1735477,7.2524996
6.534768,6.953135,,7.1735477,4.1897306
5.642432,7.198451,,7.1807833,6.4332876
5.641435,3.4168775,,7.1598167,7.46358
4.239819,7.249384,,6.8863854,3.0130775
8.026758,6.3825297,,7.302313,7.7176127
3.0130775,6.5610642,,7.3514414,5.7020597
7.198451,5.2570157,,7.0570436,6.9194074
7.1670523,7.2971773,,7.1807833,7.1807833
6.558925,7.1598167,,7.0570436,4.1759996
5.726776,7.1807833,,5.239348,7.21781
5.7335825,6.3825297,,7.289942,7.1670523
3.115757,7.1807833,,1.5068533,4.1666403
7.344206,7.1670523,,6.354028,6.534768
6.6978993,7.1670523,,7.1735477,4.9161453
7.1735477,7.1670523,,7.1807833,3.836872
3.716832,5.937234,,7.1598167,1.8480284
7.1807833,7.803722,,4.1897306,4.566644
3.0130775,6.315496,,4.549382,6.6495285
6.5610642,7.202339,,8.746405,7.240411
7.198451,4.48273,,4.1759996,7.1598167
4.328849,6.7433143,,7.21781,7.1735477
7.275574,4.249358,,7.1598167,3.0268083
7.1598167,7.21781,,4.225395,7.906099
4.1803713,7.1670523,,5.8821898,7.1735477
7.2327523,6.953135,,7.191793,5.530434
6.572656,6.4394307,,6.8726544,6.5826755
4.1897306,7.0391965,,4.1897306,4.3110814
7.21781,7.198451,,7.21781,6.914836
7.1670523,5.956181,,6.558925,7.240411
7.1807833,7.7646103,,7.1807833,4.1759996
7.1670523,6.4618325,,6.558925,7.21781
6.6841683,7.220577,,5.726776,3.0130775
3.0268083,5.3795176,,7.1875896,7.906099
5.096284,5.3404274,,4.1759996,6.329227
5.894431,7.2971773,,5.511934,6.7081494
5.762203,7.3514414,,7.3223248,5.723905
7.1875896,7.1598167,,7.1598167,7.2065697
7.1598167,6.3962607,,7.1807833,4.1897306
7.1735477,6.91945,,6.119012,6.4332876
7.1735477,7.1807833,,7.309759,5.0656805
7.1807833,6.558925,,7.1670523,7.346245
4.1666403,6.953135,,7.3514414,4.1666403
7.2327523,7.198451,,7.1670523,6.534768
4.34258,4.1759996,,6.6841683,4.9161453
6.9811764,7.21781,,7.0391965,3.819405
3.0130775,6.2062354,,6.590324,1.1073908
4.904821,6.4755635,,7.1807833,4.0861306
7.290515,7.3514414,,7.3514414,8.200497
7.1598167,7.1670523,,6.6841683,7.1670523
5.594116,5.984225,,7.3514414,7.1598167
7.2162104,7.3144555,,5.683073,4.9161453
5.580385,6.558925,,7.3514414,7.298962
7.2162104,7.1735477,,7.1670523,4.1897306
7.1670523,6.3962607,,7.1670523,6.609683
4.1666403,7.1735477,,7.1670523,7.1516843
7.2327523,7.1807833,,6.7433143,4.2274003
7.1735477,7.1598167,,7.1807833,5.852949
7.1807833,7.1735477,,7.3514414,6.813349
4.1666403,6.6078076,,5.225617,6.6322837
7.239988,6.904053,,6.68905,7.1807833
5.225617,6.8863854,,5.726776,4.1759996
7.289942,6.329227,,7.1875896,6.9234123
7.1807833,7.3514414,,5.225617,3.716832
4.1666403,5.225617,,5.7105103,7.1950088
7.239988,5.7105103,,7.2162104,7.1670523
7.1670523,5.762203,,6.119012,7.1670523
3.0130775,7.180354,,7.1807833,5.3340526
5.0079174,7.3514414,,4.2973504,6.9101114
7.1598167,7.1670523,,5.4562845,7.3095484
7.1807833,7.3514414,,7.289942,7.1670523
6.8726544,7.1670523,,7.1807833,4.1759996
4.1897306,6.6841683,,4.1759996,7.21781
7.21781,5.239348,,7.21781,3.0130775
4.328849,6.8142934,,7.1670523,8.193261
7.2683387,7.1807833,,7.1670523,4.1897306
7.1807833,6.2062354,,7.1670523,4.862542
7.1598167,6.6978993,,6.3825297,5.899866
7.1807833,7.1807833,,7.1807833,7.2458987
5.9298387,7.3514414,,5.580385,4.1666403
7.1670523,7.1598167,,5.762203,5.852949
2.8081417,7.1807833,,7.1875896,7.199764
5.051855,7.1598167,,5.6429877,4.1759996
4.490581,7.1807833,,8.15051,4.862542
6.51126,5.225617,,6.2062354,5.899866
4.3882003,6.207384,,7.1807833,7.2458987
7.3904843,7.3499103,,7.1670523,4.1666403
7.1807833,6.5610642,,7.1670523,4.97535
7.1670523,5.969466,,7.1598167,5.7311153
4.1666403,7.193344,,6.132743,1.3622358
7.239988,4.1759996,,4.4593205,8.044426
5.302791,7.3514414,,6.9811764,7.1670523
7.198466,4.328849,,6.5610642,7.1598167
7.1670523,7.275574,,6.904053,1.5061946
7.1670523,7.1670523,,7.302313,7.240999
3.0130775,7.3514414,,6.6978993,7.1598167
4.34258,7.1670523,,7.1807833,6.6978993
7.275574,6.8569107,,7.3514414,3.0268083
7.1670523,7.3514414,,7.310274,8.200497
4.2087398,7.1670523,,7.198451,4.1759996
5.320925,4.2973504,,7.1598167,7.21781
7.263266,7.310274,,5.8961744,4.328849
7.1598167,5.096284,,6.5706596,7.275574
7.1807833,6.5202813,,7.1735477,7.1598167
4.1759996,4.1897306,,5.0597463,5.239348
4.1666403,7.21781,,7.2324896,7.2971773
5.093156,7.1670523,,6.3962607,6.4618325
7.890858,6.3825297,,5.8961744,4.1897306
7.1670523,7.1735477,,4.3641295,7.21781
4.1666403,5.918734,,7.310274,4.1666403
7.239988,5.695121,,4.3535395,5.329964
5.713045,7.3514414,,7.2282424,7.194034
7.269732,7.1670523,,6.1741686,7.1670523
7.1670523,6.2062354,,7.196426,7.1670523
4.3314185,7.1807833,,7.3514414,7.1670523
7.3514414,7.310274,,7.3514414,5.516703
7.1670523,7.198451,,7.1598167,7.1908026
7.1670523,6.4618325,,6.2199664,6.6841683
7.1598167,7.2278123,,7.1807833,7.1807833
4.1803713,6.3825297,,7.3514414,3.0130775
7.239988,5.594116,,6.8726544,7.906099
4.2973504,7.208975,,7.3095484,7.1807833
5.811053,7.1807833,,6.0811954,4.1759996
7.2162104,7.1670523,,6.953135,7.2105746
7.1670523,5.3795176,,7.344206,7.1807833
6.119012,7.2818627,,7.1735477,7.1670523
4.1897306,4.1759996,,5.594116,4.1666403
7.21781,7.21781,,5.762203,5.852949
4.1666403,4.328849,,7.1875896,7.199764
6.1919475,3.9106045,,7.1670523,6.8726544
7.19494,6.8129935,,4.1759996,7.3095484
7.1670523,6.715567,,7.21781,4.1666403
4.328849,7.1807833,,5.289645,6.3884315
7.275574,7.1670523,,2.001242,4.9492097
7.1598167,7.1670523,,5.734046,2.5846572
4.3110814,4.1759996,,7.289432,1.5753547
7.39772,7.344206,,6.499885,3.9132645
7.1670523,7.1807833,,6.207384,5.7686496
3.0130775,6.8726544,,7.1912155,6.678581
7.344206,6.6978993,,7.1807833,6.572656
6.8863854,4.1897306,,7.1670523,6.3888545
4.3091364,7.3514414,,7.0391965,7.1910334
7.239988,6.3825297,,7.1912155,4.1759996
7.1670523,5.410439,,7.1807833,7.21781
7.1598167,7.2301774,,7.1670523,7.1670523
4.1897306,7.1807833,,5.580385,5.225617
3.0268083,4.6821074,,7.208975,5.6670356
5.769229,5.403466,,6.8863854,7.3863506
5.7565165,5.84317,,6.572656,6.0949264
7.180354,7.269732,,7.1807833,6.494544
4.1759996,7.1670523,,6.8685575,4.1897306
7.21781,7.1598167,,7.1807833,7.2105746
3.0130775,4.51397,,7.1670523,4.1803713
7.3514414,7.435224,,7.1598167,5.3139744
4.947908,6.4755635,,6.6978993,7.1844673
6.5610642,5.729589,,7.1807833,6.329227
7.198451,7.3514414,,7.0391965,6.329227
7.1670523,6.8685575,,7.327216,7.1910334
6.8726544,7.3514414,,7.1598167,4.573495
4.1759996,7.1598167,,7.1807833,7.211736
7.21781,4.9408293,,7.1670523,7.1598167
6.558925,5.096284,,5.580385,4.5805273
6.8863854,7.481098,,7.208975,2.8141544
4.1803713,7.3514414,,7.310274,7.2670517
6.233373,4.1759996,,7.198451,4.1759996
7.1868486,7.21781,,7.3514414,7.21781
7.1598167,7.1670523,,7.1670523,7.1598167
3.0268083,7.3514414,,6.3825297,7.1735477
7.3514414,6.6841683,,6.508628,3.0268083
7.1598167,7.3514414,,5.7636557,7.3514414
4.4414167,6.8726544,,7.2874,4.573495
4.4276857,6.734556,,5.7800136,4.61148
7.8777566,7.46375,,7.288997,4.659665
4.3314185,5.225617,,7.1807833,7.103322
5.320925,7.2971773,,7.1598167,7.1735477
7.2560306,7.1670523,,7.3514414,4.1897306
5.594116,6.4618325,,6.6841683,4.1882257
5.580385,7.3514414,,7.1735477,7.2464375
7.2162104,6.558925,,7.1807833,7.1735477
5.580385,4.249358,,7.1670523,4.1897306
7.2162104,7.2105746,,6.4618325,7.21781
7.1670523,7.1807833,,7.1807833,4.1666403
3.0130775,7.1670523,,7.1598167,5.852949
5.096284,6.8726544,,5.831547,6.4446764
7.1807833,7.344206,,7.187388,4.413265
3.0130775,4.1897306,,6.6841683,7.2360053
7.1598167,6.5125904,,7.1807833,4.3740377
7.1735477,5.239348,,7.1670523,7.22877
7.1807833,5.164133,,6.558925,4.3877687
6.8726544,7.3177285,,5.7283955,7.2360053
6.572656,5.096284,,6.920303,4.3740377
3.2921076,6.695786,,6.572656,7.2360053
7.1670523,7.290987,,4.249358,4.3740377
5.225617,7.1670523,,7.21781,6.627878
5.7105103,6.119012,,7.3514414,5.8945084
5.762203,6.9929433,,6.558925,7.4086742
7.1875896,3.4306083,,7.1807833,3.0130775
3.0130775,6.207384,,5.2361846,7.5923696
4.1759996,7.3499103,,7.1410127,4.4813895
6.734926,7.1670523,,7.1807833,6.517707
7.1807833,7.1670523,,7.310274,7.259735
7.1670523,5.984225,,7.3514414,7.1598167
6.6841683,7.0391965,,7.1670523,7.1807833
7.1807833,7.198451,,7.1670523,4.328849
3.0130775,7.344206,,7.1670523,5.0109363
5.096284,7.1807833,,7.3514414,7.3061976
7.481098,6.8726544,,6.3825297,5.225617
6.119012,7.302313,,6.91945,7.2971773
4.1897306,7.3514414,,6.525026,5.817816
7.21781,4.2973504,,7.2138476,7.1735477
3.4168775,7.39772,,7.1598167,7.1735477
7.1807833,7.1670523,,7.1807833,4.1803713
3.0130775,5.713045,,7.1670523,5.9779387
7.3514414,7.269732,,7.1670523,7.209177
6.6841683,7.0391965,,7.310274,4.1759996
7.1735477,7.198451,,7.198451,7.2105746
4.3877687,7.1670523,,7.1670523,4.3877687
7.2360053,6.558925,,5.7800136,7.22877
4.3740377,7.1807833,,7.2962327,4.3110814
7.2360053,7.1598167,,6.4618325,7.39772
4.3740377,6.734556,,7.219612,4.1759996
3.0130775,6.502933,,7.1670523,7.2105746
7.3514414,2.4611259,,7.1670523,4.1803713
7.1670523,7.198451,,7.1598167,7.2327523
7.1598167,6.2062354,,7.0391965,5.316522
4.918552,4.1897306,,7.327216,7.198466
7.2832794,7.21781,,6.0811954,7.1670523
4.1803713,4.9270983,,5.096284,4.7691526
4.4550295,5.470902,,7.1867003,7.3390093
5.763803,7.231911,,7.1807833,3.0268083
4.5925145,7.1598167,,5.7800136,5.3622932
7.1987634,7.0391965,,7.2962327,7.275574
4.1803713,7.3199806,,7.1670523,5.3340526
7.2327523,4.1897306,,7.1670523,4.2040973
7.1807833,7.21781,,6.8726544,7.239988
4.1666403,7.1598167,,6.4755635,6.3825297
7.239988,7.1807833,,7.2123766,5.5634985
7.1670523,7.1670523,,7.1807833,7.1908026
3.0130775,6.6841683,,7.1670523,7.1598167
6.734556,6.6978993,,7.1670523,3.716832
7.2580786,7.1807833,,6.8726544,7.1950088
7.1670523,6.2062354,,6.525026,4.1759996
5.225617,6.6978993,,7.2138476,4.5630817
7.2971773,6.5610642,,6.2574387,7.1912155
4.947908,7.198451,,7.1807833,6.6978993
6.7433143,7.1670523,,6.3002,4.4692416
7.2331753,5.798504,,7.3151917,6.9416075
7.1807833,6.592481,,4.328849,3.8455973
5.956181,7.446082,,6.9811764,7.1950088
7.3514414,6.8726544,,6.734556,4.1666403
7.1598167,7.1735477,,6.473556,7.2327523
4.4414167,7.1807833,,4.34258,7.1735477
4.4276857,6.6841683,,5.737223,7.1807833
7.8777566,6.2199664,,7.213805,7.1598167
4.3314185,6.6978993,,6.8726544,6.329227
6.3906245,7.1807833,,7.1807833,3.0873349
4.1897306,7.1670523,,7.1670523,6.284638
5.763803,3.4168775,,3.4168775,4.9781146
7.2624965,7.249384,,7.249384,7.3514414
6.4618325,7.310274,,7.1670523,4.3314185
5.976634,4.2073984,,7.1670523,6.058567
5.225617,7.344206,,7.1670523,7.222941
7.2971773,7.1807833,,7.3514414,4.573495
7.1670523,7.1670523,,6.6841683,4.61148
3.0130775,7.1598167,,6.572656,7.529367
7.3514414,7.3514414,,6.329227,6.6841683
4.904821,7.1598167,,7.3514414,5.3477836
7.290515,7.3514414,,6.6841683,4.2134566
7.1598167,6.3825297,,6.572656,4.0562763
5.594116,4.3110814,,6.329227,7.25042
7.2162104,7.3904843,,6.386715,4.7828836
4.1666403,7.1807833,,7.198451,6.193398
7.239988,7.3514414,,6.8726544,6.099233
