retrained_eng_ngram_surp,retrained_zh_ngram_surp
7.204535,6.6841683
3.6657403,7.408406
3.469161,7.3514414
0.39898255,6.6841683
7.5615373,7.1670523
7.8763423,6.119012
3.469161,7.3514414
3.469161,7.344206
3.4567983,7.0391965
7.345653,6.558925
5.633182,7.1807833
4.4330525,7.1670523
7.2190843,7.1670523
3.2020895,7.1735477
4.0209928,7.257902
8.234435,7.3514414
7.9205055,5.7335825
7.468935,6.572656
2.5272841,6.9234123
2.1973548,7.1598167
0.45123768,7.302638
5.863763,6.119012
8.020843,7.1670523
2.4258707,6.8863854
2.6384099,6.8726544
0.69574636,7.2360053
4.9997506,6.953135
3.792578,7.8777566
4.0316467,7.239988
3.7714994,7.21781
3.8742228,7.1807833
1.8789514,7.1807833
0.86262715,5.320925
7.2685895,6.8967996
1.5303487,6.8726544
3.469161,7.3514414
2.7995415,7.2971773
0.27132258,7.3514414
8.759138,7.39772
8.248479,7.3514414
2.918196,7.239988
5.0772038,6.1657844
5.260526,7.1875896
8.248479,7.3514414
6.7056246,7.239988
2.7291276,7.1598167
8.248479,7.3514414
6.68614,7.2971773
3.345255,6.3962607
3.5926158,7.1875896
8.813424,6.9234123
5.4909415,7.344206
7.8276305,7.1670523
2.6577268,7.1735477
6.7056246,7.2327523
5.336649,7.1807833
6.7056246,7.2327523
3.469161,7.344206
3.469161,7.3514414
3.9964526,7.3514414
6.7056246,7.1598167
4.232332,7.239988
6.7056246,7.239988
7.8176775,7.21781
6.7056246,7.8777566
