retrained_eng_ngram_surp,retrained_zh_ngram_surp
4.3520617,7.3514414
3.239613,7.3514414
7.864782,7.1807833
1.0537802,7.1670523
3.1209528,7.239988
6.6739063,7.3514414
6.1051345,7.1861086
0.8853182,7.239988
7.825886,6.366254
2.1886802,7.239988
6.508877,7.21781
7.2520194,7.239988
2.9892402,5.0407577
4.5970745,7.0570436
8.065285,6.8863854
3.2326336,7.1807833
3.8008316,7.21781
3.1844795,6.8726544
3.4477258,7.239988
8.669185,7.1807833
5.535888,7.0570436
4.6984925,7.239988
6.7056246,7.1598167
5.0817537,7.1670523
2.8686318,7.4153876
8.043703,7.103322
4.1386604,7.1807833
4.4060216,7.1670523
7.267628,7.1598167
7.690388,6.603609
3.3522766,6.6978993
1.9565992,7.1807833
4.3617325,6.6042795
5.080306,6.558925
8.141255,7.481098
7.4531665,5.093579
7.598572,6.0142055
3.5559778,7.481098
8.688931,7.1670523
8.579114,7.275574
2.5142975,7.3514414
4.2452292,7.180354
6.1008515,7.3514414
1.8258927,7.1807833
6.7056246,7.8777566
4.0959444,6.4332876
8.743022,7.1933727
7.497471,6.6978993
3.2302089,7.180354
1.9473131,7.1598167
6.215884,7.3514414
3.7662525,6.5755897
3.7786665,7.446082
1.678815,7.180354
6.500846,7.0570436
2.779284,7.870521
8.230397,7.2971773
7.5576696,5.0407577
4.880437,7.1670523
4.054578,6.119012
5.4797664,6.609683
4.8304677,6.893192
3.5590343,6.558925
1.0596431,3.4168775
0.36877355,7.4738626
7.410181,7.1807833
4.6077313,7.239988
7.163823,7.2327523
6.7128053,7.344206
0.064051494,7.1670523
4.2139764,7.21781
4.337525,5.7800136
2.314612,7.602457
3.3698819,7.1670523
3.2535155,7.1807833
4.1648483,7.3514414
3.2568111,7.1670523
0.9598086,4.328849
3.990719,7.21781
7.307222,6.3962607
5.8466334,7.1807833
1.1937178,7.21781
8.2814,7.1670523
3.1963437,7.242259
4.1409135,7.1670523
6.7056246,6.94559
7.861945,7.1598167
3.9757142,6.3702464
5.260526,7.1875896
3.505755,7.1598167
4.7513685,7.1670523
6.7056246,7.310274
7.654857,7.481098
6.7056246,7.583359
8.248479,7.3514414
4.664342,7.3514414
3.0339062,7.1516843
5.642311,7.2971773
4.5155554,7.289942
8.248479,7.2708354
5.008135,7.1670523
7.4100814,5.0407577
5.3049603,7.3514414
3.7360806,7.2327523
4.3574286,6.6978993
3.4273639,4.5543227
2.3270085,7.1807833
4.734298,7.1912155
2.2507966,7.3514414
3.0954947,7.1807833
5.5710177,6.315496
7.9561386,7.2138476
5.8662386,7.310274
8.426446,7.2360053
7.731549,7.1670523
6.6739063,7.1670523
3.1559367,7.1807833
8.555309,7.198451
7.130076,7.1735477
6.7056246,7.211736
5.294215,7.344206
7.3238325,7.1670523
2.6647837,7.1670523
7.654897,7.2684813
7.5106945,7.3514414
3.469161,7.3514414
3.8985095,7.1735477
7.3275623,7.1670523
3.5119946,7.3514414
2.0711432,7.1875896
3.9793205,7.1670523
0.61020935,7.1807833
3.469161,7.3514414
3.7248805,7.583359
4.3916407,6.7895927
5.3328767,7.0027795
7.707778,6.6841683
3.0339642,5.2570157
2.566617,7.3240304
7.70976,7.39772
5.786422,7.3514414
2.6172771,7.1598167
4.249579,7.1912155
6.153658,6.8726544
4.04941,7.0027795
3.9903345,6.558925
2.5502992,7.249384
4.4830956,7.2971773
8.819415,6.953135
1.2816775,4.456789
5.0772038,6.6690264
4.1657133,6.609683
3.7904503,7.344206
2.577925,7.1735477
4.137306,7.3514414
5.744354,7.21781
6.8726225,7.3514414
3.7366006,7.1670523
0.8222979,7.1670523
0.72663,5.817816
7.8276305,7.1670523
2.3915193,7.1670523
4.707431,7.239988
5.362735,6.9982142
4.51853,7.3514414
4.3383102,7.21781
4.5348363,7.8777566
5.6703825,6.8569107
7.8489494,7.1807833
5.3752756,7.198451
5.565915,7.310274
4.3520617,7.5484495
2.9127433,6.734926
7.534529,7.1807833
4.744859,7.1807833
4.979285,7.21781
7.023304,6.953135
3.8113089,7.1875896
3.3819144,7.1670523
4.064947,7.186253
8.248479,7.3514414
4.734298,7.239988
4.1084595,7.1670523
4.9109282,7.1670523
4.6604314,7.3199806
7.9719896,7.249384
8.803899,7.3805737
0.4577316,7.1735477
7.222852,7.21781
6.0487065,6.734556
3.7360806,7.2576556
4.170267,7.2105746
2.3936808,7.220577
7.0579095,7.198451
6.7056246,7.21781
8.248479,6.494863
2.9806585,6.132743
4.370551,6.8726544
3.0763223,5.1787806
3.469161,7.344206
5.4668865,7.1670523
2.8713684,7.3514414
2.4579148,6.7449284
3.5926158,7.1807833
7.4793158,7.1875896
5.02111,7.3514414
3.6900988,7.1875896
1.4674078,4.531871
4.203611,4.5543227
0.90407866,7.1735477
5.53675,7.21781
3.9347608,5.54419
7.8769107,7.1807833
7.531574,7.257902
3.9377344,7.3514414
1.6130767,7.1807833
2.655322,6.512655
8.019697,7.1670523
1.9491442,6.119012
5.1979904,7.1807833
0.03914196,7.1807833
6.023144,7.2971773
3.1241636,6.249137
7.3538256,7.3514414
3.6298394,7.1807833
7.0107865,6.284638
8.248479,7.2971773
7.140124,7.2962327
2.502448,6.558925
4.723615,7.1875896
5.7182713,7.310274
7.861945,7.1670523
8.232207,7.1598167
5.923726,7.1670523
7.751461,7.1807833
6.7056246,7.2971773
7.883296,7.2105746
1.9920791,7.3514414
5.8572283,7.3514414
5.2676616,7.446082
7.262943,7.1670523
3.010337,7.1598167
4.362737,5.956181
4.265362,6.534768
