,Unnamed: 0,random_non_cs_1_word,word_freq_zh,non_log_word_freq_zh,neg_base_e_word_freq_zh,base_e_word_freq_zh,cs_word_pos_zh,cs_word_length_zh,sentence_length_zh,ngram_surp_zh,base_2_ngram_prob_zh,raw_ngram_prob_zh,base_10_ngram_prob_zh,base_10_ngram_surp_zh,zh_word_index,llm_surp_zh
11,11,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,17,3.3607873,-3.3607873,0.0973424,-1.0116978,1.0116978,10,34.5556716918945
12,12,有,7.40823627459694,0.005887062769161,-5.13499808665878,5.13499808665878,VE,1,5,2.680434,-2.680434,0.155994,-0.806891,0.806891,1,14.6450614929199
13,13,！,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,8,15.3150409,-15.3150409,2.45E-05,-4.6102867,4.6102867,7,14.2723560333252
14,14,空间,12.8655654730644,0.00013399200366,-8.91773043396399,8.91773043396399,NN,2,8,16.9848738,-16.9848738,7.7E-06,-5.1129565,5.1129565,0,17.0325922966003
15,15,陶瓷,16.9580398062472,7.85455076E-06,-11.7544174795236,11.7544174795236,NN,2,5,10.506013,-10.506013,0.000688,-3.162625,3.162625,2,14.2911334037781
16,16,窗,17.3574047396107,5.95525725E-06,-12.031236157099,12.031236157099,NN,1,11,17.543248,-17.543248,5E-06,-5.281044,5.281044,2,26.4791374206543
17,17,包含,13.5842238175699,8.1421886983E-05,-9.41586643924383,9.41586643924383,VV,2,4,14.684314,-14.684314,3.8E-05,-4.420419,4.420419,0,16.7281002998352
18,18,在我看来,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,P,4,5,20.5922645,-20.5922645,6E-07,-6.1988893,6.1988893,0,19.879221200943
19,19,上门,18.2327535152691,3.24634213E-06,-12.6379816929532,12.6379816929532,VV,2,14,13.649942,-13.649942,7.8E-05,-4.109042,4.109042,10,23.7005753517151
20,20,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,6,6.570422,-6.570422,0.010522,-1.977894,1.977894,5,12.172477722168
21,21,话,11.4672697144892,0.000353189551762,-7.94850567131861,7.94850567131861,NN,1,9,19.755868,-19.755868,1E-06,-5.947109,5.947109,4,24.8796539306641
22,22,就近,18.3622381960105,2.967669378E-06,-12.7277336343348,12.7277336343348,AD,2,8,22.20287,-22.20287,0.0,-6.68373,6.68373,0,15.6629590988159
23,23,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,15,3.0179431,-3.0179431,0.123455,-0.9084914,0.9084914,3,13.9818620681763
24,24,事物,12.9401097934763,0.00012724443714,-8.96940061948425,8.96940061948425,NN,2,7,1.81583712,-1.81583712,0.28403938,-0.54662144,0.54662144,5,24.4056196212769
25,25,、,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,6,5.1166605,-5.1166605,0.0288225,-1.5402683,1.5402683,2,12.0914850234985
26,26,家具,17.1806123172682,6.73163173E-06,-11.9086929880079,11.9086929880079,NN,2,15,18.2167145,-18.2167145,3.3E-06,-5.4837775,5.4837775,5,26.2773742675781
27,27,房,13.4443568431481,8.9710921517E-05,-9.31891804026994,9.31891804026994,NN,1,35,16.585068,-16.585068,1E-05,-4.992603,4.992603,10,9.12199020385742
28,28,有,7.40823627459694,0.005887062769161,-5.13499808665878,5.13499808665878,VE,1,10,9.8397739,-9.8397739,0.0010913,-2.9620671,2.9620671,0,6.28626728057861
29,29,个,8.5534438053212,0.002661686172089,-5.92879545773632,5.92879545773632,M,1,7,14.644141,-14.644141,3.91E-05,-4.4083257,4.4083257,4,19.3494262695313
30,30,上,7.95865043824743,0.004019828205023,-5.51651611233338,5.51651611233338,DT,1,9,10.2666463,-10.2666463,0.0008118,-3.0905685,3.0905685,6,17.4116134643555
31,31,公寓,17.2543072034817,6.396405343E-06,-11.9597743906085,11.9597743906085,NN,2,20,17.0136889,-17.0136889,7.6E-06,-5.1216307,5.1216307,0,15.5218496322632
32,32,访问,13.7525769060832,7.2453911052E-05,-9.53255990788542,9.53255990788542,VV,2,7,17.3179297,-17.3179297,6.1E-06,-5.2132163,5.2132163,4,21.6210789680481
33,33,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,12,3.11624643,-3.11624643,0.11532311,-0.93808365,0.93808365,11,32.1749000549316
34,34,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,14,3.0343866,-3.0343866,0.1220559,-0.9134414,0.9134414,4,15.0128860473633
35,35,四,9.98809948585358,0.000984651291974,-6.92322299777165,6.92322299777165,CD,1,7,12.99867,-12.99867,0.00012,-3.91299,3.91299,3,31.5125713348389
36,36,音响,16.8262913990047,8.605608273E-06,-11.6630964425002,11.6630964425002,NN,2,22,20.4744354,-20.4744354,7E-07,-6.1634192,6.1634192,14,24.8583121299744
37,37,厅,13.848937172701,6.777265554E-05,-9.59935175500953,9.59935175500953,NN,1,16,17.4467484,-17.4467484,5.6E-06,-5.2519946,5.2519946,6,26.689338684082
38,38,房租,18.373357708074,2.944884111E-06,-12.7354410927708,12.7354410927708,NN,2,8,12.0709642,-12.0709642,0.0002324,-3.6337223,3.6337223,6,29.1727638244629
39,39,安全,11.8202786601825,0.000276529562268,-8.19319282673838,8.19319282673838,NN,2,3,12.64072,-12.64072,0.0001566,-3.8052359,3.8052359,1,23.5533170700073
40,40,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,13,0.82225142,-0.82225142,0.56555866,-0.24752234,0.24752234,12,20.5328178405762
41,41,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,11,5.7484972,-5.7484972,0.0186007,-1.7304701,1.7304701,10,10.5284700393677
42,42,担心,14.7646420571608,3.5925255503E-05,-10.2340700138978,10.2340700138978,VV,2,14,10.6534576,-10.6534576,0.0006209,-3.2070103,3.2070103,9,16.9565796852112
43,43,！,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,4,6.8148764,-6.8148764,0.0088821,-2.0514822,2.0514822,3,10.4685592651367
44,44,暑假,17.6611943662681,4.824482512E-06,-12.2418070802999,12.2418070802999,NN,2,11,19.5318795,-19.5318795,1.3E-06,-5.8796816,5.8796816,2,20.0095338821411
45,45,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,10,3.7343714,-3.7343714,0.075135,-1.1241578,1.1241578,3,11.6707878112793
46,46,接受,12.0933607044043,0.000228841970964,-8.38247887575229,8.38247887575229,VV,2,10,7.6955212,-7.6955212,0.0048241,-2.3165827,2.3165827,8,30.9143657684326
47,47,默默,17.8829653085159,4.137052486E-06,-12.3955269836491,12.3955269836491,NR,2,29,18.7374829,-18.7374829,2.3E-06,-5.6405444,5.6405444,15,25.7076797485352
48,48,独立,12.0314258704241,0.000238880072613,-8.33954892020043,8.33954892020043,VA,2,7,15.6144094,-15.6144094,1.99E-05,-4.7004056,4.7004056,5,36.219820022583
49,49,为,8.03241127072237,0.00381947146685,-5.56764322539914,5.56764322539914,VC,1,10,8.969668,-8.969668,0.001995,-2.700139,2.700139,2,8.96366596221924
50,50,和,6.75356366123813,0.009267759608739,-4.68121361051931,4.68121361051931,CC,1,7,5.8948567,-5.8948567,0.0168063,-1.7745287,1.7745287,4,16.066873550415
51,51,已经,10.8947766294485,0.000525225058942,-7.55168370353263,7.55168370353263,AD,2,7,15.341554,-15.341554,2.4E-05,-4.618268,4.618268,0,16.7145247459412
52,52,135,16.8927096761454,8.218407651E-06,-11.7091340840379,11.7091340840379,CD,3,4,16.235455,-16.235455,1.3E-05,-4.887359,4.887359,2,27.7935905456543
53,53,爱,14.1215054409475,5.6105221121E-05,-9.78828168165468,9.78828168165468,NN,1,13,10.8168679,-10.8168679,0.0005544,-3.2562017,3.2562017,3,35.6105690002441
54,54,的,3.9353155417727900,0.0653660105229162,-2.72775287239354,2.72775287239354,DEG,1,17,4.173326,-4.173326,0.0554247,-1.2562963,1.2562963,6,26.8795394897461
55,55,而且,10.6812232981146,0.000609019778348,-7.40365981401936,7.40365981401936,AD,2,13,10.0741675,-10.0741675,0.0009276,-3.0326266,3.0326266,4,33.1492738723755
56,56,商议,18.3435187986716,3.006426671E-06,-12.7147583368476,12.7147583368476,NN,2,13,19.710773,-19.710773,1E-06,-5.933534,5.933534,3,17.0116572380066
57,57,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,15,3.18632084,-3.18632084,0.10985551,-0.95917815,0.95917815,7,11.8792972564697
58,58,非常,11.9624804954081,0.000250573159072,-8.29175962789548,8.29175962789548,AD,2,21,15.663476,-15.663476,1.9E-05,-4.715176,4.715176,0,16.6521706581116
59,59,一,6.9939943419764,0.007845089698705,-4.84786745899315,4.84786745899315,CD,1,19,9.2598234,-9.2598234,0.0016312,-2.7874846,2.7874846,3,17.9737892150879
60,60,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,8,3.7230894,-3.7230894,0.0757248,-1.1207616,1.1207616,2,9.69761562347412
61,61,更新,13.9702828046115,6.2305419995E-05,-9.68346213764156,9.68346213764156,VV,2,5,11.902581,-11.902581,0.000261,-3.583034,3.583034,3,19.7922778129578
62,62,.,4.8550000518315,0.0345540816748389,-3.36522959754539,3.36522959754539,PU,1,6,9.4395384,-9.4395384,0.0014402,-2.8415842,2.8415842,5,12.3422250747681
63,63,大,8.73262464362626,0.002350812771009,-6.05299415061784,6.05299415061784,VA,1,10,15.0681383,-15.0681383,2.91E-05,-4.5359616,4.5359616,3,28.8135166168213
64,64,租,16.6932729011242,9.43678653E-06,-11.570895045732,11.570895045732,VV,1,7,19.080783,-19.080783,2E-06,-5.743888,5.743888,1,10.0114841461182
65,65,所,9.211300965105,0.0016870272995361,-6.38478729325163,6.38478729325163,NN,1,24,11.212281,-11.212281,0.000421,-3.375233,3.375233,7,21.860782623291
66,66,价格,11.3235666997155,0.000390181582208,-7.84889833179028,7.84889833179028,NN,2,7,17.681231,-17.681231,5E-06,-5.322581,5.322581,2,33.9321746826172
67,67,我,8.2849017013646,0.003206240360514,-5.74265625551717,5.74265625551717,PN,1,10,5.3988181,-5.3988181,0.0237025,-1.6252062,1.6252062,5,19.3783664703369
68,68,月,8.35584676087881,0.0030523862308216,-5.7918316234941,5.7918316234941,NN,1,11,8.976533,-8.976533,0.0019852,-2.7022057,2.7022057,5,35.2156944274902
69,69,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,19,2.2935671,-2.2935671,0.2039706,-0.6904325,0.6904325,3,13.8212757110596
70,70,个,8.5534438053212,0.002661686172089,-5.92879545773632,5.92879545773632,M,1,28,18.4229538,-18.4229538,2.8E-06,-5.5458617,5.5458617,1,16.6088790893555
71,71,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,10,4.8530958,-4.8530958,0.0345997,-1.4609274,1.4609274,9,13.6000108718872
72,72,印度,13.3174920059997,9.795699167E-05,-9.23098203608827,9.23098203608827,NR,2,16,13.09085,-13.09085,0.00011,-3.94074,3.94074,6,18.7738795280457
73,73,有,7.40823627459694,0.005887062769161,-5.13499808665878,5.13499808665878,VE,1,20,8.7765822,-8.7765822,0.0022803,-2.6420145,2.6420145,15,22.7739753723145
74,74,安全,11.8202786601825,0.000276529562268,-8.19319282673838,8.19319282673838,NN,2,9,10.255828,-10.255828,0.000818,-3.087312,3.087312,7,32.7590141296387
75,75,续签,22.6436550294747,1.52609168E-07,-15.6953856412524,15.6953856412524,VV,2,14,20.0743869,-20.0743869,9E-07,-6.0429926,6.0429926,12,14.653796672821
76,76,然后,12.3552532493785,0.000190852638302,-8.56400895491084,8.56400895491084,AD,2,7,13.434934,-13.434934,9E-05,-4.044318,4.044318,0,16.4832797050476
77,77,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,5,6.5798656,-6.5798656,0.0104535,-1.9807369,1.9807369,4,11.8182125091553
78,78,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,8,3.463499,-3.463499,0.0906532,-1.0426171,1.0426171,7,17.6603183746338
79,79,在,6.51320196568733,0.010947900470762,-4.51460757893367,4.51460757893367,P,1,5,2.5973608,-2.5973608,0.1652405,-0.7818835,0.7818835,2,11.8542938232422
80,80,位置,13.38533007425,9.3457497068E-05,-9.27800380183064,9.27800380183064,NN,2,5,14.8809533,-14.8809533,3.31E-05,-4.4796133,4.4796133,2,25.8499546051025
81,81,时间,10.763581842829,0.000575226657959,-7.46074640708313,7.46074640708313,NN,2,12,15.227448,-15.227448,2.61E-05,-4.5839186,4.5839186,6,30.349711894989
82,82,是,6.43900552066259,0.01152567040388,-4.46317852225719,4.46317852225719,VC,1,10,9.70896,-9.70896,0.0011948,-2.9226882,2.9226882,4,13.601321220398
83,83,车库,20.7125888462294,5.8195509E-07,-14.3568725608613,14.3568725608613,NN,2,13,18.479713,-18.479713,3E-06,-5.562948,5.562948,11,26.2697439193726
84,84,窗,17.3574047396107,5.95525725E-06,-12.031236157099,12.031236157099,NN,1,8,19.1868262,-19.1868262,1.7E-06,-5.7758102,5.7758102,3,16.4444828033447
85,85,卧室,18.975161840654,1.940471E-06,-13.152579930518,13.152579930518,NN,2,7,21.8001674,-21.8001674,3E-07,-6.5625043,6.5625043,0,18.0121603012085
86,86,啦,17.2410085319158,6.455639592E-06,-11.9505564539074,11.9505564539074,IJ,1,5,17.089698,-17.089698,7.2E-06,-5.1445117,5.1445117,3,13.5521402359009
87,87,间,9.94547993925184,0.00101417340335,-6.89368137920791,6.89368137920791,NN,1,18,15.7724232,-15.7724232,1.79E-05,-4.7479725,4.7479725,8,48.8984336853027
88,88,我们,8.51981687670353,0.002724454520211,-5.90548704697409,5.90548704697409,PN,2,14,13.2329926,-13.2329926,0.0001039,-3.9835277,3.9835277,0,15.7491793632507
89,89,尽量,14.9774282109728,3.099879775E-05,-10.3815621364748,10.3815621364748,AD,2,6,17.508594,-17.508594,5E-06,-5.270612,5.270612,3,23.7458209991455
90,90,！,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,5,12.7214811,-12.7214811,0.0001481,-3.8295474,3.8295474,4,11.1855220794678
91,91,！,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,9,14.2457618,-14.2457618,5.15E-05,-4.2884016,4.2884016,8,21.9107666015625
92,92,也,8.30053886491148,0.003171676040733,-5.75349511134164,5.75349511134164,AD,1,18,11.598442,-11.598442,0.000322,-3.491479,3.491479,4,16.9294834136963
93,93,可以,9.23190599530059,0.00166310388576,-6.39906961183706,6.39906961183706,VV,2,7,5.5315441,-5.5315441,0.0216192,-1.6651607,1.6651607,5,27.9499225616455
94,94,长短,17.3497944511996,5.986754531E-06,-12.0259611071436,12.0259611071436,NN,2,7,9.5651837,-9.5651837,0.0013201,-2.8794072,2.8794072,3,31.4944281578064
95,95,厅,13.848937172701,6.777265554E-05,-9.59935175500953,9.59935175500953,NN,1,10,17.4467484,-17.4467484,5.6E-06,-5.2519946,5.2519946,5,27.201171875
96,96,就,8.84868469560169,0.002169104545537,-6.13344084842025,6.13344084842025,AD,1,5,10.8730168,-10.8730168,0.0005332,-3.2731042,3.2731042,1,12.7255849838257
97,97,起来,10.7969320102376,0.000562081904248,-7.48386298159358,7.48386298159358,VV,2,5,14.774737,-14.774737,3.6E-05,-4.447639,4.447639,1,17.8252339363098
98,98,：,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,4,11.7353335,-11.7353335,0.0002933,-3.5326874,3.5326874,1,10.098316192627
99,99,+,16.6488061694411,9.732175927E-06,-11.5400730560371,11.5400730560371,PU,1,7,14.3373892,-14.3373892,4.83E-05,-4.3159842,4.3159842,2,17.6546974182129
100,100,种,8.03378395343976,0.0038158390782527,-5.5685946965545,5.5685946965545,M,1,17,17.260845,-17.260845,6E-06,-5.196032,5.196032,4,11.6712465286255
101,101,衣柜,21.7908169908619,2.75619827E-07,-15.1042433593137,15.1042433593137,NN,2,10,22.2847646,-22.2847646,2E-07,-6.7083826,6.7083826,8,30.4790811538696
102,102,几,10.5533705942678,0.000665455311384,-7.31503907282094,7.31503907282094,CD,1,9,19.6043975,-19.6043975,1.3E-06,-5.9015117,5.9015117,1,11.8050518035889
103,103,是,6.43900552066259,0.01152567040388,-4.46317852225719,4.46317852225719,VC,1,5,6.0732443,-6.0732443,0.0148515,-1.8282287,1.8282287,2,9.48583507537842
104,104,（,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,25,7.787755,-7.787755,0.004525,-2.344348,2.344348,4,28.1834411621094
105,105,一,6.9939943419764,0.007845089698705,-4.84786745899315,4.84786745899315,CD,1,12,3.1461337,-3.1461337,0.1129586,-0.9470806,0.9470806,2,6.80504894256592
106,106,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,5,3.9133831,-3.9133831,0.0663673,-1.1780457,1.1780457,4,17.3194313049316
107,107,也,8.30053886491148,0.003171676040733,-5.75349511134164,5.75349511134164,AD,1,9,7.201136,-7.201136,0.006796,-2.167758,2.167758,2,9.86764049530029
108,108,升级,15.1039967448994,2.8395134187E-05,-10.4692927589136,10.4692927589136,VV,2,16,10.7298919,-10.7298919,0.0005888,-3.2300193,3.2300193,3,32.9894304275513
109,109,该,11.0178979594182,0.000482261091834,-7.63702490626792,7.63702490626792,VV,1,8,8.4015355,-8.4015355,0.0029572,-2.5291142,2.5291142,0,12.0680103302002
110,110,半,13.8914961874713,6.5802586223E-05,-9.62885141610498,9.62885141610498,CD,1,11,16.1182795,-16.1182795,1.41E-05,-4.8520856,4.8520856,0,11.1541519165039
111,111,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,8,4.1022696,-4.1022696,0.0582229,-1.2349062,1.2349062,7,14.3640766143799
112,112,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,7,3.10849305,-3.10849305,0.11594455,-0.93574965,0.93574965,2,11.4397764205933
113,113,可以,9.23190599530059,0.00166310388576,-6.39906961183706,6.39906961183706,VV,2,7,8.5433639,-8.5433639,0.0026803,-2.5718088,2.5718088,2,28.1128416061401
114,114,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,10,3.577624,-3.577624,0.083758,-1.076972,1.076972,5,14.7772045135498
115,115,友好,14.4677833768813,4.4132977907E-05,-10.0283032566373,10.0283032566373,VA,2,16,17.4146911,-17.4146911,5.7E-06,-5.2423444,5.2423444,3,24.4104390144348
116,116,次,10.277917004899,0.000805450190526,-7.12410919397485,7.12410919397485,M,1,11,16.309792,-16.309792,1.23E-05,-4.9097366,4.9097366,9,33.1195640563965
117,117,好,9.95740514797664,0.001005824873956,-6.90194730401309,6.90194730401309,VA,1,12,7.5972589,-7.5972589,0.0051641,-2.2870028,2.2870028,6,13.6424608230591
118,118,房间,15.4625206588513,2.2147130929E-05,-10.7178025990327,10.7178025990327,NN,2,9,18.1539274,-18.1539274,3.4E-06,-5.4648767,5.4648767,0,16.4361329078674
119,119,空间,12.8655654730644,0.00013399200366,-8.91773043396399,8.91773043396399,NN,2,20,16.615773,-16.615773,1E-05,-5.001846,5.001846,1,28.7107791900635
120,120,椅子,17.2286395280314,6.511225219E-06,-11.9419829137386,11.9419829137386,NN,2,13,5.9860696,-5.9860696,0.0157766,-1.8019865,1.8019865,5,33.542236328125
121,121,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,15,5.03696,-5.03696,0.03046,-1.516276,1.516276,6,9.26797294616699
122,122,交,12.9804037860247,0.00012373971305,-8.99733028681266,8.99733028681266,VV,1,20,19.075455,-19.075455,2E-06,-5.742284,5.742284,11,39.6010704040527
123,123,包括,10.8994248440034,0.000523535561153,-7.55490560034598,7.55490560034598,VV,2,10,11.1347798,-11.1347798,0.0004447,-3.3519027,3.3519027,1,21.476137638092
124,124,很,9.70013729650634,0.001202175053697,-6.72362281811774,6.72362281811774,AD,1,6,9.6727407,-9.6727407,0.0012252,-2.9117851,2.9117851,1,17.3174667358398
125,125,能够,11.6374074902154,0.000313899969629,-8.06643619086997,8.06643619086997,VV,2,8,16.8586276,-16.8586276,8.4E-06,-5.0749526,5.0749526,0,15.7816090583801
126,126,距离,14.2603870680994,5.095604855E-05,-9.88454708994662,9.88454708994662,NN,2,9,16.64074,-16.64074,1E-05,-5.009362,5.009362,5,19.8335013389587
127,127,9-9.,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,CD,4,7,30.332572,-30.332572,0.0,-9.131014,9.131014,6,26.3186779022217
128,128,！,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,5,13.600253,-13.600253,8.1E-05,-4.094084,4.094084,4,12.8648290634155
129,129,男生,19.5498501165167,1.30289286E-06,-13.5509234886331,13.5509234886331,NN,2,8,15.0514253,-15.0514253,2.94E-05,-4.5309305,4.5309305,2,40.5321550369263
130,130,女生,18.3589117630247,2.974519851E-06,-12.7254279266894,12.7254279266894,NN,2,11,14.84362,-14.84362,3.4E-05,-4.468375,4.468375,9,48.9331302642822
131,131,前,10.9072415449141,0.000520706651075,-7.56032372454354,7.56032372454354,JJ,1,7,14.361144,-14.361144,4.8E-05,-4.323135,4.323135,1,9.37478637695313
132,132,床上,16.7323891396922,9.184361509E-06,-11.5980083562095,11.5980083562095,NN,2,6,19.860874,-19.860874,1.1E-06,-5.9787188,5.9787188,2,20.2694826126099
133,133,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,22,5.9021284,-5.9021284,0.0167218,-1.7767177,1.7767177,8,27.9622821807861
134,134,课,14.4677687721672,4.4133424677E-05,-10.0282931334209,10.0282931334209,NN,1,16,16.95555,-16.95555,1E-05,-5.10413,5.10413,6,19.9950294494629
135,135,免税,16.6007495200996,1.006181769E-05,-11.5067627250389,11.5067627250389,VA,2,18,15.029356,-15.029356,3E-05,-4.524287,4.524287,11,34.158805847168
136,136,是,6.43900552066259,0.01152567040388,-4.46317852225719,4.46317852225719,VC,1,7,9.7285903,-9.7285903,0.0011787,-2.9285975,2.9285975,4,19.2764434814453
137,137,女生,18.3589117630247,2.974519851E-06,-12.7254279266894,12.7254279266894,NN,2,7,16.405694,-16.405694,1.2E-05,-4.938606,4.938606,2,23.3156385421753
138,138,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,12,3.8242847,-3.8242847,0.0705953,-1.1512244,1.1512244,6,16.1227073669434
139,139,有,7.40823627459694,0.005887062769161,-5.13499808665878,5.13499808665878,VE,1,9,16.516181,-16.516181,1.1E-05,-4.971866,4.971866,2,19.1869411468506
140,140,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,16,2.35808039,-2.35808039,0.1950505,-0.70985293,0.70985293,8,16.7025871276855
141,141,房东,21.9571169145334,2.4561178E-07,-15.2195136825339,15.2195136825339,NN,2,13,21.4723,-21.4723,0.0,-6.4638,6.4638,1,21.1403226852417
142,142,的,3.9353155417727900,0.0653660105229162,-2.72775287239354,2.72775287239354,DEG,1,21,4.4888959,-4.4888959,0.0445356,-1.3512923,1.3512923,5,35.5787544250488
143,143,必须,10.2913160203147,0.000798004210883,-7.13339668373255,7.13339668373255,VV,2,19,13.1708895,-13.1708895,0.0001084,-3.9648328,3.9648328,10,24.645872592926
144,144,就,8.84868469560169,0.002169104545537,-6.13344084842025,6.13344084842025,AD,1,18,12.069083,-12.069083,0.000233,-3.633156,3.633156,14,12.3354415893555
145,145,层,13.1740653374107,0.000108195990876,-9.13156624513874,9.13156624513874,NR,1,9,19.7495488,-19.7495488,1.1E-06,-5.9452066,5.9452066,1,12.4491138458252
146,146,再,11.3556525210635,0.0003815996527428,-7.871138528393580,7.871138528393580,AD,1,5,10.297519,-10.297519,0.000795,-3.099862,3.099862,2,9.87890911102295
147,147,好,9.95740514797664,0.001005824873956,-6.90194730401309,6.90194730401309,VA,1,6,16.531416,-16.531416,1.1E-05,-4.976452,4.976452,3,12.7099571228027
148,148,都,8.92347753506678,0.002059518020429,-6.18528329422155,6.18528329422155,AD,1,14,7.954164,-7.954164,0.004032,-2.394442,2.394442,10,13.3044528961182
149,149,负责,12.0018625964356,0.000243825629781,-8.31905722018718,8.31905722018718,VV,2,9,2.401955,-2.401955,0.189208,-0.7230605,0.7230605,2,23.8074808120728
150,150,卧室,18.975161840654,1.940471E-06,-13.152579930518,13.152579930518,NN,2,5,20.0643205,-20.0643205,9E-07,-6.0399623,6.0399623,3,22.8122653961182
151,151,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,3,4.356526,-4.356526,0.048815,-1.311445,1.311445,2,15.535044670105
152,152,食品,13.447556415915,8.9512183352E-05,-9.32113581511226,9.32113581511226,NN,2,6,15.809385,-15.809385,1.7E-05,-4.759099,4.759099,2,21.5818619728088
153,153,一点,11.8561217994679,0.000269743945839,-8.21803739767646,8.21803739767646,AD,2,18,17.775654,-17.775654,4E-06,-5.351005,5.351005,15,19.3498277664185
154,154,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,13,3.89133,-3.89133,0.06739,-1.171407,1.171407,12,17.7926635742188
155,155,有,7.40823627459694,0.005887062769161,-5.13499808665878,5.13499808665878,VE,1,9,8.8205476,-8.8205476,0.0022118,-2.6552494,2.6552494,4,17.9690437316895
