,Unnamed: 0,random_non_cs_1_word,word_freq_zh,non_log_word_freq_zh,neg_base_e_word_freq_zh,base_e_word_freq_zh,cs_word_pos_zh,cs_word_length_zh,sentence_length_zh,ngram_surp_zh,base_2_ngram_prob_zh,raw_ngram_prob_zh,base_10_ngram_prob_zh,base_10_ngram_surp_zh,zh_word_index,llm_surp_zh
393,393,啊,15.6201965445023,1.9854195864E-05,-10.827095194614,10.827095194614,IJ,1,7,17.37053,-17.37053,1E-05,-5.22905,5.22905,5,17.4359436035156
394,394,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,5,4.066624,-4.066624,0.0596794,-1.2241758,1.2241758,4,14.9972410202026
395,395,厅,13.848937172701,6.777265554E-05,-9.59935175500953,9.59935175500953,NN,1,24,17.4467484,-17.4467484,5.6E-06,-5.2519946,5.2519946,5,31.0995979309082
396,396,后院,20.1166845952263,8.79578335E-07,-13.9438232093948,13.9438232093948,NN,2,6,20.107893,-20.107893,1E-06,-6.053079,6.053079,2,24.9696545600891
397,397,妹子,22.746865848104,1.42072843E-07,-15.7669259291886,15.7669259291886,NR,2,8,21.4138807,-21.4138807,4E-07,-6.4462204,6.4462204,4,42.0182399749756
398,398,请,13.1195652259672,0.00011236145048,-9.09378964655144,9.09378964655144,VV,1,6,15.9483791,-15.9483791,1.58E-05,-4.8009405,4.8009405,2,10.7438888549805
399,399,吐血,24.8389674319579,3.3321592E-08,-17.2170602434819,17.2170602434819,VV,2,3,22.9497612,-22.9497612,1E-07,-6.9085665,6.9085665,0,18.3962798118591
400,400,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,10,3.29768054,-3.29768054,0.10169492,-0.99270076,0.99270076,3,28.9144248962402
401,401,有,7.40823627459694,0.005887062769161,-5.13499808665878,5.13499808665878,VE,1,17,13.0142599,-13.0142599,0.0001209,-3.9176826,3.9176826,2,7.40889549255371
402,402,任,12.582648362704,0.000163021700098,-8.72162723658549,8.72162723658549,VV,1,5,14.4112964,-14.4112964,4.59E-05,-4.3382325,4.3382325,2,18.93044090271
403,403,524,19.3755115567618,1.470245437E-06,-13.4300812074761,13.4300812074761,CD,3,6,21.449399,-21.449399,3E-07,-6.4569125,6.4569125,4,21.9738111495972
404,404,有,7.40823627459694,0.005887062769161,-5.13499808665878,5.13499808665878,VE,1,9,9.8397739,-9.8397739,0.0010913,-2.9620671,2.9620671,0,6.76027488708496
405,405,游泳池,19.3232764021695,1.524453524E-06,-13.3938745573443,13.3938745573443,NN,3,25,4.8781856,-4.8781856,0.0340032,-1.4684802,1.4684802,23,31.8543513615926
406,406,我,8.2849017013646,0.003206240360514,-5.74265625551717,5.74265625551717,PN,1,14,10.851035,-10.851035,0.000541,-3.266487,3.266487,5,12.473687171936
407,407,锅,22.3796823616514,1.8325014E-07,-15.5124137308058,15.5124137308058,NR,1,15,18.345384,-18.345384,3E-06,-5.522511,5.522511,6,26.7440567016602
408,408,大部分,23.8405802829262,6.6568722E-08,-16.5250310060233,16.5250310060233,CD,3,11,12.8392069,-12.8392069,0.0001365,-3.8649864,3.8649864,0,19.588783899943
409,409,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,6,6.4636821,-6.4636821,0.0113302,-1.9457622,1.9457622,5,10.8015089035034
410,410,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,7,2.754681,-2.754681,0.1481694,-0.8292416,0.8292416,6,18.1401596069336
411,411,一,6.9939943419764,0.007845089698705,-4.84786745899315,4.84786745899315,CD,1,20,12.967704,-12.967704,0.000125,-3.903668,3.903668,11,16.0284271240234
412,412,有,7.40823627459694,0.005887062769161,-5.13499808665878,5.13499808665878,VE,1,9,5.343525,-5.343525,0.0246285,-1.6085613,1.6085613,2,10.0922393798828
413,413,一,6.9939943419764,0.007845089698705,-4.84786745899315,4.84786745899315,CD,1,8,13.0753096,-13.0753096,0.0001159,-3.9360604,3.9360604,0,6.89288520812988
414,414,便宜,16.324695271774,1.2183639861E-05,-11.3154165011304,11.3154165011304,VA,2,12,3.1958021,-3.1958021,0.1091359,-0.9620323,0.9620323,10,45.2444362640381
415,415,？,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,6,13.1180821,-13.1180821,0.0001125,-3.9489362,3.9489362,5,10.7886266708374
416,416,互,15.0383295880294,2.971746154E-05,-10.4237757542738,10.4237757542738,AD,1,14,18.9982712,-18.9982712,1.9E-06,-5.7190495,5.7190495,10,28.3814544677734
417,417,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,6,5.10633,-5.10633,0.02903,-1.53716,1.53716,5,12.1107578277588
418,418,到,8.30852029261678,0.003154177811727,-5.75902741545241,5.75902741545241,VV,1,11,9.2084451,-9.2084451,0.0016904,-2.7720182,2.7720182,6,12.4406471252441
419,419,独立,12.0314258704241,0.000238880072613,-8.33954892020043,8.33954892020043,VA,2,13,14.2726631,-14.2726631,5.05E-05,-4.2964997,4.2964997,7,29.294264793396
420,420,一,6.9939943419764,0.007845089698705,-4.84786745899315,4.84786745899315,CD,1,13,10.182372,-10.182372,0.0008606,-3.0651994,3.0651994,2,17.9468860626221
421,421,需要,10.3669224104711,0.0007572606531854,-7.18580303990177,7.18580303990177,VV,2,18,8.547975,-8.547975,0.002672,-2.573197,2.573197,7,25.78227186203
422,422,遮挡,23.9015599099971,6.3813641E-08,-16.5672988625991,16.5672988625991,NR,2,7,18.0663518,-18.0663518,3.6E-06,-5.4385138,5.4385138,5,21.5990524291992
423,423,可,10.2336883869174,0.000830525228307,-7.09345225212085,7.09345225212085,AD,1,5,12.9716389,-12.9716389,0.0001245,-3.9048524,3.9048524,0,8.09938907623291
424,424,钢琴,17.835973321938,4.274024706E-06,-12.3629546206437,12.3629546206437,NN,2,6,15.3474184,-15.3474184,2.4E-05,-4.6200333,4.6200333,5,23.4150543212891
425,425,另外,12.7679864125737,0.00014336829009,-8.85009378330317,8.85009378330317,AD,2,9,9.4072958,-9.4072958,0.0014727,-2.8318782,2.8318782,0,17.8032636642456
426,426,的,3.9353155417727900,0.0653660105229162,-2.72775287239354,2.72775287239354,DEG,1,9,4.6676189,-4.6676189,0.0393466,-1.4050933,1.4050933,3,9.3608922958374
427,427,一,6.9939943419764,0.007845089698705,-4.84786745899315,4.84786745899315,CD,1,13,10.182372,-10.182372,0.0008606,-3.0651994,3.0651994,2,16.1807041168213
428,428,不错,16.1793362170205,1.3475177319E-05,-11.2146612821592,11.2146612821592,VA,2,19,20.132901,-20.132901,1E-06,-6.060607,6.060607,15,32.0387544631958
429,429,一,6.9939943419764,0.007845089698705,-4.84786745899315,4.84786745899315,CD,1,14,10.1487441,-10.1487441,0.0008809,-3.0550764,3.0550764,10,32.9706649780273
430,430,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,11,4.2185105,-4.2185105,0.0537158,-1.2698982,1.2698982,1,17.4205951690674
431,431,房,13.4443568431481,8.9710921517E-05,-9.31891804026994,9.31891804026994,NN,1,9,18.133834,-18.133834,3E-06,-5.458828,5.458828,0,9.59291934967041
432,432,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,5,5.192925,-5.192925,0.0273384,-1.5632262,1.5632262,4,12.5345191955566
433,433,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,12,3.463499,-3.463499,0.0906532,-1.0426171,1.0426171,11,17.5649318695068
434,434,保养,18.0081008432521,3.793337473E-06,-12.4822643267394,12.4822643267394,NN,2,12,13.4240061,-13.4240061,9.1E-05,-4.0410285,4.0410285,4,29.467499256134
435,435,东方,14.476777477174,4.385869839E-05,-10.0345374918969,10.0345374918969,NR,2,24,19.425804,-19.425804,1.4E-06,-5.8477497,5.8477497,9,27.088930606842
436,436,出现,10.8765807020328,0.000531891387795,-7.53907124774675,7.53907124774675,VV,2,9,11.9083076,-11.9083076,0.0002602,-3.5847578,3.5847578,6,20.5552635192871
437,437,有意,16.0222554710459,1.5025208422E-05,-11.1057812059666,11.1057812059666,VV,2,9,17.35671,-17.35671,1E-05,-5.22489,5.22489,0,15.0006124973297
438,438,出租,15.2216138644913,2.6172044158E-05,-10.5508187337443,10.5508187337443,VV,2,3,19.2002288,-19.2002288,1.7E-06,-5.7798448,5.7798448,0,15.5643124580383
439,439,一,6.9939943419764,0.007845089698705,-4.84786745899315,4.84786745899315,CD,1,8,13.0753096,-13.0753096,0.0001159,-3.9360604,3.9360604,0,6.74212598800659
440,440,个,8.5534438053212,0.002661686172089,-5.92879545773632,5.92879545773632,M,1,6,17.899216,-17.899216,4E-06,-5.388201,5.388201,1,9.3720760345459
441,441,目前,11.48966025401,0.000347750388264,-7.9640256106587,7.9640256106587,NT,2,16,9.8005237,-9.8005237,0.0011214,-2.9502516,2.9502516,0,16.7947130203247
442,442,同学,15.5130753615083,2.1384494628E-05,-10.7528444486434,10.7528444486434,NN,2,8,15.745894,-15.745894,1.82E-05,-4.7399864,4.7399864,3,40.3714332580566
443,443,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,26,3.8588138,-3.8588138,0.0689257,-1.1616187,1.1616187,25,14.253737449646
444,444,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,11,4.1892493,-4.1892493,0.0548164,-1.2610897,1.2610897,4,14.3143262863159
445,445,很多,12.2139772587649,0.000210487581815,-8.46608390033616,8.46608390033616,CD,2,8,6.1278432,-6.1278432,0.0143,-1.8446646,1.8446646,2,43.0939512252808
446,446,招租,26.2959831498785,1.213725E-08,-18.2269865803901,18.2269865803901,VV,2,4,20.1661648,-20.1661648,8E-07,-6.0706205,6.0706205,2,27.184314250946
447,447,厅,13.848937172701,6.777265554E-05,-9.59935175500953,9.59935175500953,NN,1,33,17.4467484,-17.4467484,5.6E-06,-5.2519946,5.2519946,7,31.5116291046143
448,448,车,13.138629917377,0.000110886402271,-9.10700428365041,9.10700428365041,NN,1,11,17.58004,-17.58004,1E-05,-5.29212,5.29212,2,14.7307100296021
449,449,了,6.57820721768322,0.010465556093563,-4.55966578607621,4.55966578607621,SP,1,11,7.1582614,-7.1582614,0.0070008,-2.1548514,2.1548514,5,26.361665725708
450,450,是,6.43900552066259,0.01152567040388,-4.46317852225719,4.46317852225719,VC,1,16,5.8771901,-5.8771901,0.0170133,-1.7692105,1.7692105,3,32.4092178344727
451,451,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,10,2.382068,-2.382068,0.191834,-0.717074,0.717074,9,12.5879716873169
452,452,扩大,11.6949373027353,0.000301628986243,-8.10631281821632,8.10631281821632,VV,2,24,14.39436,-14.39436,4.6E-05,-4.333134,4.333134,13,43.8826570510864
453,453,可不可以,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,AD,4,7,22.2965767,-22.2965767,2E-07,-6.7119384,6.7119384,0,21.7052280902863
454,454,房间,15.4625206588513,2.2147130929E-05,-10.7178025990327,10.7178025990327,NN,2,9,18.1539274,-18.1539274,3.4E-06,-5.4648767,5.4648767,0,16.2769446372986
455,455,的,3.9353155417727900,0.0653660105229162,-2.72775287239354,2.72775287239354,DEG,1,6,4.8946561,-4.8946561,0.0336172,-1.4734383,1.4734383,2,8.6904764175415
456,456,也,8.30053886491148,0.003171676040733,-5.75349511134164,5.75349511134164,AD,1,15,8.028961,-8.028961,0.003829,-2.416958,2.416958,1,14.5419998168945
457,457,非常,11.9624804954081,0.000250573159072,-8.29175962789548,8.29175962789548,AD,2,21,13.4582,-13.4582,8.9E-05,-4.051322,4.051322,3,37.9244518280029
458,458,试车,19.7865845699424,1.10571839E-06,-13.7150153075665,13.7150153075665,VV,2,6,20.6415164,-20.6415164,6E-07,-6.2137156,6.2137156,4,22.4773654937744
459,459,豪华,18.3762241296019,2.93903887E-06,-12.7374279447712,12.7374279447712,VA,2,13,20.576199,-20.576199,1E-06,-6.194053,6.194053,0,18.1066474914551
460,460,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,5,7.1756676,-7.1756676,0.0069169,-2.1600912,2.1600912,4,24.1742877960205
461,461,比较,10.9552503982915,0.000503664127415,-7.593600925904,7.593600925904,AD,2,15,15.135465,-15.135465,2.8E-05,-4.556229,4.556229,6,26.8262243270874
462,462,所有,11.3671809746174,0.000378562473407,-7.87912944347071,7.87912944347071,DT,2,7,14.371521,-14.371521,4.7E-05,-4.326259,4.326259,1,16.7043600082397
463,463,推荐,15.2742218353734,2.523486973E-05,-10.5872838004362,10.5872838004362,VV,2,15,15.5163461,-15.5163461,2.13E-05,-4.6708856,4.6708856,11,30.1029930114746
464,464,方便,14.2859849934192,5.0059902496E-05,-9.90229021971017,9.90229021971017,VA,2,4,9.6791102,-9.6791102,0.0012198,-2.9137025,2.9137025,2,27.4993715286255
465,465,个,8.5534438053212,0.002661686172089,-5.92879545773632,5.92879545773632,M,1,23,16.222393,-16.222393,1.3E-05,-4.883427,4.883427,4,23.5586395263672
466,466,齐全,16.0467933357155,1.47718154E-05,-11.1227895576793,11.1227895576793,VA,2,26,20.7138348,-20.7138348,6E-07,-6.2354856,6.2354856,2,35.8933362960815
467,467,分别,12.3249261904104,0.000194907038348,-8.54298783949241,8.54298783949241,AD,2,13,11.6602589,-11.6602589,0.000309,-3.5100877,3.5100877,8,41.0003337860107
468,468,同学,15.5130753615083,2.1384494628E-05,-10.7528444486434,10.7528444486434,NN,2,18,14.740661,-14.740661,3.7E-05,-4.437381,4.437381,16,32.5233278274536
469,469,！,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,6,4.4240727,-4.4240727,0.0465824,-1.3317786,1.3317786,5,18.5917339324951
470,470,三室一厅,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,NR,4,6,29.067256,-29.067256,0.0,-8.750116,8.750116,0,20.4643466472626
471,471,一,6.9939943419764,0.007845089698705,-4.84786745899315,4.84786745899315,CD,1,7,14.0676958,-14.0676958,5.82E-05,-4.2347984,4.2347984,4,13.3039474487305
472,472,的,3.9353155417727900,0.0653660105229162,-2.72775287239354,2.72775287239354,DEG,1,8,5.2091228,-5.2091228,0.0270332,-1.5681022,1.5681022,1,16.1986198425293
473,473,家具,17.1806123172682,6.73163173E-06,-11.9086929880079,11.9086929880079,NN,2,6,19.62148,-19.62148,1E-06,-5.906654,5.906654,0,15.5074234008789
474,474,;,9.47100035656205,0.001409109697502,-6.56479719423322,6.56479719423322,PU,1,7,10.393373,-10.393373,0.000744,-3.128717,3.128717,6,17.181713104248
475,475,我们,8.51981687670353,0.002724454520211,-5.90548704697409,5.90548704697409,PN,2,6,13.2329926,-13.2329926,0.0001039,-3.9835277,3.9835277,0,15.9910826683044
476,476,合理,12.0183583534869,0.000241053608409,-8.33049120767851,8.33049120767851,VA,2,20,16.916906,-16.916906,8E-06,-5.092496,5.092496,15,39.5941781997681
477,477,个,8.5534438053212,0.002661686172089,-5.92879545773632,5.92879545773632,M,1,9,9.116744,-9.116744,0.0018013,-2.7444134,2.7444134,2,18.79248046875
478,478,可以,9.23190599530059,0.00166310388576,-6.39906961183706,6.39906961183706,VV,2,20,12.5429773,-12.5429773,0.0001676,-3.7758124,3.7758124,14,27.1479530334473
479,479,很多,12.2139772587649,0.000210487581815,-8.46608390033616,8.46608390033616,CD,2,12,14.3731139,-14.3731139,4.71E-05,-4.3267384,4.3267384,3,34.6850147247314
480,480,能力,11.1345796542103,0.000444792581239,-7.71790249403599,7.71790249403599,NN,2,11,7.8073821,-7.8073821,0.0044642,-2.3502562,2.3502562,5,32.5387778282166
481,481,非常,11.9624804954081,0.000250573159072,-8.29175962789548,8.29175962789548,AD,2,11,13.65927,-13.65927,8E-05,-4.11185,4.11185,8,19.7953581809998
482,482,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,10,3.7343714,-3.7343714,0.075135,-1.1241578,1.1241578,3,13.3101186752319
483,483,方便,14.2859849934192,5.0059902496E-05,-9.90229021971017,9.90229021971017,VA,2,10,8.9730131,-8.9730131,0.00199,-2.7011461,2.7011461,8,24.5199975967407
484,484,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,11,3.416889,-3.416889,0.09363,-1.028586,1.028586,10,16.534273147583
485,485,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,13,1.44276971,-1.44276971,0.3678604,-0.43431696,0.43431696,3,21.7871723175049
486,486,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,21,4.1444448,-4.1444448,0.0565455,-1.2476022,1.2476022,10,31.4130020141602
487,487,更,10.0474561218748,0.0009449619624301,-6.964365882677310,6.964365882677310,AD,1,19,8.5501499,-8.5501499,0.0026678,-2.5738516,2.5738516,16,11.1199836730957
488,488,看,9.69896778996037,0.001203149980185,-6.72281217795276,6.72281217795276,VV,1,5,15.509856,-15.509856,2.1E-05,-4.668932,4.668932,2,21.2837886810303
489,489,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,5,5.9021284,-5.9021284,0.0167218,-1.7767177,1.7767177,1,10.6619558334351
490,490,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,5,3.8385367,-3.8385367,0.0699013,-1.1555147,1.1555147,1,10.2004585266113
491,491,接手,21.0430565672678,4.62816435E-07,-14.5859353299651,14.5859353299651,VV,2,17,13.602807,-13.602807,8E-05,-4.094853,4.094853,6,19.312406539917
492,492,客厅,18.0796092257492,3.609901178E-06,-12.5318301604536,12.5318301604536,NN,2,5,20.807986,-20.807986,1E-06,-6.263828,6.263828,0,16.6580228805542
493,493,上面,14.2278406030752,5.2118655646E-05,-9.86198759947789,9.86198759947789,NN,2,11,16.332313,-16.332313,1.2E-05,-4.916516,4.916516,9,38.9685430526733
494,494,的,3.9353155417727900,0.0653660105229162,-2.72775287239354,2.72775287239354,DEG,1,10,3.9020739,-3.9020739,0.0668896,-1.1746413,1.1746413,2,32.3535804748535
495,495,了,6.57820721768322,0.010465556093563,-4.55966578607621,4.55966578607621,SP,1,10,4.820244,-4.820244,0.035397,-1.451038,1.451038,6,7.30263090133667
496,496,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,7,4.3437668,-4.3437668,0.0492488,-1.3076041,1.3076041,6,26.4793510437012
497,497,住,12.1107404923812,0.000226101707489,-8.39452562678718,8.39452562678718,VV,1,9,12.868654,-12.868654,0.000134,-3.873851,3.873851,3,25.012264251709
498,498,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,12,4.92711,-4.92711,0.032869,-1.483208,1.483208,11,19.3285465240479
499,499,常,13.5593925139517,8.2835429867E-05,-9.39865469115122,9.39865469115122,AD,1,5,16.2942686,-16.2942686,1.24E-05,-4.9050636,4.9050636,1,9.70290851593018
500,500,$200,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,NN,4,9,27.452254,-27.452254,0.0,-8.263952,8.263952,2,9.98334431648254
501,501,也,8.30053886491148,0.003171676040733,-5.75349511134164,5.75349511134164,AD,1,8,10.9193753,-10.9193753,0.0005163,-3.2870595,3.2870595,0,8.11201190948486
502,502,专业,11.6468731971875,0.000311847173411,-8.07299731896972,8.07299731896972,NN,2,13,7.9414455,-7.9414455,0.0040681,-2.3906133,2.3906133,10,18.978075504303
503,503,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,12,10.0795447,-10.0795447,0.0009242,-3.0342453,3.0342453,0,4.71904993057251
504,504,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,7,5.012912,-5.012912,0.030972,-1.509037,1.509037,6,13.771430015564
505,505,全,10.7071969438395,0.0005981533652163,-7.421663373322380,7.421663373322380,VA,1,8,16.5329694,-16.5329694,1.05E-05,-4.9769197,4.9769197,5,11.854022026062
506,506,（,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,18,4.8028779,-4.8028779,0.0358253,-1.4458103,1.4458103,3,15.8077936172485
507,507,厕所,19.3033314755212,1.5456751E-06,-13.3800497876716,13.3800497876716,NN,2,3,20.7402704,-20.7402704,6E-07,-6.2434435,6.2434435,0,19.3699488639832
508,508,地下室,19.2776378818067,1.573449294E-06,-13.3622403456299,13.3622403456299,NN,3,6,17.551503,-17.551503,5E-06,-5.283529,5.283529,1,18.6686922709147
509,509,备注,19.5216002971164,1.328656594E-06,-13.5313422059644,13.5313422059644,NN,2,5,23.0394625,-23.0394625,1E-07,-6.9355693,6.9355693,1,22.8008322715759
510,510,入住,21.0671644593826,4.55146884E-07,-14.6026456474137,14.6026456474137,VV,2,4,17.0561089,-17.0561089,7.3E-06,-5.1344004,5.1344004,2,25.9182243347168
511,511,时间,10.763581842829,0.000575226657959,-7.46074640708313,7.46074640708313,NN,2,6,14.8856073,-14.8856073,3.3E-05,-4.4810143,4.4810143,1,35.1165461540222
512,512,细节,15.2388261098301,2.5861650737E-05,-10.562749353072,10.562749353072,NN,2,14,7.581896,-7.581896,0.005219,-2.282378,2.282378,10,28.1821165084839
513,513,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,8,3.1436349,-3.1436349,0.1131544,-0.9463284,0.9463284,2,11.3246593475342
514,514,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,11,3.22108512,-3.22108512,0.10723999,-0.96964324,0.96964324,4,29.9653701782227
515,515,有,7.40823627459694,0.005887062769161,-5.13499808665878,5.13499808665878,VE,1,14,15.0045433,-15.0045433,3.04E-05,-4.5168176,4.5168176,9,20.2978515625
516,516,卧室,18.975161840654,1.940471E-06,-13.152579930518,13.152579930518,NN,2,17,19.9633139,-19.9633139,1E-06,-6.0095563,6.0095563,6,43.3279590606689
517,517,：,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,5,9.39907,-9.39907,0.001481,-2.829402,2.829402,4,9.10873889923096
518,518,卫生间,18.6950669475237,2.356264705E-06,-12.9584329450555,12.9584329450555,NN,3,8,10.828295,-10.828295,0.00055,-3.2596416,3.2596416,3,28.5765212376912
519,519,现价,19.6170644355225,1.24358415E-06,-13.5975129043452,13.5975129043452,NT,2,7,23.5446344,-23.5446344,1E-07,-7.0876412,7.0876412,3,26.6566586494446
520,520,上,7.95865043824743,0.004019828205023,-5.51651611233338,5.51651611233338,DT,1,15,10.4267075,-10.4267075,0.0007265,-3.1387517,3.1387517,1,12.4411668777466
521,521,车主,21.2104740330827,4.12108046E-07,-14.7019802743712,14.7019802743712,NN,2,6,20.5869926,-20.5869926,6E-07,-6.1973023,6.1973023,4,24.9894113540649
522,522,是,6.43900552066259,0.01152567040388,-4.46317852225719,4.46317852225719,VC,1,11,1.4114148,-1.4114148,0.3759428,-0.4248782,0.4248782,2,15.5967016220093
523,523,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,12,4.3464047,-4.3464047,0.0491589,-1.3083982,1.3083982,11,32.4428939819336
524,524,一下,13.2083672768874,0.000105653832642,-9.15534253777473,9.15534253777473,AD,2,3,18.1273982,-18.1273982,3.5E-06,-5.4568906,5.4568906,1,21.9923775196075
525,525,是,6.43900552066259,0.01152567040388,-4.46317852225719,4.46317852225719,VC,1,14,5.4522523,-5.4522523,0.0228407,-1.6412915,1.6412915,8,20.4592742919922
526,526,会,8.95862605289983,0.002009948075643,-6.20964639025839,6.20964639025839,VV,1,12,7.8244213,-7.8244213,0.0044118,-2.3553855,2.3553855,6,9.6041784286499
527,527,同学,15.5130753615083,2.1384494628E-05,-10.7528444486434,10.7528444486434,NN,2,9,15.3256664,-15.3256664,2.44E-05,-4.6134853,4.6134853,2,27.0795936584473
528,528,草地,18.2433650949136,3.222551633E-06,-12.6453370794651,12.6453370794651,NN,2,4,17.954676,-17.954676,4E-06,-5.404896,5.404896,1,14.7664918899536
529,529,最,10.5234689355324,0.00067939162975,-7.29431282237448,7.29431282237448,AD,1,16,5.7535778,-5.7535778,0.0185353,-1.7319995,1.7319995,8,7.63156414031982
530,530,可以,9.23190599530059,0.00166310388576,-6.39906961183706,6.39906961183706,VV,2,5,5.1734615,-5.1734615,0.0277098,-1.5573671,1.5573671,2,33.4213237762451
531,531,齐全,16.0467933357155,1.47718154E-05,-11.1227895576793,11.1227895576793,VA,2,8,20.955008,-20.955008,0.0,-6.308086,6.308086,6,22.2982501983643
532,532,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,9,3.6371339,-3.6371339,0.0803736,-1.0948864,1.0948864,5,14.7783756256104
533,533,渠道,13.8082771799817,6.970988726E-05,-9.57116839569456,9.57116839569456,NN,2,8,16.151424,-16.151424,1.4E-05,-4.862063,4.862063,1,22.0644946098328
534,534,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,13,3.19076997,-3.19076997,0.10951725,-0.96051747,0.96051747,7,18.134578704834
535,535,也,8.30053886491148,0.003171676040733,-5.75349511134164,5.75349511134164,AD,1,12,8.023563,-8.023563,0.003843,-2.415333,2.415333,8,13.4127931594849
536,536,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,12,0.5830327,-0.5830327,0.66755902,-0.17551033,0.17551033,11,17.5187549591064
537,537,具体,11.1564699272324,0.000438094606182,-7.73307567506295,7.73307567506295,VA,2,8,14.670624,-14.670624,3.8E-05,-4.416298,4.416298,0,16.6555733680725
538,538,运送,17.3853542130692,5.840995836E-06,-12.0506092558249,12.0506092558249,VV,2,7,16.4585346,-16.4585346,1.11E-05,-4.9545126,4.9545126,2,19.3417935371399
539,539,打,12.9849984348714,0.000123346257653,-9.00051505470644,9.00051505470644,VV,1,11,13.0184276,-13.0184276,0.0001205,-3.9189372,3.9189372,2,40.4077377319336
540,540,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,9,3.0392403,-3.0392403,0.1216459,-0.9149025,0.9149025,4,10.9772510528564
541,541,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,3,3.51447,-3.51447,0.0875063,-1.0579609,1.0579609,2,10.0513372421265
542,542,赠送,18.1098765076871,3.534955519E-06,-12.5528098415921,12.5528098415921,VV,2,18,20.2642045,-20.2642045,8E-07,-6.1001334,6.1001334,0,18.9810190200806
543,543,租房,19.5377803761506,1.31383872E-06,-13.5425573821282,13.5425573821282,VV,2,8,20.3609992,-20.3609992,7E-07,-6.1292715,6.1292715,5,40.6127262115479
544,544,均,12.7476465562345,0.000145403885669,-8.83599526922864,8.83599526922864,AD,1,13,15.464728,-15.464728,2.2E-05,-4.655347,4.655347,10,19.2507610321045
545,545,学生,11.3316377137849,0.000388004844561,-7.85449273243674,7.85449273243674,NN,2,11,13.36006,-13.36006,0.0001,-4.02178,4.02178,9,29.9486207962036
546,546,及,10.058564730256,0.000937713790182,-6.97206578325667,6.97206578325667,CC,1,22,8.6377143,-8.6377143,0.0025107,-2.6002111,2.6002111,1,19.6653099060059
547,547,。,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,7,7.094393,-7.094393,0.007318,-2.135625,2.135625,6,10.9990682601929
548,548,，,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,8,3.259931,-3.259931,0.104391,-0.981337,0.981337,4,10.9479885101318
549,549,、,34.6447113041096,3.723E-11,-24.0138839617568,24.0138839617568,PU,1,18,6.4810468,-6.4810468,0.0111946,-1.9509895,1.9509895,8,9.28649806976318
550,550,内部,12.1231964061785,0.000224157997601,-8.4031594083171,8.4031594083171,NN,2,33,9.5553873,-9.5553873,0.0013291,-2.8764582,2.8764582,21,25.627411365509
