,Unnamed: 0,word_freq_zh,cs_word_pos_zh,cs_word_length_zh,ngram_surp_zh,zh_word_index
0,0,11.9624804954081,AD,2,13.865585,3
1,1,9.20076377903289,P,1,12.6886903,1
2,2,18.2124630356125,AD,2,16.506764,1
3,3,17.1806123172682,NN,2,18.2407095,2
4,4,6.75356366123813,CC,1,8.7153654,5
5,5,10.2336883869174,AD,1,6.0807854,4
6,6,13.1195652259672,VV,1,14.5655864,8
7,7,18.6950669475237,NN,3,18.557692,12
8,8,19.1728773511971,NN,2,7.3410674,6
9,9,17.1329895302753,NN,2,10.1326883,5
10,10,12.2032460188357,AD,2,10.3982704,10
11,11,9.23920792529292,AD,1,17.7918064,9
12,12,10.058564730256,CC,1,7.4988637,9
13,13,18.2544751598763,IJ,1,18.7760349,6
14,14,9.23190599530059,VV,2,7.5042668,2
15,15,11.4721846033347,NN,2,9.3059809,3
16,16,3.9353155417727903,DEG,1,4.3384295,5
17,17,6.75356366123813,CC,1,5.597578,4
18,18,8.96811711566611,CD,1,12.7878904,2
19,19,9.90742841964741,CC,1,7.6980525,2
20,20,15.0955715387635,NN,2,10.3581757,1
21,21,17.1306214146733,VV,2,18.264929,4
22,22,9.95740514797664,VA,1,19.8214586,11
23,23,19.5398668808909,NN,2,20.1439238,11
24,24,13.1667510066905,NN,2,16.4549293,4
25,25,12.2032460188357,AD,2,10.3982704,11
26,26,11.9624804954081,AD,2,14.1196438,2
27,27,15.5231651397704,VV,1,14.625469,7
28,28,11.300351591512,CC,2,9.5481372,9
29,29,3.9353155417727903,DEG,1,3.3333545,5
30,30,14.2732037015465,VA,2,20.4148702,1
31,31,8.30053886491148,AD,1,10.2717535,6
32,32,11.4721846033347,NN,2,15.5442689,7
33,33,8.84868469560169,AD,1,9.5298101,2
34,34,11.4721846033347,NN,2,9.3059809,8
35,35,16.9817161675826,NN,1,25.529722,11
36,36,6.75356366123813,CC,1,5.6171658,2
37,37,16.7448528769089,VA,2,19.294845,10
38,38,9.55418322723403,CD,1,15.324237,3
39,39,10.058564730256,CC,1,20.8983649,14
40,40,12.6376638420142,IJ,1,16.4845918,5
41,41,8.84868469560169,AD,1,8.1881455,5
42,42,15.2216138644913,VV,2,18.6460409,1
43,43,6.9939943419764,CD,1,13.338697,3
44,44,12.9485265137219,AD,2,14.3174623,3
45,45,11.3671809746174,DT,2,7.4524391,6
46,46,18.975161840654,NN,2,20.10089,10
47,47,7.66017748945888,AD,1,10.0980917,4
48,48,7.66017748945888,AD,1,11.2019571,2
49,49,8.30852029261678,VV,1,7.8110801,3
50,50,8.84868469560169,AD,1,9.7505,2
51,51,3.9353155417727903,DEG,1,1.22878502,1
52,52,11.300351591512,CC,2,8.7869297,3
53,53,16.7448528769089,VA,2,19.0981609,11
54,54,23.8405802829262,CD,3,7.2095433,2
55,55,11.1141931609912,JJ,1,12.4034473,12
56,56,17.1806123172682,NN,2,19.62148,0
57,57,25.0080866835659,NN,2,24.7298,8
58,58,10.5227021778355,NN,1,5.852554,3
59,59,9.55418322723403,CD,1,14.2403397,3
60,60,6.75356366123813,CC,1,9.4171323,5
61,61,11.0028350708453,NT,2,5.894482,5
62,62,10.4556854935298,VV,1,8.7305007,5
63,63,9.70013729650634,AD,1,11.2841552,1
64,64,23.9512243466102,VV,4,22.481195,3
65,65,20.3551246390287,VV,2,16.6957492,2
66,66,3.9353155417727903,DEG,1,3.155838,2
67,67,16.9817161675826,NN,1,24.9899203,14
68,68,9.70013729650634,AD,1,12.155536,5
69,69,12.6376638420142,IJ,1,16.48939,4
70,70,18.2124630356125,AD,2,16.506764,1
71,71,15.5231651397704,VV,1,14.6451372,7
72,72,8.30053886491148,AD,1,6.3907226,3
73,73,8.92347753506678,AD,1,8.9646173,6
74,74,3.9353155417727903,DEG,1,4.4767648,6
75,75,13.2083672768874,AD,2,14.955045,4
76,76,14.5723823990559,NN,2,15.1888296,6
77,77,6.43900552066259,VC,1,7.1775366,1
78,78,6.75356366123813,CC,1,6.28555,10
79,79,17.1806123172682,NN,2,16.990689,12
80,80,10.6131722143327,NN,2,12.243539,5
81,81,19.5498501165167,NN,2,15.4467079,3
82,82,8.30053886491148,AD,1,7.9000028,12
83,83,7.66017748945888,AD,1,10.0137161,2
84,84,10.7071969438395,VA,1,12.8263092,13
85,85,3.9353155417727903,DEG,1,3.9452032,2
86,86,15.395100140046,NN,2,20.167043,12
87,87,3.9353155417727903,DEG,1,4.111939,3
88,88,11.4721846033347,NN,2,9.3059809,6
89,89,10.9682690807973,AD,2,8.1624271,5
90,90,17.8936380387434,NN,2,18.4085566,10
91,91,12.1231964061785,NN,2,11.45348,1
92,92,6.51320196568733,P,1,6.7953637,1
93,93,11.3446632329382,AD,1,8.6741103,5
94,94,6.75356366123813,CC,1,5.1707757,5
95,95,21.0671644593826,VV,2,17.3075623,19
96,96,12.3552532493785,AD,2,18.536568,12
97,97,12.8531668275919,NN,2,10.7894122,5
98,98,3.9353155417727903,DEG,1,4.2909262,6
99,99,3.9353155417727903,DEG,1,2.96461008,1
100,100,8.30852029261678,VV,1,8.0650029,6
101,101,3.9353155417727903,DEG,1,2.2273784,6
102,102,6.75356366123813,CC,1,6.0137755,3
103,103,9.08171248557967,CD,1,13.9994929,3
104,104,17.1806123172682,NN,2,18.2407095,2
105,105,34.6447113041096,CD,7,13.305687,0
106,106,8.30053886491148,AD,1,6.6815631,5
107,107,8.63088511741373,NR,2,10.5298052,2
108,108,10.6551069252386,NN,1,9.2510409,7
109,109,3.9353155417727903,DEG,1,3.9452032,2
110,110,7.40823627459694,VE,1,8.1068337,8
111,111,12.0018625964356,VV,2,7.0300353,5
112,112,6.75356366123813,CC,1,5.6171658,2
113,113,18.0796092257492,NN,2,19.722958,6
114,114,34.6447113041096,NN,2,19.985507,1
115,115,11.300351591512,CC,2,14.061665,1
116,116,8.30053886491148,AD,1,10.0886415,5
117,117,13.4110752450954,VV,2,14.8378061,14
118,118,9.98809948585358,CD,1,14.4117113,3
119,119,14.7984297399724,VV,2,17.4753668,3
120,120,9.88839784073311,VV,1,13.3310748,4
121,121,14.5093577262554,VV,1,16.861001,16
122,122,14.5479086600661,NN,2,17.123108,1
123,123,6.51320196568733,P,1,18.318882,22
124,124,3.9353155417727903,DEG,1,1.20263952,2
125,125,10.3669224104711,VV,2,12.6993507,2
126,126,18.3589117630247,NN,2,18.2885516,1
127,127,9.90742841964741,CC,1,7.6918152,4
128,128,6.75356366123813,CC,1,8.6707888,2
129,129,10.9174008224668,AD,2,11.5674008,4
130,130,23.0696448395308,NR,2,21.645228,5
131,131,16.9794864360751,NN,2,20.374758,1
132,132,6.9939943419764,CD,1,10.0928789,8
133,133,10.6186492327282,AD,1,7.920908,14
134,134,15.0955715387635,NN,2,16.9388,11
135,135,13.6739208003727,P,1,11.6917904,20
136,136,7.40823627459694,VE,1,9.4003649,1
137,137,8.84868469560169,AD,1,12.23596,7
138,138,8.84868469560169,AD,1,12.23596,6
139,139,17.1414678662051,NR,1,29.7167114,4
140,140,15.2778576550483,CD,3,27.711876,12
141,141,14.0246159023795,VV,2,14.9178672,14
142,142,12.0450621974867,VV,2,14.11281,16
143,143,19.3188085979624,VV,2,19.148447,4
144,144,17.1306214146733,VV,2,18.48562,1
145,145,10.4556854935298,VV,1,10.1739187,4
146,146,9.08171248557967,CD,1,14.2201829,4
147,147,9.23190599530059,VV,2,11.2162886,16
148,148,11.4721846033347,NN,2,15.742996,5
149,149,34.6447113041096,URL,13,16.334932,4
150,150,6.75356366123813,CC,1,7.7427327,3
151,151,10.7071969438395,VA,1,14.9420934,20
152,152,23.972285962138,NT,2,17.004747,5
153,153,15.7368524272206,AD,2,20.104993,10
154,154,12.6828320848008,AD,1,14.512863,1
155,155,19.0635990099122,AD,2,22.630876,4
156,156,3.9353155417727903,DEG,1,15.414985,15
157,157,6.75356366123813,CC,1,6.7165214,4
158,158,9.49031623060193,CD,1,12.9252159,7
159,159,13.1548432589154,JJ,2,16.057622,5
160,160,10.6617596693198,LC,1,5.041219,2
161,161,11.9624804954081,AD,2,13.3096859,5
162,162,11.9624804954081,AD,2,14.3283904,2
163,163,8.84868469560169,AD,1,7.1038592,6
164,164,16.9817161675826,NN,1,24.78368,20
165,165,3.9353155417727903,DEG,1,4.0841362,2
166,166,7.40823627459694,VE,1,7.204907,18
167,167,12.4559187462928,AD,2,11.8259783,10
168,168,18.975161840654,NN,2,20.2015692,5
169,169,6.75356366123813,CC,1,4.5994682,9
170,170,10.6628396501275,AD,1,12.831523,2
171,171,18.975161840654,NN,2,20.3156678,4
172,172,11.3446632329382,AD,1,15.0972241,1
173,173,11.9624804954081,AD,2,13.1475891,12
174,174,20.1390858043599,NN,2,17.077521,2
175,175,16.7104963753055,NN,2,19.453154,10
176,176,21.9571169145334,NN,2,20.917088,4
177,177,11.3109311025812,AD,2,12.9630344,4
178,178,15.0955715387635,NN,2,9.9071131,4
179,179,6.9939943419764,CD,1,12.8941177,7
180,180,8.51981687670353,PN,2,16.9175453,1
181,181,12.4305700834026,AD,2,11.3907579,10
182,182,3.9353155417727903,DEG,1,3.6025058,3
183,183,3.9353155417727903,DEG,1,2.96461008,1
184,184,3.9353155417727903,DEG,1,11.7891617,16
185,185,6.9939943419764,CD,1,10.0928789,11
186,186,10.6617596693198,LC,1,4.280885,5
187,187,6.43900552066259,VC,1,4.431017,2
188,188,9.08171248557967,CD,1,14.2201829,4
189,189,10.7809991476831,NN,2,10.1645967,2
190,190,11.300351591512,CC,2,8.5971207,19
191,191,9.23190599530059,VV,2,11.2162886,6
192,192,14.7407441632447,PN,2,14.3188,2
193,193,12.0314258704241,VA,2,14.496449,3
194,194,10.9682690807973,AD,2,9.1777974,10
195,195,14.8796648282926,NN,2,17.78554,4
196,196,19.5781175277972,NR,2,21.38554,4
197,197,16.7448528769089,VA,2,21.1090047,7
198,198,16.7104963753055,NN,2,17.7054027,9
199,199,6.75356366123813,CC,1,5.7308106,4
200,200,11.1082579889431,NN,1,11.3152913,18
201,201,17.6611943662681,NN,2,19.4834654,1
202,202,3.9353155417727903,DEG,1,3.3902479,3
203,203,16.4390993955288,VA,2,16.3183094,9
204,204,18.6950669475237,NN,3,16.5307231,18
205,205,11.9624804954081,AD,2,13.0833716,5
206,206,3.9353155417727903,DEG,1,4.6774166,3
207,207,16.0222554710459,VV,2,17.35671,0
208,208,3.9353155417727903,DEG,1,4.3901476,8
209,209,8.96811711566611,CD,1,14.017759,5
210,210,9.90742841964741,CC,1,11.1284445,4
211,211,11.159704077345,VV,1,11.2086624,6
212,212,8.30852029261678,VV,1,11.5653239,1
213,213,14.0837823841052,NN,2,17.608391,3
214,214,20.3551246390287,VV,2,19.211365,5
215,215,11.9624804954081,AD,2,12.6507539,6
216,216,15.0955715387635,NN,2,10.8940961,3
217,217,3.9353155417727903,DEG,1,3.9452032,7
218,218,3.9353155417727903,DEG,1,3.9452032,7
219,219,9.23920792529292,AD,1,14.03781,10
220,220,3.9353155417727903,DEG,1,6.7390487,4
221,221,11.9624804954081,AD,2,12.5997191,2
