retrained_eng_ngram_surp,retrained_zh_ngram_surp
4.5422044,7.1670523
7.3516107,6.572656
8.491728,6.893192
7.148909,6.6258574
3.4567983,7.0391965
4.6785617,7.0391965
6.7056246,7.239988
5.451752,6.119012
6.1008515,7.3514414
4.1222215,6.2711697
4.0688233,7.269732
3.8763206,6.9173384
8.78444,6.94559
4.891915,7.1598167
6.20313,7.257902
3.0137546,6.8726544
4.409882,7.21781
5.830504,7.3514414
5.6203556,6.4881063
5.595085,6.8726544
7.467249,7.1875896
4.7641683,7.1875896
8.248479,7.3514414
6.7056246,7.481098
8.588373,7.21781
2.6528378,6.558925
7.8029633,6.8863854
7.689387,6.609683
4.098963,4.5230193
5.845286,7.1807833
5.313124,7.0391965
5.313124,7.0391965
2.7618866,3.2400136
8.300026,7.39772
2.9122741,7.870521
2.7618866,6.9218125
3.4173038,7.249384
7.70976,6.893192
8.095086,7.1670523
8.047297,7.1670523
8.046906,7.39772
7.8522363,7.0391965
5.3908396,6.902603
4.9536295,6.900611
4.2997737,7.3514414
4.9913073,7.289942
7.411057,7.1670523
2.4805171,7.239988
8.897471,7.103322
7.70976,6.893192
6.7056246,6.8726544
6.7056246,6.8726544
4.6648936,7.239988
4.140946,6.277976
6.0966105,6.0870333
5.421294,7.3514414
4.1814704,7.1670523
7.523074,7.1807833
8.215489,7.1735477
8.383741,7.0391965
6.2193484,7.1807833
8.062845,7.1670523
6.0966105,6.2837305
6.1008515,7.3514414
6.1008515,7.3514414
6.5626197,7.3514414
7.804553,7.1598167
6.891274,7.1670523
4.2698207,7.1875896
5.042717,7.1670523
7.345653,7.1670523
8.891808,6.9809256
5.313124,7.0391965
4.438061,7.1670523
8.477818,7.1807833
4.3475046,7.21781
1.3821617,7.1670523
7.673997,7.1807833
5.8251104,7.2962327
2.238189,6.8726544
8.628742,7.3514414
4.243907,6.558925
4.9726033,7.211736
6.4799466,7.3514414
4.5073204,7.211736
4.707431,7.239988
5.313124,6.9234123
4.1836677,7.1670523
3.9503684,7.1670523
4.5422044,7.3514414
7.9101014,7.249384
5.7585855,7.1670523
6.6097817,7.3514414
4.659794,7.2971773
8.735376,7.0391965
8.735376,7.103322
8.248479,7.0391965
4.7407417,4.2635965
7.291581,6.3242297
3.2889676,6.893192
7.291581,7.3514414
4.6260157,7.8777566
7.64935,7.1807833
8.248479,6.1786547
5.6180954,7.0027795
6.631692,7.1670523
3.2889676,6.8726544
4.535881,6.9234123
6.6097817,7.3514414
7.138605,6.558925
4.069317,7.1875896
4.121247,7.239988
8.383076,6.8863854
2.4478118,7.198451
5.8499928,7.3514414
7.5779595,7.1670523
8.735376,7.3514414
7.861945,7.1670523
4.708261,7.239988
7.612606,7.211736
4.340845,7.21781
8.248479,5.783617
2.9138875,7.1875896
4.5987687,7.1670523
7.9190693,7.1807833
5.851484,7.275574
1.2904496,7.583359
7.9382725,7.3514414
7.9190693,7.1807833
7.3144054,6.603609
4.6307507,7.239988
3.4567983,7.0391965
7.197869,7.21781
7.303402,7.1598167
7.786712,7.1807833
5.144592,7.3514414
5.0434995,7.21781
4.519937,6.6318607
5.313124,6.8726544
4.8008184,7.1875896
4.7741194,7.1807833
4.5442743,7.1670523
4.2997737,7.3514414
7.690388,7.2421484
2.1426497,7.1670523
3.709373,7.1598167
6.1008515,7.3514414
4.105214,7.198451
5.641817,7.344206
8.10016,7.1670523
4.2997737,7.3514414
3.8552983,6.9234123
4.064947,7.3514414
5.40277,7.21781
3.3773713,7.1670523
6.8537474,6.8863854
3.4779477,6.8863854
6.7056246,7.8777566
8.64168,7.0391965
5.784157,7.2971773
2.6850717,7.0391965
8.735376,7.0391965
3.057933,7.0391965
3.9425428,6.872971
6.7056246,7.2360053
4.635194,7.583359
8.735376,6.8726544
7.3341794,7.1807833
6.7056246,7.8777566
8.232207,7.1670523
7.540061,7.3514414
3.796207,7.1670523
8.248479,7.344206
4.570856,7.3514414
2.33103,6.8726544
7.696403,7.1598167
7.148909,5.0871525
5.705201,7.2971773
5.1593266,7.1670523
5.5280833,7.21781
4.098963,4.5230193
4.2488008,6.572656
6.413829,8.176075
2.727599,6.572656
4.6590447,6.590324
5.421294,7.1670523
4.226894,6.851959
3.87844,7.1670523
4.8828163,7.1670523
3.4137957,7.21781
3.506884,7.19494
4.557997,7.8777566
3.012134,7.1598167
7.148909,5.0871525
3.093978,7.21781
4.553756,6.6318607
7.9219637,7.2162104
5.151889,6.8726544
5.4098744,7.3805737
4.825872,7.1670523
2.2430968,6.7895927
5.266912,7.1670523
3.7161517,7.1875896
5.313124,7.0391965
8.445461,7.249384
8.562953,7.0391965
3.469161,7.344206
5.0442643,5.331196
6.7056246,6.8726544
7.3516107,6.6841683
7.275767,7.21781
5.948375,6.8918552
3.9501204,7.21781
2.6652484,7.1598167
7.1187353,6.904053
4.9370923,8.026758
5.1364,7.1875896
5.042717,7.21781
6.576252,7.1807833
6.111685,7.3514414
3.4567983,7.0391965
7.465314,7.1911974
7.323184,5.283032
2.878919,7.1875896
5.5283303,7.1807833
4.587,5.9116597
4.3520617,7.1670523
7.9033804,7.1807833
6.4256706,7.1670523
7.681592,7.1670523
2.835998,7.2971773
4.492273,7.1670523
4.064947,7.3514414
5.6180954,7.0027795
8.302659,7.1911974
2.4410691,6.558925
7.9310107,6.558925
8.734741,7.103322
6.6496477,7.1807833
2.3539302,7.1911974
5.551243,7.3514414
7.643759,7.1670523
6.7056246,6.3303742
4.487293,6.558925
8.024424,7.1670523
4.4239254,7.21781
7.625583,7.21781
3.5950813,7.2095747
3.8552983,6.9234123
3.8813267,7.183962
3.712979,7.21781
6.17933,7.21781
3.6658287,6.8726544
8.44248,7.1875896
4.564247,7.21781
5.0742717,7.1670523
3.8464212,7.21781
1.5199027,7.1670523
4.2174163,7.870521
8.09634,6.914836
5.273932,7.275574
7.873079,6.558925
5.1201973,7.2198033
4.203824,7.198451
8.310526,7.1912155
4.61538,7.2327523
4.3942523,6.3303742
3.4552853,6.8726544
4.3942523,6.968143
3.7920637,7.1807833
6.028431,7.21781
3.0797775,7.1670523
7.0985456,6.6978993
0.2659924,7.19494
4.535842,7.239988
3.3427336,7.3514414
4.7446523,7.1670523
8.060259,7.1807833
4.614024,6.94559
6.7056246,7.211736
8.248479,7.3514414
4.2052374,7.275574
6.7056246,7.2045007
4.2240906,7.1807833
5.880659,5.6503654
6.7056246,7.3948727
7.0063286,7.1670523
5.698661,6.558925
5.309184,7.1598167
6.7056246,6.315496
3.8370934,7.8777566
3.5500913,6.4881063
4.061749,7.3514414
5.522931,7.3514414
5.0376444,7.1807833
5.1425905,6.94559
5.0559435,7.3514414
3.0394957,7.3904843
3.4486465,6.4881063
4.3942523,5.6503654
6.2249837,6.284638
4.140946,6.5794625
3.9093645,7.2105746
4.4209127,7.1807833
5.773438,7.3514414
3.9422736,7.2105746
3.4064586,7.1807833
5.880659,5.6503654
7.479975,7.1950088
7.3557053,7.239988
6.855583,7.39772
7.434224,7.1670523
5.880659,5.6503654
6.576252,7.1807833
6.096887,7.1670523
8.193279,7.1670523
4.8859344,6.2574387
8.681123,7.1807833
6.0704637,7.1670523
4.0023093,7.239988
6.340149,4.9350047
8.248479,6.284638
7.2033167,7.1598167
5.0231915,7.3514414
4.3942523,6.3303742
7.375562,6.94559
6.7056246,7.246615
6.7056246,7.239988
4.84781,6.5794625
3.4693127,7.239988
4.6868157,7.1807833
3.9795938,7.3514414
8.12098,7.1807833
5.477954,7.21781
5.522931,7.3514414
5.049496,7.1807833
3.5257046,7.3514414
4.570856,6.558925
4.67192,7.1912155
3.1485267,6.609683
5.522931,7.3514414
3.8298602,6.4881063
4.837399,6.2574387
7.3662777,7.1735477
8.097007,7.21781
4.4142985,6.4755635
4.602444,6.195564
5.346866,7.21781
5.30959,7.1807833
5.5029097,7.8777566
4.7989745,7.1735477
5.6409416,7.1670523
3.5878363,7.103322
6.721648,7.39772
2.992897,6.904053
5.9291296,7.1735477
7.873079,7.1598167
8.06074,7.2095747
7.8156066,7.1807833
8.248479,7.3514414
4.68268,4.4017844
5.654846,7.310274
6.292339,7.193344
4.946851,7.1598167
4.2852154,7.1670523
8.248479,6.308465
5.9564447,7.4086742
7.829159,7.1670523
2.788455,5.0871525
8.290812,7.1807833
7.2328124,7.1670523
5.1988425,7.21781
3.4091346,7.290515
7.9382725,7.201531
4.2997737,7.1670523
3.2962577,7.202339
4.6510844,6.3962607
8.867683,7.1670523
6.0841303,7.1670523
5.274638,7.3514414
7.9907837,6.3839216
3.4981308,6.9982142
7.48508,6.3962607
1.7298295,4.2973504
7.5702295,7.209739
6.7691736,7.198451
4.483746,7.239988
7.718477,7.21781
4.3817663,7.1670523
5.9246206,7.193344
7.748745,7.211736
7.3455315,7.39772
4.553756,5.653321
7.654897,7.1875896
8.248479,7.3514414
7.551042,7.279415
8.248479,6.7433143
7.7722235,7.2229266
8.051096,7.1670523
7.2121096,6.9234123
5.6552715,6.6627083
3.4221435,7.180354
3.4498444,5.2231627
8.112901,7.249384
4.5841866,6.8726544
7.667964,7.1670523
8.248479,7.3514414
8.546282,6.2711697
2.0317726,7.3514414
5.685402,5.554334
3.7494745,6.4648614
3.7909772,7.1807833
6.2583766,7.3514414
8.301752,7.917295
5.2082033,7.193344
3.298759,5.703848
7.8276305,6.558925
5.4893565,5.580385
3.9575057,5.580385
4.1891727,7.1670523
5.6945057,7.1670523
7.883048,7.193344
3.8437948,7.1807833
5.0728474,7.1670523
1.6741931,7.1670523
4.891915,6.558925
1.8742976,7.1670523
5.6505175,7.2327523
7.949543,7.1807833
5.9246206,7.3514414
4.203558,7.1670523
4.9083633,7.249384
4.6824703,7.198451
4.0704904,5.096284
4.081558,7.1875896
4.138001,7.1807833
7.7540226,7.290515
7.2328124,7.279415
3.0576293,7.198022
2.399313,7.2105746
7.922289,7.1598167
8.248479,7.3514414
5.5884595,7.344206
3.44166,7.1598167
4.371233,7.2105746
3.169167,7.2105746
8.419043,7.1807833
8.731555,7.21781
7.9106903,7.39772
7.7511625,7.207458
4.0864367,6.3825297
4.009021,7.1598167
2.7648747,6.6131973
6.7056246,5.6493382
4.7102466,7.249384
8.248479,6.284638
3.3592222,7.269732
5.408515,7.21781
7.831669,7.289942
7.9310474,7.1670523
5.6349597,7.310274
2.8448572,7.211736
4.8404646,7.193344
6.188727,7.21781
8.124731,7.1807833
7.2328124,7.1670523
4.6260157,7.8777566
4.614024,7.2576556
7.1480846,6.715567
7.227005,6.6841683
7.3676915,7.193344
4.660014,7.211736
3.4803069,6.572656
6.742887,7.1875896
4.1768622,7.1670523
8.936988,7.275574
6.1008515,7.3514414
4.9482446,7.198451
3.2786,7.1670523
7.2666435,7.3514414
8.06074,7.2095747
6.5475917,7.1807833
7.5285845,7.193344
8.53005,7.198451
8.53005,7.198451
5.3676314,7.1807833
6.0021567,7.3514414
5.1751757,6.195564
4.741852,7.215691
5.9246206,7.1807833
8.248479,7.1807833
7.8276305,7.1735477
7.4811015,7.1670523
2.566617,7.2708354
4.741333,7.1670523
7.1478696,6.119012
3.0194592,7.3904843
3.9121494,7.39772
4.8351784,7.1875896
4.152643,7.21781
7.87062,8.026758
5.438109,6.1918364
3.87844,7.39772
4.457959,5.2570305
2.2431831,7.21781
7.7046165,7.1807833
5.4771614,7.2683387
5.5234694,7.21781
6.4799466,7.3514414
7.8906302,6.3825297
4.570978,7.1598167
8.248479,7.344206
7.8258038,7.3514414
8.10162,7.1807833
7.772517,7.3514414
8.020843,7.1875896
4.415047,6.8726544
2.7942863,6.8863854
5.985651,7.3514414
2.3437958,7.39772
8.035127,7.1735477
4.6133904,7.3514414
5.213104,5.225617
6.7056246,6.94559
5.171978,7.3514414
8.373044,7.3112745
7.817838,7.1598167
3.066732,7.180354
4.0230064,7.21781
5.3502445,7.0571885
3.556234,7.1807833
4.592333,7.1807833
7.6624727,6.8863854
4.494595,7.1670523
4.386526,7.093234
6.0668926,7.0570436
6.4799466,7.3514414
5.6822777,7.259735
6.4799466,7.3514414
4.461695,5.811053
4.553756,5.653321
7.182955,7.1598167
7.4181848,7.1735477
5.8499928,7.3514414
3.1624055,7.1912155
5.2082033,7.1670523
4.00895,7.255239
4.2997737,7.290987
7.303402,6.315496
6.7056246,6.315496
7.4104414,7.3514414
8.248479,7.1807833
8.248479,7.198451
6.0592103,7.1598167
6.7672186,7.1807833
5.9246206,7.1807833
4.5385504,7.2327523
5.524436,7.3514414
3.8320425,7.1875896
5.2508445,7.093234
8.248479,6.6322837
4.3443203,5.937234
8.389448,6.8726544
8.094761,7.1807833
8.248479,7.344206
2.3388922,6.572656
4.689991,7.1598167
2.9536123,6.1395493
5.003825,7.3514414
4.191278,6.7991915
8.248479,6.284638
3.8771927,7.289942
7.2701464,7.193344
2.7778623,7.1670523
7.148909,5.0871525
3.7423978,6.572656
4.5296,7.2576556
5.3000393,6.9850173
5.2509327,6.4755635
7.317962,7.1670523
5.313124,7.3514414
3.9606564,5.320925
4.5157437,7.1670523
4.887785,7.1807833
3.6907341,7.1670523
7.0063286,7.1807833
3.139368,6.6841683
7.7768908,7.2421484
7.258507,7.8188686
7.2328124,7.1670523
4.799418,7.198451
4.3892784,7.1670523
8.005764,7.1807833
3.957134,7.1807833
5.480525,7.21781
5.438109,7.3514414
5.2044463,6.4618325
3.9251575,7.3514414
5.313124,7.0391965
4.339861,7.39772
8.248479,6.284638
5.685402,6.4496098
8.074375,7.1670523
7.6903477,6.590324
5.6203556,5.811053
5.3059287,7.1670523
7.057162,7.21781
7.77239,7.1807833
3.8137505,7.1516843
3.8137505,7.1516843
7.5218306,7.1670523
8.10016,7.1807833
5.032918,7.290515
7.243317,7.2360053
7.1158676,7.3122644
7.968951,7.3514414
3.2585769,6.8863854
5.6203556,5.811053
4.003989,7.180354
3.3541353,6.226773
3.6886752,6.7047057
5.0734053,5.594116
3.7644737,6.8726544
6.576252,7.1807833
6.6097817,7.3514414
4.695373,7.1670523
5.327889,6.558925
7.92296,7.275574
3.5931957,7.103322
4.317659,7.21781
7.771417,7.21781
6.1008515,7.3514414
4.1014957,7.1875896
3.516072,7.1735477
4.3903337,7.4153876
7.2328124,7.279415
8.124731,7.1807833
3.3305938,7.1598167
4.18985,6.7895927
4.099457,7.1670523
4.265362,5.7800136
7.201675,7.249384
6.8537474,7.239988
8.234528,7.481098
4.622079,7.1875896
4.2366414,6.3303742
3.6727066,6.558925
4.9787555,5.798504
5.3676314,7.2138476
3.7203147,7.239988
4.1072273,6.299195
7.252808,6.9173384
6.153658,7.239988
5.185275,7.0168767
2.702013,6.6543474
8.248479,6.3702464
3.4872317,6.9234123
8.53005,7.198451
4.1072273,6.9320707
5.880659,5.6503654
3.3941524,6.893192
4.472644,7.21781
5.2508445,7.310274
3.5722573,7.1807833
4.3817663,6.081655
3.012869,7.2105746
5.6076517,7.344206
5.266912,7.1670523
4.282191,7.1735477
7.301659,7.1670523
7.140124,7.1670523
5.9246206,7.198451
4.3837614,7.3514414
6.4799466,7.3514414
7.757576,7.1807833
8.315317,7.2971773
5.1181436,7.1807833
4.282706,7.1735477
7.3778577,7.198451
5.973683,7.3514414
5.042717,7.3514414
5.7994823,7.1670523
6.7056246,7.211736
7.70708,7.1670523
7.2833843,6.4332876
8.248479,7.344206
5.6076517,7.344206
7.0063286,7.1670523
4.353634,7.2327523
4.2345614,7.180354
6.268466,7.1807833
5.533573,7.1735477
7.4551773,7.1875896
3.4371564,6.9982142
6.5347433,7.3514414
4.3942523,7.239988
7.301659,7.1670523
5.8647237,6.8989463
3.8807576,7.1598167
6.7056246,6.953135
3.3592222,7.2624965
4.24928,7.205999
8.232217,7.382336
4.7019978,7.1875896
4.0047746,7.1875896
5.436972,7.1670523
7.3942246,6.8863854
3.4552853,6.8726544
5.094028,7.1950088
4.2997737,7.3514414
5.300188,6.8726544
3.8125348,6.8863854
7.70976,7.1735477
2.5982127,6.8863854
4.225169,7.1670523
8.248479,6.7433143
3.8864074,7.1670523
7.130084,7.1807833
5.916267,7.1807833
6.2399807,7.1670523
4.4064207,6.7433143
4.5926743,7.39772
5.3676314,7.1670523
8.248479,6.7433143
3.6384072,7.2105746
7.667964,7.1807833
7.9461055,7.262256
7.2439094,6.734926
7.9361362,7.1670523
7.985734,7.3904843
3.1719031,6.8726544
4.115651,7.2327523
6.2193484,7.310274
7.8262377,7.249384
7.8159485,7.1598167
3.649146,7.3904843
7.757576,7.1735477
4.3942523,7.239988
8.248479,6.7433143
4.6178174,7.39772
2.899557,7.180354
5.2337904,7.1598167
4.4213586,7.1801524
7.3778577,7.290987
7.9823337,7.1670523
7.010546,7.1735477
1.5428543,7.3514414
5.822947,7.3514414
3.105353,6.8726544
3.6177056,7.1735477
5.449379,7.1670523
8.248479,6.7433143
3.8837695,7.21781
3.2705739,6.6978993
7.487732,7.2524996
7.4894567,7.279415
7.292824,7.2105746
3.8552983,6.9234123
3.7675717,7.1735477
4.035251,7.186859
8.556557,7.255239
3.6373205,7.22428
5.2426243,7.1875896
4.3817663,7.3948727
3.9020205,7.1807833
2.9463649,7.239988
4.098963,7.2327523
7.9857945,6.9635043
8.388383,6.6131973
4.725853,7.239988
7.5534906,7.2095747
4.3329496,7.1670523
2.5395336,5.7937446
4.4170046,5.7937446
6.4799466,7.3514414
5.0352955,7.1807833
7.2926044,7.206612
3.3728187,7.1598167
4.0165577,5.7799773
7.255307,7.1670523
7.8934975,7.2095747
4.6771994,6.572656
3.9485822,4.5230193
5.524436,7.310274
4.4712853,7.1807833
3.942614,7.220577
2.500473,7.1807833
7.978208,7.2095747
7.3822637,7.1807833
2.6528378,6.558925
5.213104,7.1670523
4.496892,7.2971773
8.248479,7.344206
8.248479,6.7433143
3.0531425,5.225617
5.3881283,7.344206
4.3053193,7.3514414
4.5258045,7.3514414
4.809267,7.2105746
4.0179577,7.1670523
7.7102904,5.225617
3.9186037,7.3514414
8.558431,7.198451
3.8669517,7.39772
8.248479,6.284638
4.2997737,7.198451
5.524436,7.310274
5.524436,7.310274
7.7684784,7.2140465
8.248479,7.3514414
8.117027,7.1670523
3.7300177,7.1670523
2.3268085,7.275574
5.1094413,7.436382
4.0091906,7.2105746
4.955635,7.2105746
4.7494845,6.8726544
7.1724305,7.1735477
8.248479,7.344206
7.785739,7.206811
5.9490952,7.1598167
6.668623,7.344206
4.4833517,7.3514414
4.342376,7.2360053
5.0708313,7.1911974
5.0669274,7.1670523
8.65597,7.1933727
5.3676314,7.1670523
4.422287,7.239988
5.354744,7.1807833
3.872097,6.619685
8.248479,5.77362
5.2533484,7.310274
6.7056246,7.239988
3.2121782,6.68905
5.3991337,7.1807833
3.6864324,6.872971
7.8525677,7.249384
7.654897,6.3962607
5.1013055,7.1598167
4.8322296,7.1807833
7.817838,6.558925
6.250223,7.1807833
4.6611304,5.9269385
8.248479,7.310274
4.9536295,7.1911974
7.2563143,7.1807833
2.5947185,7.1807833
5.073461,7.1670523
7.5177884,6.7433143
3.9069898,7.2105746
4.8322296,7.1807833
8.136188,7.1807833
6.7056246,7.1598167
4.289773,7.2105746
4.373979,7.1598167
4.1099763,6.3962607
7.457303,5.631143
5.818773,7.1670523
3.8582602,6.9234123
7.667964,7.3514414
4.2684093,6.8863854
4.7850795,7.21781
5.9246206,6.6978993
3.3978915,7.1735477
5.319001,6.9343615
3.6043956,7.6717052
8.149068,7.2095747
7.5620832,7.1807833
4.5151134,7.198451
3.6848264,7.310274
5.559169,6.6841683
5.403897,7.21781
2.3718567,7.1735477
4.757992,7.21781
4.2543964,6.2199664
7.6246333,6.2711697
8.294835,7.1807833
3.6603599,6.132743
7.547443,7.1807833
6.7056246,7.103322
2.7805169,5.7937446
7.4367604,7.3514414
7.654857,7.3514414
7.998726,7.1670523
8.248479,7.3514414
7.301659,7.1807833
7.6723833,7.1807833
5.7961726,7.0570436
5.0304556,7.1598167
7.9364305,7.275574
4.0974965,7.21781
7.6484985,6.893192
3.1308975,7.1807833
2.704174,7.1735477
6.7958345,7.344206
3.4091346,7.39772
6.2193484,7.310274
3.1308975,7.1807833
7.3247466,7.246615
8.757241,7.4291463
4.041122,7.274627
3.3581002,6.6841683
5.2176294,7.2837515
3.9194937,6.51126
8.78444,7.1670523
4.0875826,7.1598167
6.1568785,7.3514414
5.700394,7.3514414
7.5177884,6.7433143
2.5324476,6.572656
2.8026829,7.2696295
5.6213293,7.21781
6.576252,7.1807833
8.170626,7.226868
3.206134,6.3825297
4.6824703,6.715567
5.2956467,6.5610642
7.946202,7.39772
3.4552853,6.8726544
1.5930762,7.1670523
4.8235135,7.1735477
5.396529,6.3825297
4.9244967,7.2095747
2.3375313,6.2062354
7.873079,6.558925
4.0368524,7.3904843
7.7273464,7.1735477
7.1125197,6.2574387
2.6528378,6.572656
4.11355,7.2971773
8.06074,7.1670523
3.7903101,7.103322
4.2834554,7.246615
4.9371204,7.446082
3.8092256,7.1670523
8.060034,7.39772
2.5982127,6.8863854
8.248479,6.7433143
4.542011,6.2888374
7.5177884,6.7433143
6.0980196,7.3514414
8.248479,6.7433143
4.153652,7.1807833
3.537955,5.039553
4.135669,6.715567
5.2425404,6.8726544
4.3645353,7.1670523
6.2193484,7.310274
7.4015026,7.1670523
8.2020645,7.1807833
3.6382074,7.1670523
7.900096,7.1807833
6.209271,7.1735477
7.921425,6.3962607
7.6176643,7.1807833
7.8040423,7.213805
5.522931,7.3514414
7.509972,6.315496
8.26013,6.572656
3.3241887,7.1735477
4.9370923,7.235478
7.936543,7.3076096
6.275026,7.21781
1.5600134,7.1670523
5.2398767,7.21781
5.2533484,7.310274
7.2820563,6.329227
5.3068337,7.344206
5.313124,7.0391965
2.878919,7.1875896
7.70976,7.226868
8.229695,7.198451
3.3330953,7.1735477
3.4567983,7.583359
6.7056246,7.1670523
5.7272277,7.1598167
3.8464212,7.21781
1.5246788,5.580385
4.937782,5.769229
5.557354,7.1735477
8.248479,7.3514414
5.3676314,7.1670523
4.3942523,7.239988
4.3942523,7.239988
7.863785,7.1807833
3.4719546,6.9234123
5.880659,7.3514414
5.207888,7.1598167
5.9770203,6.572656
4.3942523,7.239988
8.310526,7.1912155
8.248479,6.7433143
7.556574,7.1670523
5.053608,7.1807833
7.0214305,7.198451
3.9599993,7.290987
4.053092,7.1670523
8.248479,7.3514414
6.993,6.9234123
6.7056246,7.239988
4.3578224,7.21781
4.6807647,6.9234123
6.2687073,6.3906245
3.1495044,7.1670523
3.0880673,7.3514414
5.880659,7.3514414
4.471346,7.180354
5.561379,7.3514414
7.0097566,7.344206
7.917856,7.1598167
4.377574,6.2574387
3.258418,7.870521
8.248479,7.3514414
3.4992805,7.1670523
4.535842,7.239988
7.35325,7.21781
6.899572,7.1807833
5.468318,7.21781
4.614024,6.94559
