cs_ngram_diff,cs_dep_diff,non_cs_ngram_diff,non_cs_dep_diff
0.8970376,0.1991346,1.614376,2.733113
0.8970376,2.7669763,-5.9635808,1.8399683
-1.7063475,-2.432445,3.8822804,-0.8217564
-0.7150874,-0.6093986,3.042099,0.2274556
-0.8836942,-0.1652078,-0.040461,-0.1827083
-3.8134864,-0.9183521,1.1738516,-3.0146887
-0.4414435,0.8098593,1.1229883,0.4474832
-0.5820401,1.8573087,-0.8297395,-1.8620614
-1.202956,0.9448763,2.1259346,-0.5976076
-3.205462,-0.3168146,2.9666506,-1.5884388
-0.5483715,0.0159929,3.8822804,-0.2029929
-3.78229,0.0529842,3.8822804,0.6239514
1.7887444,0.4076704,1.9667225,2.6226943
-2.615796,1.2972416,-7.8373063,2.2791233
-1.0151825,-0.3168146,2.3968664,-0.501038
-2.6776803,0.216002,5.44428287,-0.8370023
0.6700545,0.3981445,0.3726495,2.020657
-1.6080182,1.7128167,3.2487462,-0.7834591
-2.69101,-0.4220762,-2.7174174,0.9025927
-1.9618783,-0.3680426,0.7494894,0.7389536
-2.5875773,-0.52231,-6.5246263,1.1407955
-1.8089264,-0.395739,1.4095973,-1.7632353
-1.1945629,0.1545301,1.2057355,0.1644827
-1.6510474,0.2185697,1.3609662,-0.4981798
0.166347,-2.952174,-0.040461,0.1363759
-1.5681386,4.562398,-3.4826681,0.5931
-3.645798,0.9318767,3.579942,0.2313817
-1.104979,-2.0950153,-0.0895662,-1.129413
0.0528812,-0.2346043,-1.272284,-2.0245283
-2.039669,0.8525843,3.6441545,-0.188951
1.051751,-1.289792,1.31805,-0.7961237
-1.2534218,-1.6648372,3.6883459,0.6396737
-1.3121609,2.5174285,1.6302164,-0.6695806
-2.9991482,0.5996846,-0.040461,-1.129413
0.613412,-2.6538198,-0.7526517,0.9544849
-1.8001233,-0.52231,1.5596786,1.5815654
-2.7600937,-2.0028637,1.3861571,0.6264205
-0.4935175,0.1954441,1.326211,0.2135438
-1.8668862,-1.7035685,1.2209413,-0.337685
-3.025702,1.7835178,0.6775351,-0.7970016
-2.1762657,0.3507223,3.7895254,-1.372973
-3.7895254,0.549356,3.4576006,1.2615795
0.386059,0.3151088,-0.068782,0.7175233
-0.6768685,0.1896074,-1.7194548,-1.6242257
-2.1762657,6.4014908,1.605907,-4.981917
-2.6498426,0.1996094,3.7895254,1.0319109
0.290507,-0.4059144,4.64465037,-1.6636238
-3.7895254,-0.2914196,1.2488454,-1.114223
1.422771,-0.1639565,0.6591046,0.0454979
-1.207727,0.216002,6.89980777,-0.3792482
-1.4364806,0.2505407,1.06596,1.1086369
-3.7895254,-0.0996006,3.8822804,0.3422416
1.563701,-4.2951951,0.6591046,1.236649
1.2686084,-0.52231,3.5727066,1.1685805
-0.5563233,0.2853227,-3.9356219,0.5931
1.1020224,-0.4907458,4.0557959,1.4882213
-0.6452947,4.562398,-2.5447156,-0.937441
0.166347,0.5937762,-3.0579883,-0.2893787
-3.2741533,0.2853227,-4.5175797,0.5931
-3.2040815,-1.4627343,3.0970581,0.9507966
-0.1753237,0.00330496,4.15021977,0.487683
-1.0361334,3.3577841,3.483974,7.4137469
-0.9658774,-3.003966,-1.0741067,-0.6584536
-1.132093,-1.6884495,2.8006665,-1.5105142
-1.4032797,1.2972416,-0.040461,0.8225099
-2.9450207,-0.1305895,0.4414435,-2.074132
-2.261178,0.8570055,2.9377853,3.566865
-2.6710739,-0.6245384,1.1627144,1.7179692
-3.1209414,4.3859586,1.572255,0.7680562
1.0787687,0.060499,1.735406,-2.2812058
-2.6830756,-0.0553598,1.4371124,-4.6088207
-2.0032558,0.9143193,2.4577775,-1.3205806
-0.2901593,0.0030933,1.1822287,-0.5365963
-2.0945211,-3.0726457,-3.1507433,-0.2941912
-1.6599937,-1.5463164,3.579942,-0.2983134
-3.5878826,-1.3737514,1.7900624,2.9893804
-2.9010854,1.3710794,0.9155237,2.916291
0.3068919,-1.6544959,0.8843785,-0.7376356
-1.627123,1.2683833,0.215111,-2.5929253
1.9151678,-3.9276343,-3.8949395,-0.1602869
-3.8822804,-0.2567994,2.9511666,0.494993
1.8658089,-0.5975304,0.8843785,-1.4475196
-2.019147,1.2972416,-0.040461,3.8096388
-3.875045,-3.2291474,0.345099,3.36071116
0.9595845,-2.3822239,3.90190587,1.000032
-3.2676971,-0.7069621,-5.7916958,1.542714
-0.592897,0.9708103,2.4136594,0.956555
-0.5030026,-1.289792,6.89980777,2.88116
-1.5205178,1.5917727,1.2658081,0.6863796
-2.902443,-2.3548761,3.8822804,0.1608956
3.674339,-0.7069621,1.3609662,3.4140386
-2.5550428,-3.306545,0.474747,-2.4477113
-3.8822804,2.7036317,1.0742889,-0.465749
1.2952445,0.1197179,0.8843785,-0.1759744
-1.2302314,-0.1177572,2.1259346,-0.3784205
-1.768621,-0.0920889,4.0557959,0.2018644
0.5421218,-2.0795702,1.7141318,2.847038
-0.6775351,2.4699074,-0.040461,0.918693
-3.9611228,1.320394,3.8822804,2.1107819
-0.9265359,-0.5748803,1.021209,-0.7148763
0.8583212,-0.5748803,-3.9316245,0.1927259
-3.841113,1.5311613,4.0557959,1.0011642
1.5271195,-0.52231,-0.9716925,0.9069665
-3.8822804,-0.5748803,5.44428287,0.1927259
-3.8822804,-0.1109077,1.145078,1.8831038
-3.9538874,0.690476,4.3955531,2.5564899
1.6741285,-0.5748803,-1.7785458,-1.0353902
0.9421987,0.054402,0.6775351,-2.0166157
-1.4290467,0.2853227,-3.995248,0.5931
-1.1283441,-2.234204,1.5094515,1.5068587
-2.6100174,-0.5748803,2.032271,0.9155641
-0.7177329,0.5286703,1.9103566,-0.1810197
-0.821376,-0.4135698,2.946605,-0.5102547
-1.721314,-0.4351521,2.6191251,1.2409803
-3.8822804,-0.2374023,0.909664,2.068517
-0.9632209,3.5272451,-1.3395715,1.0035584
-0.8476935,-2.0779466,-0.3031233,-0.6868348
-0.8843785,0.6134456,0.8843785,3.8898368
1.9151678,2.0751689,1.057894,-0.7335336
-0.4836302,0.7013234,-3.2888788,1.5694093
-1.9133324,1.4041777,3.579942,-0.0495806
-1.4707824,-2.4119486,-0.040461,-0.3194987
-3.579942,-0.5748803,1.247422,1.4857591
-0.336055,-0.4453912,2.0629468,1.08453
-0.3416848,-0.4979927,-3.0579883,-0.060147
-1.7876665,0.536628,-3.2519228,1.7420116
-1.4444471,-2.596356,2.1350983,1.6878662
-3.6869654,-0.4782134,1.962173,1.8447976
3.674339,-1.7440377,1.3609662,4.9986145
-3.6883459,2.455882,-0.040461,2.1434022
-3.9611228,-0.443897,5.44428287,-0.6051407
-0.8476935,-0.929033,3.53021697,5.44758981
-0.8247574,0.1749235,-1.3859255,-0.6824753
-1.370313,-2.0519236,-2.0552377,3.3369848
-0.9632209,-1.1808705,-0.8684158,-0.8585417
-0.5453551,-1.2960415,-1.0810551,-0.5564742
-0.2249377,-1.4335747,2.1259346,0.186964
-3.3939481,2.0819614,-0.040461,3.1456143
-3.1770606,-1.8397758,2.9831261,0.4601747
-3.8822804,-4.6732181,0.436284,1.111918
1.2203812,0.5510593,1.3976512,1.1816253
-3.67973,5.246299,-2.4353887,3.2349816
0.1933842,-1.2893697,-3.9316245,3.6369119
-0.8320599,0.7849517,3.5878826,0.8427647
-2.8943194,0.9066797,-0.040461,3.4458179
0.6737255,-0.2638218,-1.5469085,2.4275426
-1.1644504,-1.1071982,-0.8970376,0.0502548
-2.85385,-0.6456027,1.1609717,-0.1134332
-0.868688,-0.5748803,0.6591046,2.0204351
0.956187,-1.4109492,-1.7722645,0.4278736
-1.8974524,0.882626,-1.861764,1.7307313
-3.1312518,-0.022284,1.6284347,-0.0105865
-4.3955531,-1.1071982,2.3608614,-0.5178843
0.1398201,-0.6251084,1.3062079,-1.867136
-2.1640154,-0.6251084,0.8932036,0.4220762
-0.6523785,0.8097058,-0.9478652,2.234302
1.715997,0.1155321,-1.0529635,0.2313817
-2.69101,1.320394,1.2434278,-0.908148
0.21684,0.680409,1.2024432,-1.201071
-3.5609911,-0.1228196,1.572255,1.2722658
-0.3762073,2.2266647,2.2621574,-4.981917
1.193853,-0.4862737,1.2024432,-1.6293693
-2.7903934,0.3251543,3.8822804,1.2452007
-0.3487136,0.3251543,0.4414435,-0.6103836
-3.579942,-0.4824829,-5.2297689,3.0138694
-0.58431,-0.3125307,2.1259346,3.582379
-1.8250661,-0.3626322,-0.040461,0.341178
-3.67973,-1.3272967,3.1072963,0.5784214
-1.104979,-5.5107697,0.2771002,-1.3003964
-0.4471479,-1.573734,-2.6124282,1.000032
-1.7779593,-2.3831348,2.5121985,-0.0497077
-3.579942,-2.88116,2.1478344,-0.409711
0.31845,-0.402515,1.2209413,-0.410218
-1.7900624,-0.6503854,3.6883459,0.3070188
-1.1264577,-0.1865664,-0.040461,0.2465685
-0.4417625,0.9066797,-0.040461,1.933764
-3.579942,-1.6544959,3.2741533,-0.8217564
0.8581,0.0106803,0.959652,2.2277298
-3.9199554,1.904322,-0.040461,-1.4651167
0.3435769,-0.4861288,-1.234076,0.0708276
-1.3247846,-1.35291,1.3247846,-1.7473533
-2.428273,0.925389,1.31805,-2.0262905
-3.579942,-0.1240387,1.4827124,-0.0926056
-2.428273,0.0106803,3.5025794,-0.3194987
1.0048035,-2.8556383,0.4596987,-1.8826387
0.8008061,-0.7654357,1.2209413,-0.4558996
-3.841113,0.1996094,2.1762657,0.0716232
-2.6498426,-0.7749153,1.4622594,0.25141073
1.314634,0.470668,0.322789,0.29091
-3.645798,0.3582683,1.635533,0.2413073
-0.909664,0.470668,0.5453551,-0.2144875
0.974795,-0.6503854,-1.8806565,-4.8806908
-3.8822804,-2.7925604,-0.040461,1.309382
-3.8822804,-2.3305654,1.581996,4.9423576
2.5726525,-0.1552086,0.8843785,1.910023
-1.3670268,-1.7015547,1.1011564,-0.7127883
-1.4444471,-2.0152127,-0.131068,0.0058785
-0.7888217,-1.7950942,1.5343461,0.1101433
-1.7603541,2.0057596,1.5355577,-0.4553385
-3.3993965,0.4241762,-3.0579883,5.566168
-2.3036251,0.3507223,3.7895254,0.2559032
-3.8822804,1.6214213,1.4776888,1.8138367
-1.057894,-0.0946244,-3.8949395,-4.4711738
1.5976134,-0.9396362,1.253465,-1.7482013
-3.8822804,0.1996094,3.0900844,-0.115226
0.8216362,1.730815,-1.8790735,3.2001354
-3.5387746,-3.1975426,3.5609911,-1.8019292
-2.428273,-2.8058705,2.6483679,-0.3554392
-3.9611228,-0.995822,4.3955531,1.9865713
1.0725175,-0.6251084,1.3609662,-0.6003757
0.5179125,-0.127806,3.5609911,-0.7566266
-1.8568506,0.6468334,-7.8373063,2.8850373
1.27392,1.4135973,2.1259346,-2.4477113
-0.5667737,0.38055,3.7895254,2.4148747
-2.0383174,0.22824,2.9450207,-0.0113649
-2.69101,-3.0311022,-5.3970433,0.5274484
-1.431808,0.825623,0.525428,-1.201071
1.6452084,-5.5107697,0.909664,0.4624856
-3.579942,-2.8243957,-0.040461,-0.052002
-0.647364,1.2683833,-3.0579883,-1.0735083
-2.69101,-1.934824,3.2741533,-0.0151959
-2.2927036,0.4294534,4.64465037,-1.6957648
-2.1286784,1.0667655,0.958978,-0.337685
-0.1954327,3.232155,5.45900837,0.8114946
-1.985863,-0.95046,6.89980777,-1.0632041
1.7264819,1.2853027,1.31805,0.563723
-3.9611228,0.66798,-0.040461,2.733113
1.3498525,-1.5744602,-3.9316245,0.2364452
-3.8822804,-5.151011,0.866831,1.6851016
1.0091955,-1.3639219,0.5820401,-0.3194987
-0.5970367,0.9708103,1.159166,-2.4477113
-1.6510474,0.5049625,-1.2092825,0.0887662
-2.3643154,0.9542936,-4.7236258,3.6882184
-1.9921563,-0.95046,2.0932379,2.0566074
-1.9020443,-0.1075099,1.2505899,-0.5914595
-1.9392396,-1.4268106,2.9991482,-2.420696
-3.645798,0.4713852,-0.040461,-0.6791832
0.812651,-3.4790185,1.0521493,2.2550059
-2.0383174,0.6256547,3.4576006,-0.155953
-1.9646504,-3.4528412,6.89980777,3.8353137
-2.6710739,-0.4228445,1.1822287,-0.5365963
-1.124469,0.9356787,1.382662,2.523365
-3.9611228,0.882626,1.1822287,-0.5365963
1.2324791,-1.8377273,-1.8268289,3.9984429
-1.23416,-0.025807,-0.040461,0.1619084
-1.131106,1.7451333,1.4843741,-1.250261
-3.579942,-1.5744602,3.7895254,0.2062842
0.2034175,1.2683833,1.7141318,-2.5929253
-1.2505899,0.6514086,-4.9019513,3.1821213
-1.4444471,0.6514086,-0.040461,-0.4906593
-1.4876784,3.9780197,1.702389,0.3261192
0.0804575,-1.9550407,2.1681624,-0.0439964
0.8970376,3.5649915,-4.1682113,1.8343333
-2.0284236,-0.6254994,2.1259346,0.2062842
-0.186377,0.4207227,3.579942,-0.2045979
-0.0151362,0.3251543,3.0231092,-0.7249284
-3.6869654,-0.2651057,-0.040461,-0.4906593
-1.012224,0.258146,-3.674339,0.4627935
0.2298274,-1.392834,-0.2305264,-0.642267
-1.558329,1.074598,0.141709,-0.7487722
2.186006,6.4395542,2.6749487,0.3015122
-1.8006385,2.792158,6.85864037,1.04818752
-1.644027,-0.2209406,2.8177317,0.6304384
0.7849143,-1.722552,0.6591046,-0.501038
-1.7031589,-1.5753898,-0.040461,1.2034351
-1.2122544,-1.231669,3.7895254,0.2364452
-0.7578148,-1.392834,3.104273,0.1927259
-2.69101,-2.4439598,6.89980777,0.399055
0.0788917,-0.2566235,1.247422,-0.3199811
-4.0146285,2.7898236,-0.8970376,1.6528484
1.0828691,-1.391022,0.2819168,3.707009
1.0045675,0.0501606,1.2024432,1.5112462
-3.8134864,-1.0181862,-3.0579883,0.2180508
-0.9429989,-2.7912896,0.7276797,1.7397718
-0.6386133,1.2972416,3.86522087,1.8756707
0.9595845,0.894263,-1.1086065,-0.608186
-2.0383174,-2.3163064,-0.040461,2.9237575
-1.5014486,-3.4528412,1.5263932,-1.3471501
-1.1264577,-0.579628,-0.040461,0.6030392
-0.945369,0.6715674,3.90190587,-4.8997765
-1.6960864,-0.924755,-0.040461,-0.2144875
-1.4446659,-1.2075998,1.5101319,-0.3144495
-2.2944947,-0.363616,3.6513899,4.52365616
-2.0383174,-1.5644416,3.6883459,7.75708896
-3.5700355,-1.1071982,2.1762657,-1.1061636
-2.9799278,-1.1908646,2.3968664,1.0334438
1.0224145,-0.3716235,-3.9316245,0.5149713
-0.8714948,-0.924755,-3.152195,0.4220762
-3.8822804,0.482054,-3.3603267,0.7098955
-0.9632209,-0.5025465,-0.3229532,-0.5027966
1.2742328,0.0721807,-0.0869904,2.262039
-2.1762657,-1.169959,-0.040461,-1.4192528
-1.6447874,0.1996094,2.1350983,1.0319109
-0.8522835,2.8420133,2.8184255,0.3849001
-2.6710739,0.5327816,-0.040461,1.4304264
-3.042099,-0.3546023,2.830034,-0.060147
1.9028001,1.1799696,-0.2334605,2.7665608
-1.99715,-1.1977136,2.1869778,-1.3525836
-3.8822804,-2.8717156,1.0332227,-1.4889262
1.097301,-2.179666,-1.3612135,-1.6712797
-2.7727874,1.0694528,-5.2540399,0.6302003
-2.1762657,-0.0110383,0.827964,0.991774
-3.9199554,0.9318767,2.1762657,-0.6442447
1.1841145,-1.4715092,2.032271,2.4275426
-4.3766004,0.2391193,-0.040461,-0.4695707
1.5584817,1.6063253,1.3609662,4.5218394
-1.9930984,3.1521061,3.8822804,0.560143
-0.4506869,-1.1087322,1.7026574,-1.0134897
-3.2156145,3.7034347,6.58756287,4.99493382
-0.1872437,0.1256745,0.2819168,-0.5786517
1.2095208,1.6580228,0.5407286,-0.5566692
-3.875045,-2.1845615,2.498792,-0.7747685
1.747312,-1.3348527,-1.110897,-2.5929253
-3.9611228,0.6514086,-0.040461,-0.7862823
-0.8476935,-1.5744602,0.7549385,0.2062842
0.9532942,0.4097759,-1.8790735,-2.1501383
0.8970376,-1.9302993,2.2389292,1.3769917
-3.8822804,-1.9531667,0.799477,-0.971814
1.3346748,0.3315695,-1.8098525,2.018977
0.8970376,-0.8605685,-0.040461,1.7447589
1.6406714,-2.4119486,2.1350983,-1.9636524
-1.7256179,-0.3257566,6.89980777,-0.6057543
-0.6044275,-0.8647917,1.8061727,-0.5187878
0.0247426,2.8173774,-0.040461,-0.0375638
-2.0383174,-0.1552086,1.7104998,0.2893433
-1.9646504,-3.4528412,-4.7236258,1.5181715
-1.5489804,0.0900062,2.9761085,0.7140345
-3.579942,-0.2209406,2.1657346,2.068517
0.5825126,-1.434561,0.959652,2.026794
-2.6442666,2.9473607,-0.040461,-0.7580515
-2.1259346,-1.5866846,1.2209413,-0.2031267
-2.428273,2.9198557,0.7872877,3.6329262
-0.690444,0.9290352,0.5820401,-4.779229
-3.875045,-1.4465859,1.6209412,3.2684272
1.1310157,0.4294534,3.90190587,-0.7414069
-2.7233636,0.5622423,2.7706139,1.7871952
-1.2170665,1.8279803,3.0432628,0.5819165
-0.3083915,2.3404244,0.9192934,-0.9267063
-3.6883459,0.4684629,-3.0579883,3.3926541
0.0682821,0.693355,0.6485,1.058431
0.537771,-1.1592576,1.3247846,1.000032
-1.0613044,-0.5536723,3.7895254,-4.7521758
-3.579942,1.6759636,1.2376124,-0.0537545
-2.764822,1.4135973,2.493611,-2.5929253
-0.6604936,-0.9286793,1.8599946,-1.3549781
-0.4358526,0.2147448,1.3247846,-2.4477113
1.3836626,-0.4220762,1.3247846,-0.3194987
-1.4876784,0.3394976,-4.9372603,2.9987934
-0.1704012,-0.6640034,0.156631,-0.7956309
-2.69101,-0.579628,-5.7571693,1.1255722
0.548505,0.3044065,4.64465037,-3.662359
-2.9038533,-0.449601,0.6161594,-2.0882568
-2.1970884,-0.9544177,3.6883459,-1.5879284
-1.5343427,1.076437,2.1259346,1.2409803
-3.042099,0.6323993,-0.040461,0.6573327
-0.9631913,-0.3090704,3.5609911,-1.1347437
-1.3571364,0.549356,3.7895254,2.9091442
-0.7200047,3.5545185,2.0077554,0.223301
-2.3787651,-0.4513636,0.7352695,0.2978837
-1.627123,0.0961055,-3.152195,-1.201071
1.0546512,0.377841,-1.7197905,-2.6525416
-2.3829943,0.1318164,-6.4137689,0.877789
-2.9450207,-2.0881941,-0.040461,1.0816735
-0.786236,1.7336566,0.886086,2.0560086
-3.875045,3.7568423,1.1011564,2.6147445
-0.7726294,0.1440625,0.897883,-0.1254545
-1.3126989,-0.3175447,3.8822804,-1.187007
-1.447099,0.8213823,1.3609662,0.5424746
