retrained_eng_dep_surp,retrained_zh_dep_surp
3.811771,3.8984892
6.2927346,4.286975
3.5520854,4.2590475
4.9738984,5.1032767
4.658716,3.217117
5.9131827,3.5889604
3.9995549,4.630366
5.9143376,6.062364
4.8666472,6.3902354
5.2422376,5.6289225
5.5598617,3.6569927
5.2661543,6.13199
4.5009704,4.301361
4.9862843,4.729782
3.9640627,3.2093658
5.2580814,1.835402
4.627803,3.6569927
2.9977286,4.2590475
3.9798412,4.2590475
0.7372867,0.26342502
5.073582,4.405602
3.6858747,3.2921007
0.7372867,4.6309404
3.692798,5.452369
3.9798412,5.3665414
5.3672576,5.938151
4.6715155,4.931458
3.896889,2.2487795
3.9798412,5.135442
4.098424,4.9079
3.7142107,8.507755
4.802618,6.9159627
5.520981,3.6251755
4.502899,5.4573956
3.6806545,5.0218472
3.8059497,4.729782
3.9798412,5.135442
3.6325114,4.729782
3.6325114,4.729782
4.7952743,5.327172
4.212377,3.5889604
4.212377,3.5889604
3.344462,5.7720046
3.691562,5.792733
5.0132527,4.405602
4.1711497,5.0623345
3.9798412,4.729782
4.0667686,3.843345
4.925151,6.222932
4.212377,3.5889604
4.347122,4.286975
4.9383836,4.286975
8.242233,4.286975
3.1592522,5.1814017
9.450481,5.7171035
3.8923085,4.7896338
4.9383836,4.8496685
4.5009704,4.518453
5.131498,4.2590475
3.9798412,4.2590475
4.296672,6.15239
4.242359,4.0476885
3.5262527,3.78189
3.5441852,6.3393526
3.6750517,4.2851834
5.4838233,4.478644
3.9798412,4.2590475
4.798488,6.423801
4.212377,3.076048
4.2767844,4.146369
5.2661543,5.7986317
4.2767844,4.146369
5.339777,5.0503983
3.9798412,5.135442
3.984654,4.286975
3.344462,5.7720046
5.6666226,5.2324095
2.9811027,4.3444285
3.5812209,5.6234107
6.1919107,4.553417
3.691562,7.6101375
6.7641525,4.2590475
5.0431547,4.729782
3.9798412,4.2590475
4.1884017,0.4822795
7.27064,3.436875
3.7784421,5.135442
6.0500584,4.165449
2.2626789,6.1263433
3.6750517,4.8267264
4.623357,4.340443
3.8717375,3.6569927
4.816416,3.6602583
3.9798412,5.135442
3.9798412,5.3665414
4.6702914,4.553417
2.1413014,1.8965694
4.925376,3.6569927
3.8425395,4.3141623
5.6498933,4.7945642
5.709456,5.584358
3.691562,7.6101375
4.601869,3.719243
5.0431547,4.479004
5.4136434,5.094101
5.1842933,4.478644
5.375905,4.166032
5.5598617,3.6569927
3.1187816,5.0108223
5.0130415,5.1154523
4.709665,4.405602
4.968097,4.553417
4.861499,4.553417
3.6325114,4.2590475
5.851172,3.2604878
4.968097,4.553417
4.212377,3.076048
4.165438,7.385012
3.5520854,4.729782
2.9516366,4.591345
3.6664047,4.4072833
5.2259707,3.843345
3.691562,7.6101375
3.8717375,7.238733
5.870793,3.1693678
3.3926988,4.2590475
5.199145,5.584358
3.6594625,4.7478137
4.313882,5.4816904
4.802618,5.815536
8.654719,3.579224
5.067604,4.665651
6.340381,2.2487795
4.9383836,4.286975
3.8717375,5.02588
3.4568233,4.4072833
3.9135578,5.815536
4.802618,5.815536
3.5520854,4.2590475
3.344462,5.7720046
4.319547,3.7113206
2.927836,5.483034
3.9798412,5.135442
5.195074,4.859221
4.5245857,3.3517418
3.6325114,4.729782
4.210437,5.316511
3.3926988,4.729782
5.0431547,4.729782
4.68072,4.729782
4.212377,3.873205
2.9811027,4.3444285
3.6730955,4.729782
5.0431547,4.2590475
3.9357834,7.379504
2.1413014,4.85676
3.1592522,6.7273164
8.836426,3.2604878
4.8712993,2.8241878
4.956131,4.5500474
4.1903696,4.891559
3.7971044,3.7024884
6.615394,4.52074
2.82257,8.450435
4.0285683,3.6569927
5.290104,5.3707523
4.802618,5.815536
3.4568233,1.835402
4.212377,3.873205
3.5617685,5.991679
3.811771,2.8798943
3.5617685,3.4647915
3.344462,5.4816904
3.0219364,0.8550439
3.3256109,5.067868
4.419651,6.795403
5.181238,4.8496685
5.199145,5.584358
4.9383836,4.286975
3.1456785,3.2068696
2.82257,7.570217
4.9383836,4.286975
4.212377,3.873205
4.8359127,7.379504
4.1162496,1.7958682
5.199145,4.8613706
5.820822,4.7245307
2.5187721,5.4837403
4.9383836,4.286975
3.344462,2.582989
3.5520854,4.2590475
4.52095,4.8613706
3.9798412,4.729782
4.8363557,5.4143305
3.1349912,3.4210262
3.9798412,3.981121
6.0690923,5.010148
3.7659655,5.0005436
3.6747518,2.3063023
4.7383413,4.0360117
4.463851,3.740748
3.9798412,5.135442
2.4024904,6.9159627
5.5195537,4.479004
4.9383836,4.405602
6.1919107,4.553417
4.9907665,3.6357024
3.5520854,4.2590475
3.2983408,2.0615175
4.7573137,3.118155
4.627803,5.325164
4.3523803,4.8267264
2.4065964,3.5131648
4.9383836,4.286975
4.180908,4.057854
4.903459,6.795403
3.6750517,4.553417
2.6960657,3.6569927
3.344462,5.7720046
3.344462,5.7720046
3.8717375,5.366469
3.479202,2.9552743
3.811771,2.8798943
4.5009704,4.301361
3.5441852,4.729782
5.195074,5.0695415
1.2832644,5.40955
3.5703208,2.683378
4.627803,3.6569927
5.1152163,3.255971
4.5009704,4.301361
5.895931,5.5680537
5.709456,5.584358
5.709456,6.062364
3.7110505,6.4728374
3.5520854,4.2590475
4.337514,4.839668
3.6594625,5.2607293
5.2661543,5.815536
3.7530708,5.6365485
4.9682674,5.067868
3.344462,3.6569927
3.551173,6.8058124
3.905319,4.834352
4.7829504,4.8267264
3.4162266,4.4952016
5.126311,5.779628
5.257416,5.352381
4.5009704,3.1693678
4.406306,4.4700375
3.3941767,4.30521
5.149191,5.094789
4.9682674,5.0623345
3.7169607,3.563244
2.8976455,3.4199555
3.7169607,7.4546356
2.9043152,6.5569572
5.144232,5.7707057
2.682855,5.9711604
5.098987,5.162265
2.6295092,6.329975
3.905319,4.834352
2.71834,3.6830945
4.0015326,6.14984
4.275422,3.931867
3.794188,5.0902295
3.9981909,4.5360155
6.615874,3.5073533
4.059043,6.2234664
8.41466,1.7831855
3.1089296,6.881962
3.7169607,3.255971
4.508541,5.7979107
6.1919107,4.8267264
5.871727,5.1559963
4.902071,4.02412
3.5437143,4.731291
3.6447172,2.6319354
2.5750613,3.5889604
3.745461,5.351839
4.1529517,5.813227
4.212377,5.3488455
3.7030709,2.9758332
5.1405196,6.7380757
2.0457096,1.9712962
2.5750613,3.5889604
3.7169607,3.563244
4.9934893,3.964991
4.212377,3.076048
5.083554,3.6757984
4.2024817,5.745103
4.665655,5.8430314
4.2053337,4.5961585
4.3193364,4.8592257
3.7169607,3.255971
4.6885977,5.1051083
8.9875555,8.714316
6.249254,6.310755
4.021619,5.4089365
3.7169607,3.563244
3.2225869,4.8267264
5.6470227,4.8124967
5.143304,5.067868
3.7169607,2.7338421
5.7322803,4.211848
4.6755567,5.91801
4.503596,4.9894447
3.3744073,2.1108913
4.9934893,3.5929222
2.6714833,3.2496223
2.9610329,5.0713205
3.7169607,2.7338421
4.482636,3.0907154
5.098987,4.882985
5.484937,5.595045
4.212377,4.7456503
4.539482,3.6717455
3.2796311,4.415329
3.9857423,3.6645043
4.3120103,4.858508
5.631663,3.6663659
4.1529517,3.5590498
4.78768,8.842573
4.1529517,3.6645043
4.9934893,3.964991
3.5129318,2.4727943
3.8446546,3.775532
4.1529517,3.651524
6.4991426,3.5889604
2.5750613,3.5889604
3.6121955,6.4893603
5.181238,5.2310867
3.132694,3.146936
5.000567,4.901699
4.380538,5.550423
4.1628795,5.4126506
4.9536295,6.58145
4.489664,4.244967
4.5943704,2.9552743
3.1992815,2.6778502
3.902563,3.7013109
2.8976455,3.4199555
4.550261,3.6364598
4.5009704,4.5476813
4.8026814,4.523362
5.1035147,4.523362
7.55582,3.6575348
3.7124767,2.5155795
4.0274205,3.4479542
4.1656775,5.623492
3.811771,5.146295
4.802618,6.022461
4.420339,2.2950575
5.07059,5.278795
6.2010555,6.022461
2.82257,8.150486
5.1753163,6.1167164
4.30198,3.719243
5.151273,5.969092
2.672306,4.591484
3.479202,4.9148555
4.233201,6.022461
4.8026814,3.0191636
3.4972122,4.306521
8.916941,5.151208
4.1536,6.0718775
5.034617,6.022461
2.641672,3.5957568
2.8117666,3.2338428
9.450481,1.153662
0.83563226,1.6799693
4.922546,4.913077
6.2082458,1.5878814
4.3157706,3.756552
3.9469683,3.931867
4.0991883,6.435852
3.915746,2.4831386
4.1609135,5.151208
6.0469213,3.1839504
4.212377,0.8550439
5.07059,3.6569927
8.876697,4.523362
3.7169607,5.6301956
3.2787447,2.993422
3.981669,5.0218472
3.9135578,6.022461
3.9798412,5.135442
4.9934893,4.636948
4.601869,4.1817527
2.641672,1.5625463
3.6369653,5.0218472
3.7124767,5.469784
5.5806713,4.8267264
6.339374,5.533235
8.916941,2.5154502
3.315241,5.239731
2.672306,1.8012383
3.981669,3.1176472
3.9009426,2.2487795
5.084632,5.690754
7.363533,8.020763
4.8026814,2.4831386
2.5750613,0.8550439
4.8632116,4.301361
4.22722,0.8550439
2.5750613,0.8550439
5.1424117,3.3570151
6.2242126,1.9730462
5.1200905,2.4831386
4.567693,6.264412
4.5943704,5.246228
5.890647,5.0156918
3.811771,4.6788216
2.1608908,3.5544984
5.055554,4.1082287
3.3744073,6.745575
4.0991883,5.4757185
4.580262,3.1050818
4.6137915,4.8560877
4.5142217,4.0343432
3.2748713,1.420219
4.9306173,7.297719
3.9009426,6.0391583
8.9875555,8.38467
4.597544,4.901985
4.8718667,4.838118
3.903177,4.743468
3.61943,5.686027
8.29319,10.379646
2.992411,3.5462215
3.407724,4.049823
5.8284893,4.793894
3.903177,4.743468
3.1553562,3.8855643
5.0637436,4.9088225
6.807275,2.2487795
3.6092124,4.340069
3.51321,3.1176472
3.6752956,4.690638
2.0745215,2.2383535
4.8281775,0.8550439
6.2724743,4.8560877
4.0645256,4.0868096
3.1128557,1.364468
4.6702914,5.0842457
3.3744073,3.7089274
3.8027897,5.0218472
2.4018726,3.3448977
2.5750613,4.57096
5.244042,5.74295
5.359324,2.4831386
4.601869,8.441604
3.1165466,3.719243
2.2626789,2.4915483
4.772525,3.9868329
5.710255,5.010148
3.912473,5.010148
5.1200905,2.4831386
4.0206842,3.905984
3.1553562,3.4647915
4.317834,5.602052
4.9862843,4.376949
5.4739428,3.2604878
4.9383836,4.711289
4.205044,6.748353
2.6785066,2.773131
6.1400237,6.887043
8.916941,3.8847382
5.019521,4.0922523
5.244042,6.7566934
6.751616,4.0343432
6.751616,4.0343432
4.5332785,3.3498974
4.7640195,4.312135
1.9692953,4.1231737
3.6750517,2.7243187
4.5142217,4.0343432
4.5142217,4.0343432
3.9181523,4.4415994
4.4420333,5.7779155
0.21449684,2.093106
4.9738984,2.7178752
3.6865747,3.1400187
2.5750613,1.8012383
2.8927007,3.8663514
5.797483,4.429166
4.674587,4.495393
5.2661543,6.022461
4.1162496,1.9094651
3.344462,5.7275968
2.8867495,1.6839279
1.2210289,1.8285682
4.7900386,6.022461
5.257416,3.931867
4.323292,7.3986273
4.233201,6.022461
8.916941,2.2950575
4.9738984,3.6273527
5.2422376,4.654801
1.9356266,3.8404844
8.654719,8.270438
4.3683014,3.2666936
4.313882,5.4816904
4.1487236,4.340443
3.6846225,3.597773
4.113488,4.5876236
2.326714,6.7183676
5.1853256,5.0603404
4.2534313,4.5882483
4.7280874,4.197229
5.846271,3.6569927
3.1013794,5.623492
4.375875,5.253615
5.360417,5.084093
2.5750613,4.4634423
3.691562,6.3093405
4.174848,3.3133953
4.7867785,7.5299106
5.2661543,6.022461
5.2850466,4.630366
3.691562,6.3093405
3.747804,3.2008824
4.6938224,3.943721
4.621979,6.022461
4.233201,6.022461
4.802618,6.022461
4.212377,0.8550439
4.212377,0.8550439
4.188704,3.8063922
6.45827,2.0958445
3.691562,6.858226
3.164373,4.2187095
8.836426,4.6543794
3.4879868,3.7089274
4.621979,6.022461
8.9875555,3.5957568
3.065602,5.1699214
4.2233443,5.5049415
4.5142217,4.0343432
4.5142217,4.0343432
5.145134,5.6782846
5.383753,6.022461
4.5142217,4.0343432
2.4024904,1.7831855
3.2642672,4.8560877
2.9312925,5.7990704
2.6714833,3.1176472
2.3070111,4.1231737
3.245691,1.7144643
4.098424,5.567557
5.724984,5.4888234
7.5722537,6.3822174
3.811771,5.51231
4.0274205,4.486993
2.5750613,2.7454793
3.279889,5.4596806
2.6084533,1.6549101
4.9934893,3.5929222
4.925376,3.6569927
5.1200905,6.745575
3.344462,5.7720046
2.82257,8.307806
4.1776886,1.364468
4.621979,5.7986317
4.228098,4.1532483
4.3685274,4.1461334
5.5142837,7.1488266
3.5520854,6.423801
4.212377,0.8550439
6.009661,5.094101
4.8011875,4.548846
3.344462,6.225622
4.740768,4.0343432
3.912473,3.436875
4.5915303,7.78667
5.1200905,2.4831386
4.3966813,6.677492
5.504575,6.0391583
5.2661543,6.022461
6.2010555,5.7986317
3.279889,5.749869
4.459413,3.981121
4.1162496,3.7392275
4.368742,6.616067
3.4879868,3.575208
3.9798412,4.2590475
4.0060897,6.225622
4.9934893,4.0868096
2.672306,2.5289135
3.6324365,3.931867
5.175435,5.2231584
4.212377,0.8550439
3.4568233,4.383787
3.9135578,5.7986317
4.5009704,4.7088375
5.766169,4.591345
5.766169,4.591345
4.9383836,4.405602
3.9135578,5.5680537
5.8225236,4.6384616
5.7042437,4.606162
8.9875555,8.441604
4.9887633,5.9367366
3.8520398,3.451849
5.9131827,0.8550439
4.0274205,3.528228
3.692798,1.3474933
5.4334636,4.5880556
4.212377,0.8550439
2.2620134,4.498787
6.1919107,5.0842457
4.6702914,4.553417
6.769183,5.119691
4.5009704,3.5816057
3.9440784,6.9342976
5.639781,1.8012383
4.802618,6.022461
4.925376,3.6569927
4.9383836,4.405602
5.5598617,4.8287735
3.3436365,4.486993
7.7670345,1.5878814
4.3966813,5.807504
4.601869,4.4959226
3.3757856,8.249689
3.6253793,3.5533094
3.2748713,8.842573
5.0797796,2.7421377
6.1989703,3.3084795
4.5133715,4.591345
4.601869,7.3986273
5.199145,5.4816904
3.353806,3.563244
3.811771,4.301361
2.2620134,1.8211489
6.1919107,4.8267264
3.306919,5.54484
4.489664,4.244967
4.3708405,4.78715
4.090195,2.9246523
4.277001,4.5880556
4.44206,4.4703803
3.6629815,3.360021
2.2620134,4.498787
6.751616,4.0343432
3.4879868,2.9626753
3.7169607,3.255971
2.8976455,3.4199555
4.233201,6.77852
2.6714833,2.7243187
3.9009426,4.383787
4.0991883,1.9967932
4.925376,3.6569927
3.860795,3.8785617
4.9383836,4.286975
5.098987,5.162265
4.3448977,5.094101
8.916941,3.710442
4.5142217,4.0343432
4.621979,4.609147
4.802618,4.609147
4.925376,5.807504
4.4341373,3.6569927
2.989105,6.3391147
6.402397,3.5545387
4.3448977,6.734425
4.848543,5.5445313
4.9383836,4.286975
4.5117364,6.060745
4.5332785,5.608839
3.1553562,4.713027
8.9875555,2.2950575
3.860795,5.335635
3.860795,3.8785617
6.1919107,5.690168
3.8886943,2.0958445
3.8886943,2.0958445
3.1440933,4.306521
3.0016959,2.628678
8.794547,8.877768
2.8117666,3.2338428
5.7309623,5.9582872
3.7169607,4.291841
3.416915,3.719243
4.810596,4.1532483
3.4879868,3.7369392
4.3265047,4.854433
3.1128557,5.8345113
2.7280111,6.5707984
3.5418568,4.9891567
4.0667686,5.9820576
4.0667686,5.9820576
4.0667686,5.622663
3.2877321,3.0020037
2.8976455,3.4199555
4.2356033,5.374623
4.802618,4.609147
4.342528,4.2974625
2.5750613,1.8012383
6.1300416,1.8965694
2.8976455,3.4199555
4.233201,4.609147
3.2787447,2.993422
3.8410966,6.4691906
3.682762,2.7225385
5.2661543,5.246228
5.4244347,4.609147
1.2200798,2.993422
3.691562,8.842573
6.1919107,3.3498974
3.2787447,2.993422
3.2493038,3.931867
3.6750517,3.3498974
8.916941,4.523362
4.291657,4.8120995
3.15263,5.374623
6.9545164,3.1710622
5.0943947,4.729782
4.319689,2.0958445
4.1903696,2.893128
4.7867785,5.1086383
4.313882,6.648964
2.5750613,2.564381
4.925376,4.4959226
3.7169607,4.291841
3.2787447,2.993422
3.5129318,2.4727943
2.5750613,2.564381
4.8354235,5.5452476
3.596607,2.893128
4.3448977,4.4959226
5.4880114,5.5849485
3.4904375,4.7579403
5.0058584,4.3183684
4.685544,4.669099
1.5246245,2.9174585
3.9009426,2.0958445
2.942937,4.609147
3.2787447,2.993422
4.3794312,5.365621
3.912473,5.983515
5.7724385,3.6569927
3.9003892,6.926187
5.5142837,4.66138
3.9798412,3.7345955
4.9757857,3.1562243
3.2265487,3.6569927
5.599666,5.327758
3.4568233,2.0958445
4.1620703,5.5682783
4.3746047,1.9967932
3.0564213,4.203303
3.3436365,6.418694
4.262224,2.0958445
3.6325114,4.729782
8.9875555,2.2950575
4.207523,5.274758
4.601869,4.613074
5.088431,5.094101
3.8520398,2.8318784
3.8520398,2.8318784
4.802618,4.609147
5.190487,3.922511
6.83206,5.3602724
2.6806793,6.648964
2.82257,3.582625
3.40093,3.157789
8.916941,4.523362
5.383753,2.7423577
3.8745553,1.835402
3.7737443,3.1562243
2.326714,6.7183676
2.7843394,3.7530239
2.6485126,3.9066432
4.212445,4.523362
4.627803,3.6569927
4.5009704,4.301361
4.9344845,4.349974
5.07059,3.6569927
6.339374,1.9880183
3.2787447,2.993422
3.1592522,1.420219
3.1544921,4.559328
4.621979,5.0519304
5.092224,4.2075195
3.2493038,3.694695
3.8092492,5.094101
3.1592522,1.8210039
3.1014497,4.341353
3.9469683,4.1989865
3.7677789,4.8206067
4.9934893,3.964991
4.802618,5.0519304
3.7737443,3.1562243
3.2642672,3.1562243
8.9875555,5.0836363
4.7280874,4.834281
4.601869,3.719243
4.4019313,4.7896338
2.326714,7.2036405
2.326714,4.2446833
4.0608907,5.3690968
3.3007572,3.5499315
3.1915805,2.5756526
5.8225236,1.6549101
6.339374,1.9880183
4.777488,8.672283
4.857649,5.233357
6.497591,5.233357
4.4973493,5.813227
5.7928042,4.390848
4.6702914,3.3498974
6.1919107,4.8267264
5.120413,5.0957236
6.1919107,3.3498974
3.1013794,4.457763
5.504575,5.246228
2.521791,2.5080664
8.29319,2.207862
4.1903696,2.893128
3.4003692,3.6770606
2.521791,2.5080664
4.8321905,8.170248
2.521791,2.5080664
3.7695332,5.134622
5.07059,2.2950575
3.245691,3.7822752
4.621979,5.0519304
4.5924797,1.6585772
4.4599586,5.854425
4.233161,4.1478615
8.876697,4.3257704
3.9558313,3.3498974
6.3786864,3.3498974
3.6121955,4.9283524
3.4652457,4.3432307
3.2787447,2.993422
4.384682,3.6987658
4.621979,4.4959226
5.088431,4.4959226
3.63905,5.4838862
5.083554,5.2511497
2.584216,2.0958445
5.1307774,4.3458257
4.0592103,0.8550439
5.4069,6.14984
4.601869,4.040477
5.5806713,3.3498974
3.9798412,5.135442
5.0943947,6.5707984
4.5142217,1.9967932
2.1189187,1.6549101
5.336125,5.821313
4.4512596,4.212495
4.1371174,4.523362
3.1520598,3.777051
4.594598,6.073435
3.7737443,3.1562243
6.0610886,1.9967932
4.6702914,4.553417
3.4568233,2.0958445
4.7068853,3.922511
5.1798043,1.3474933
5.2000175,5.098086
3.5139985,5.352806
4.2075815,3.8314257
6.944389,3.9121673
4.570338,4.040477
3.9967225,1.6900055
4.5009704,4.518453
3.2539344,4.2518616
5.025861,4.8267264
8.876697,6.1097207
4.30198,6.734425
4.5117364,5.121135
4.4098015,4.5750093
4.6665964,5.5849485
4.8680363,4.058177
5.4787397,3.621431
4.601869,3.6569927
3.4159124,3.732727
2.1118374,2.0958445
5.4691677,5.4161835
2.672306,2.2646356
4.1903696,2.893128
3.4159124,3.732727
5.098987,4.882985
4.1628795,3.764735
3.8086612,2.0958445
2.8117666,3.2338428
3.743287,4.1113296
2.8976455,3.4199555
5.237848,5.633587
4.3661485,4.2116184
4.1574707,3.938901
3.592635,6.544809
7.55582,2.993422
3.811771,2.8798943
0.89840674,2.993422
7.9356437,8.170248
4.2024817,3.3498974
4.775587,6.065379
2.304197,3.9690342
4.5142217,1.9967932
3.1093216,2.509637
2.6087596,5.2625794
2.8976455,3.4199555
2.8613293,4.864193
4.4774394,4.2819953
2.3517632,4.0553317
4.8026814,3.0191636
3.1592522,2.8085299
4.5009704,3.9516144
4.003031,3.6879222
4.8026814,4.613074
8.916941,2.5154502
4.5009704,4.301361
4.1162496,4.522164
4.8026814,5.094101
4.295705,4.4596615
5.098987,4.882985
2.78004,2.5294993
4.9682674,5.067868
2.7947755,7.0899706
2.8976455,3.4199555
3.2787447,2.993422
3.0982146,3.5889604
7.55582,2.993422
5.4062595,4.8124833
3.2787447,2.993422
4.7077727,6.170507
0.83563226,0.8323273
4.7465734,1.3887893
4.098424,7.10239
5.185613,6.8740625
4.1903696,2.893128
3.8861532,4.0167427
4.6045165,3.747511
4.0884886,4.713027
8.876697,4.4907384
6.222291,6.161792
5.4334636,5.4888234
5.0818653,4.167546
4.5272527,4.5241594
2.7405813,5.813227
3.065602,4.6119184
4.7824516,6.156203
6.497591,5.1265116
3.9135578,5.5680537
4.925376,3.6569927
4.7866817,8.714316
2.2626789,2.5194783
4.4322796,5.02981
4.1903696,2.893128
2.578681,5.8078284
2.9117281,5.293952
3.5520854,4.2590475
4.627803,3.6569927
4.775587,6.065379
5.5142837,3.922511
3.4796352,5.8345113
3.5520854,4.2590475
5.364864,8.671409
7.1056457,4.402014
3.905319,3.7856011
0.7372867,0.8550439
1.4704574,1.5625463
3.4879868,5.567557
7.407075,4.9371676
4.6702914,3.3498974
3.7169607,4.291841
3.7169607,4.291841
4.0506396,2.5194783
2.8976455,3.4199555
3.7169607,4.291841
4.78768,4.8985877
4.731052,4.040576
3.7169607,4.291841
5.149191,5.094789
3.2787447,2.993422
6.348829,8.583033
3.7169607,4.291841
5.427258,4.8985877
3.8402982,4.253868
3.4081929,3.843345
4.124036,4.3614383
6.2082458,2.6810007
2.0801187,4.1580653
4.386447,3.7730014
4.6775327,2.6023638
4.207523,3.5061996
5.4136434,4.0094657
4.1162496,6.5281982
3.7169607,4.291841
3.2493038,3.694695
3.7589939,4.2569866
5.374469,4.837841
3.813358,6.409714
3.0982146,3.576428
2.6415403,4.385578
8.876697,6.420815
4.291657,4.735554
3.905319,4.834352
5.0130415,4.838118
3.543523,5.5954466
3.8295255,5.010396
3.794188,5.0902295
4.3389826,5.7725573
3.8778296,1.7958682
3.9009426,5.7407184
3.9981909,8.671409
6.4825053,5.931446
6.8341804,1.5878814
4.508541,5.7979107
