retrained_eng_dep_surp,retrained_zh_dep_surp
5.1307774,4.3458257
4.9934893,4.0868096
3.8402982,4.10412
3.1592522,4.2664504
3.0982146,3.7438173
3.7169607,4.291841
3.6404908,5.05144
4.601869,3.719243
4.0645256,4.0868096
3.1592522,4.2664504
2.8117666,3.436875
2.8117666,3.436875
3.4321268,2.622421
3.9469578,3.8314257
4.6702914,3.3498974
4.925376,4.244967
3.6325114,3.755331
4.774666,2.5480013
4.925376,5.4116497
3.6750517,3.3498974
3.6750517,3.3498974
3.5520854,4.0345683
3.344462,3.6569927
3.3926988,3.755331
4.1615267,5.4888234
3.2748713,8.785641
3.6520646,5.2257986
3.344462,5.7275968
3.344462,6.225622
2.5750613,2.9775763
2.5187721,3.1691575
4.2924376,4.479004
4.9934893,4.0868096
3.9135578,5.5680537
2.5750613,2.564381
5.034617,3.130295
3.9194732,4.405602
4.925376,6.278286
4.68072,3.755331
4.802618,4.9266567
2.5750613,2.564381
4.570338,7.4259763
4.802618,5.5680537
4.5009704,4.301361
1.2553647,2.03028
4.368209,3.897541
4.015261,3.6569927
4.368209,3.897541
2.5187721,3.1691575
2.304197,5.0967574
1.1560348,3.4866002
5.07059,5.2257986
2.421619,4.1231737
3.437775,5.4529877
3.6730955,5.4681897
6.2927346,4.286975
4.3357844,3.9116082
3.1592522,2.8085299
3.4568233,1.835402
2.6785066,2.773131
3.6369653,4.5766015
4.5009704,4.301361
5.199145,3.46833
4.5009704,7.698513
2.5755885,5.381459
4.2273364,5.2231584
2.8117666,3.436875
5.289842,5.417648
5.2230487,4.5762153
5.07059,3.6569927
4.7822104,4.4016604
4.485474,4.257234
3.3926988,6.423801
5.07059,4.244967
3.2748713,8.785641
4.1903696,7.0147653
4.925376,3.6569927
3.691562,5.626386
4.925376,4.4959226
6.277754,5.2109885
8.41466,5.182505
3.4568233,4.4072833
6.2119594,4.9266567
5.073582,4.405602
1.9604781,3.5349383
3.691562,8.842573
2.5750613,3.9389832
4.627803,3.6569927
2.753742,2.2487795
3.8474216,2.893128
3.4568233,4.4072833
2.7843394,2.8918493
4.836476,6.2632866
3.1089296,2.6375444
3.9469578,7.4259763
4.3448977,3.719243
3.5441852,6.9970264
4.6712565,5.094101
5.3783627,4.442684
4.601869,3.719243
3.1128557,4.950583
5.171146,5.196953
7.8124743,6.067341
1.9604781,3.5349383
4.925376,3.6569927
4.9383836,4.286975
4.9383836,4.286975
4.8330636,0.8550439
3.7795527,5.7345934
8.41466,4.8496685
4.1162496,4.741749
4.194107,3.7733843
3.6750517,3.3498974
5.146544,5.4116497
4.78112,4.522974
1.5246245,2.9174585
4.7315907,3.6569927
8.9875555,2.5480013
4.212377,1.420219
3.4879868,3.7089274
4.860621,6.583173
3.7659655,5.3413553
3.3046064,4.5362754
1.5246245,2.9174585
3.9798412,6.423801
3.4003692,3.6569927
7.0911846,4.301361
4.035135,5.426157
5.257416,5.2072554
3.2687888,4.286975
3.6325114,6.423801
4.1903696,2.893128
5.181238,4.286975
4.68072,6.9970264
3.5441852,6.9970264
3.691562,4.27119
5.153789,4.4822216
2.421619,3.346374
3.9009426,5.1085424
6.1300416,6.4936576
3.6325114,5.196953
3.1592522,4.2664504
4.3312664,5.522131
4.5789595,4.950583
2.421619,3.346374
4.802618,4.320564
4.347122,4.8496685
2.239367,2.1671863
3.5686603,4.7386193
4.5009704,4.301361
6.1919107,3.3498974
4.9383836,4.405602
3.6858747,4.040477
5.2204466,4.040477
3.690018,4.8877316
3.5520854,6.423801
3.344462,5.524128
4.6215935,3.5521407
4.8359127,4.846951
3.811771,2.8798943
2.9493215,4.4208307
6.0455503,5.806431
4.31854,2.7122147
4.7203956,1.5682895
4.4593215,5.5680537
5.092224,1.3887893
3.3237853,3.1981108
4.42032,2.7622972
3.2459435,5.430505
4.233201,5.5680537
4.9383836,4.286975
1.9604781,3.5349383
4.0667686,3.6569927
4.4935017,6.423801
3.2748713,5.228038
5.181238,4.8496685
2.7136075,3.574176
4.1162496,6.5281982
4.0798454,4.405602
3.1902611,4.0550528
4.5009704,1.683593
5.07059,5.2257986
3.5441852,6.9970264
3.8092492,3.719243
3.4879868,3.7089274
4.627803,6.062364
5.199145,2.2517843
3.7166984,5.303383
9.450481,6.5306253
6.1400237,5.2109885
3.1002681,4.546854
4.925376,4.4959226
5.1753163,4.613074
4.570338,2.7423577
6.6273994,4.286975
5.3397846,4.8713217
4.8026814,4.1093264
3.7767327,4.9359903
4.1708584,4.7245307
5.025861,3.3498974
5.07059,3.6569927
2.7283134,3.6569927
3.8717375,3.6569927
2.8117666,3.2338428
5.2661543,4.9266567
5.07059,5.7345934
3.691562,4.27119
4.601869,4.2974625
5.124176,5.573777
3.4568233,4.411241
5.639502,4.563065
3.7030709,3.0706716
5.2647066,5.573777
4.5009704,3.9516144
6.974474,3.4199555
4.5117364,4.9631
4.653995,4.5578895
3.847633,3.469792
3.3949046,3.2630882
3.0013459,5.08954
5.083554,3.3498974
5.7448606,1.9880183
5.0291142,4.8850517
4.567507,4.8850517
4.9862843,4.164902
